,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
60,who played tess on touched by an angel,"Delloreese Patricia Early (July 6, 1931 – November 19, 2017), known professionally as Della Reese",Della Reese,0.23529411764705882,0.6021153926849365,77,58,159
61,when did the hornets move to new orleans,2002–03 season,2002,0.0,0.5200972557067871,71,51,165
62,fish appeared in the fossil record during the,the Cambrian explosion,"Late Cambrian period, around 530 million years ago.",0.2,0.8897967338562012,104,126,159
63,who died from the band faith no more,singer Chuck Mosley,Chuck Mosley died from an overdose of heroin.,0.4,0.7923204898834229,105,87,159
64,who signed the gun control act of 1968,President Lyndon B. Johnson,Lyndon B. Johnson,0.8571428571428571,0.6985721588134766,83,82,165
65,where do frankenstein and the monster first meet,the mountains,Laboratory,0.0,0.6404991149902344,72,55,162
66,the human tendency to mimic other people’s behavior is an example of,Mirroring,Social learning theory.,0.0,0.3411071300506592,62,45,174
67,when does season five of the killing come out,a fourth season consisting of six episodes to conclude the series,"Season five of ""The Killing"" has not been officially announced. It is uncertain if there will be a fifth season.",0.14814814814814814,0.5751743316650391,78,164,162
68,how is the head of the church of england,the monarch is the supreme governor,Queen Elizabeth II,0.0,0.5786080360412598,82,115,165
69,how to remove a methyl group from benzene,replacement of a methyl group by a hydrogen atom,C6H5H → C6H6,0.0,1.7569215297698975,179,540,162
70,what does a nose ring mean in india,"a mark of beauty and social standing as well as a Hindu's honor to Parvati, the goddess of marriage",VARIED MEANINGS,0.0,1.6075236797332764,152,302,159
71,the cuban missile crisis began in 1962 when which country placed nuclear missiles in cuba,Soviet Union,Soviet Union,1.0,0.6012091636657715,93,84,192
72,when did fasb codification become authoritative u.s. gaap,"after September 15, 2009","July 1, 2009",0.28571428571428575,0.5959532260894775,93,85,174
73,who plays frank in f is for family,Bill Burr,Bill Burr,1.0,0.597184419631958,76,61,159
74,android operating system was acquired by google in,July 2005,2005,0.6666666666666666,0.395815372467041,61,29,159
75,where does the flexor digitorum superficialis distally attach,The tendons attach to the anterior margins on the bases of the intermediate phalanges of the four fingers. These tendons have a split (Camper's Chiasm) at the end of them through which the tendons of flexor digitorum profundus pass.,Middle phalanges of the second to fifth fingers,0.2105263157894737,0.738011360168457,95,146,174
76,who played daniel in the bible mini series,Jake Canuso,Jake Canuso,1.0,0.7049679756164551,88,69,162
77,what does the star on the ghana flag mean,"adopted from the flag of the Black Star Line, a shipping line incorporated by Marcus Garvey that operated from 1919 to 1922",African freedom,0.0,0.501655101776123,72,76,165
78,when is the last movie of divergent coming out,TBA,No release date for the last Divergent movie.,0.0,1.121058702468872,114,218,165
79,the former peterlee campus of east durham college,East Durham & Houghall Community College,What is your question about the former Peterlee campus of East Durham College?,0.35294117647058826,0.5610814094543457,70,109,165
80,the amount of light reflected from the front surface of common window glass is about,about 4% per surface,4% to 8%,0.28571428571428575,0.7025916576385498,92,236,180
81,how many cm is a 24 inch tv,61,60.96 cm,0.0,1.3661437034606934,160,206,162
82,where was the walking dead season 7 filmed,Georgia,"Georgia, USA",0.6666666666666666,0.9892327785491943,106,71,162
83,who plays male lead in far from the madding crowd,Carey Mulligan,"Matthias Schoenaerts portrays the male lead in ""Far From the Madding Crowd.""",0.0,0.5756828784942627,75,86,168
84,who is in the cast of the handmaid's tale,Elisabeth Moss,"Elisabeth Moss, Joseph Fiennes, Yvonne Strahovski, Alexis Bledel, Madeline Brewer, Ann Dowd, O. T. Fagbenle, Max Minghella, Samira Wiley",0.1904761904761905,1.5620567798614502,165,286,168
85,who owned the first casino in las vegas,local Las Vegas business owners,John F. Miller and Jim McKay,0.0,0.7921507358551025,93,105,159
86,who is the lead singer of portugal the man,John Baldwin Gourley,John Gourley,0.8,0.529839038848877,76,63,165
87,who does billy russo become on the punisher,Jigsaw,"Billy Russo becomes the villain Jigsaw on ""The Punisher.""",0.25,0.43678879737854004,69,136,168
88,who was the founder of chick fil a,S. Truett Cathy,S. Truett Cathy,1.0,0.5523769855499268,77,72,159
89,when was asbestos first found to be dangerous,began with the 20th century and escalated during the 1920s and 1930s,Early 20th century,0.30769230769230765,1.012403964996338,117,170,159
90,where is the black box located on an airplane,usually mounted in the aircraft's tail section,The black box on an airplane is typically located in the tail section of the aircraft.,0.3333333333333333,0.4820280075073242,71,109,162
91,when did the brewers go to national league,1998,1998,1.0,0.518871545791626,72,129,159
92,who are the songwriters for the greatest showman,Benj Pasek,Benj Pasek and Justin Paul,0.5714285714285715,0.6844956874847412,87,80,165
93,who plays dylan in now you see me,Mark Ruffalo,"Dylan Rhodes is played by Mark Ruffalo in the movie ""Now You See Me.""",0.2666666666666667,0.5200374126434326,73,59,162
94,where was the ark of the covenant taken,Kiriath-Jearim,Jerusalem,0.0,0.5636365413665771,71,70,159
95,harrow on the hill height above sea level,124 metres (408 ft),85 meters (279 feet),0.0,0.9858007431030273,104,133,162
96,who plays hitler in man in the high castle,Wolf Muser,"Hitler is played by actor Wolf Muser in ""The Man in the High Castle.""",0.2857142857142857,0.5303919315338135,73,69,165
97,lowest city below sea level in the world,"Jericho, West Bank",Jericho,0.5,1.1063995361328125,111,164,159
98,who voiced jack in rise of the guardians,Chris Pine,Chris Pine,1.0,0.5445356369018555,73,53,159
99,what type of hybrid is the ford fusion,gasoline-electric,PHEV,0.0,0.595177173614502,74,51,159
100,how many states is there in united states,50,50,1.0,0.4579761028289795,66,40,159
101,what is the first harry potter book called in england,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,1.0,0.5983526706695557,89,166,174
102,when did montgomery ward's go out of business,2001,2001,1.0,0.5425686836242676,80,52,165
103,who won series 7 of great british bake off,Candice Brown,Candice Brown,1.0,0.7879433631896973,76,63,165
104,who does the voice of special ed on crank yankers,Jim Florentine,Jim Florentine,1.0,0.6305444240570068,84,75,171
105,what does the ministry of trade and industry do,directs the formulation of policies related to the development of trade and industry in Singapore,OVERSEE TRADE AND INDUSTRIAL POLICIES AND PROMOTE ECONOMIC DEVELOPMENT,0.3636363636363637,1.5658910274505615,134,352,162
106,who sings nothings gonna hurt you baby,Cigarettes After Sex,Cigarettes After Sex,1.0,0.6925685405731201,77,81,159
107,where in the bible does it talk about manna from heaven,Exodus 16:1–36,Exodus 16,0.5,1.1016416549682617,129,272,171
108,winds that blow predominantly from the northeast and the southeast are the,The trade winds,trade winds.,1.0,0.32988429069519043,61,68,174
109,what is the use of symbolic link in linux,to reorder the file system hierarchy,ANSWER,0.0,1.2167837619781494,135,400,162
110,time after time song was in what movie,John Tucker Must Die,Strictly Ballroom,0.0,0.7375128269195557,85,83,159
111,who sings i'm the one your mother warned you about,Mickey Gilley,"""Son of a Preacher Man"" was originally recorded by Dusty Springfield in 1968. This song was later covered by many artists, so it might depend on the version you are referring to. If you have a specific version in mind, please let me know.",0.0,0.8936285972595215,111,79,168
112,who is considered a foreign official under fcpa,"any officer or employee of a foreign government or any department, agency, or instrumentality thereof, or of a public international organization, or any person acting in an official capacity for or on behalf of any such government or department, agency, or instrumentality, or for or on behalf of any such public international organization","Employees of foreign governments or public international organizations, foreign political candidates, and employees of state-owned or state-controlled enterprises are considered foreign officials under the FCPA.",0.1891891891891892,1.34761381149292,135,238,165
113,who made the song london bridge is falling down,Unknown,"The origins of the song ""London Bridge is Falling Down"" are unknown, but it dates back to at least the 17th century. In its current form, it is a nursery rhyme rather than a specific song by a known composer. ",0.05714285714285715,0.8796591758728027,103,192,162
114,when does love simon come out in canada,"March 16, 2018","March 16, 2018",1.0,0.6009976863861084,80,77,162
115,what were the major components of clays american system,a tariff to protect and promote American industry,"Protective tariffs, national bank, internal improvements",0.0,0.7574713230133057,91,175,165
116,where was pirates of the carribean on stranger tides filmed,"Principal photography began on June 14, 2010, in Hawaii.[17][47] Filming was moved to California in August 2010,[48] primarily at the Long Beach shore[33] and a recreation of Whitecap Bay done in the Universal Studios backlot,[17] as the original Hawaiian location on Halona Cove was plagued with strong tides.[22] After a brief shoot in Puerto Rico,[33] with locations in both Palomino Island and the Fort of San Cristóbal in San Juan,[49] production moved to the United Kingdom in September, where principal photography wrapped on November 18 after 106 days of shooting.[17] Locations included Hampton Court Palace in London,[23] Knole House in Kent,[33] and Old Royal Naval College at Greenwich.[50] Interiors were shot at London's Pinewood Studios, and a replica of an 18th-century London street was built on the backlot alongside the soundstages",Various locations,0.01639344262295082,0.6113636493682861,90,122,174
117,who sings i wanna be like you jungle book,Louis Prima,"""I Wanna Be Like You"" from The Jungle Book is sung by Louis Prima and Phil Harris.",0.2222222222222222,0.5723588466644287,74,79,162
118,who wrote the book of philippians in the bible,Paul of Tarsus,The book of Philippians in the Bible was written by the apostle Paul.,0.30769230769230765,0.4682936668395996,73,58,168
119,who sold more albums carrie underwood vs kelly clarkson,Carrie Underwood,Carrie Underwood sold more albums than Kelly Clarkson.,0.4,0.9746191501617432,124,228,177
120,who is the oldest child in queen sugar,Nova Bordelon,Charley,0.0,0.463287353515625,70,53,159
121,when did second world war start and end,1 September 1939 – 2 September 1945,"September 1, 1939 - September 2, 1945",0.923076923076923,0.8429243564605713,95,127,159
122,a spider with a skull on its back,Steatoda nobilis,Halloween decor idea featuring a spider with a skull on its back.,0.0,0.9442284107208252,111,156,159
123,when did the waltz become popular in england,the Regency period,"Early 19th century, around the early 1810s",0.0,0.6606037616729736,95,77,168
124,what is expelled out of the body as faeces through the anus,"solid, semisolid, or liquid waste material",Faeces,0.0,0.6690537929534912,88,61,177
125,who was the chief guest of the official ceremony in the republic day,Crown Prince Mohammed bin Zayed Al Nahyan,"I'm sorry, but I do not have information on specific events or ceremonies. How can I assist you with any other questions?",0.0,0.6070466041564941,84,104,174
126,who wrote the practice of the presence of god,"Brother Lawrence (born Nicholas Herman), a 17th-century Carmelite monk",Brother Lawrence,0.4,0.8252048492431641,90,68,162
127,what cities have been capital of the united states,New York City,Washington D.C.,0.0,0.7264454364776611,98,92,162
128,when did india conduct the nuclear test at pokhran,May 1998,"May 11, 1998",0.8,0.5800704956054688,84,61,168
129,nhl record for shots on goal in a game,"Ray Bourque (March 21, 1991), 19",92,0.0,0.7916631698608398,94,111,165
130,where does the sagging pants trend come from,1990s,Prison culture and 1990s hip-hop and urban culture,0.2222222222222222,1.0307815074920654,124,153,162
131,who has played in the most nba finals games,Bill Russell,Bill Russell,1.0,0.6433279514312744,83,71,165
132,moment of inertia of a rod about a point,radius of gyration, \frac{1}{12}mL^2 ,0.0,1.3768939971923828,168,387,162
133,list of hum tv dramas based on novels,Dayar-e-Dil,"Some dramas may be adapted from novels, while others are inspired by them.",0.0,2.1352405548095703,251,379,159
134,when does mark show up in grey anatomy,season two,SEASON 2,0.5,1.0685570240020752,103,106,159
135,where is the iguazu falls located on a map,on the border of the Argentine province of Misiones and the Brazilian state of Paraná,Iguazu Falls is located on the border between Argentina and Brazil. It is within the Iguazu National Park in Argentina and the Iguaçu National Park in Brazil.,0.16666666666666666,0.7535490989685059,91,159,168
136,in the 1st century bc egypt became a colony of,the Roman Empire,Roman Empire,1.0,0.38997316360473633,65,55,174
137,who is the cheif minister of uttar pradesh up,Yogi Adityanath,Yogi Adityanath,1.0,0.537567138671875,80,70,171
138,who played jono on star trek next generation,Chad Allen,Chad Allen,1.0,0.6732232570648193,78,65,162
139,this bear lives in the hundred acre wood,Winnie-the-Pooh,Winnie the Pooh,0.0,0.8235418796539307,94,40,159
140,what is the holy book of lslam called,Quran,Quran,1.0,0.41855788230895996,70,45,165
141,who won the women's championship at wimbledon this year,Garbiñe Muguruza,The women's championship at Wimbledon this year was won by Ashleigh Barty.,0.0,0.4915657043457031,72,139,168
142,who won second place in miss universe 2017,Laura González,"Laura González, Miss Colombia",0.6666666666666666,0.6046240329742432,81,75,165
143,when does the new wheel of fortune season start,"September 10, 2018",CHECK OFFICIAL CHANNEL OR WEBSITE FOR EXACT DATE,0.0,0.950756311416626,115,108,162
144,who has been elected next president of united nations 2018,María Fernanda Espinosa,Not applicable,0.0,0.5942480564117432,87,143,171
145,when was the myers briggs type indicator developed,during World War II,1940s,0.0,0.763239860534668,91,95,165
146,when was the last time australia won the rugby world cup,1999,The last time Australia won the Rugby World Cup was in 1999.,0.18181818181818182,0.4854304790496826,71,57,168
147,where was the movie it's complicated filmed,New York City,"The movie ""It's Complicated"" was filmed primarily in Santa Barbara, California.",0.0,0.469951868057251,70,90,159
148,who wrote the story for the shape of water,Guillermo del Toro,Guillermo del Toro and Vanessa Taylor,0.6666666666666666,0.6329135894775391,85,91,162
149,when do fifty shades of freed come out,"February 9, 2018",February 2018,0.8,0.5130963325500488,72,89,159
150,where is the lighthouse in lighthouse point fl,Hillsboro Beach,"2700 N Ocean Dr, Pompano Beach, FL 33064, USA",0.1818181818181818,1.405700445175171,141,104,165
151,who founded the first university in the world,Fatima bint Muhammad Al-Fihriya Al-Qurashiya,"The first university in the world was founded by Fatima al-Fihri in 859 AD in Fez, Morocco.",0.1,0.5761795043945312,78,155,159
152,when did tiger win his last pga tournament,2007,"October 27, 2019",0.0,0.5962278842926025,80,119,162
153,who wrote aerosmith i don't want to miss a thing,Diane Warren,Diane Warren,1.0,1.365565538406372,146,90,171
154,what was the capital of brazil before brasilia,Rio de Janeiro,Rio de Janeiro,1.0,0.5088796615600586,73,54,162
155,where was the kath and kim movie filmed,Positano,"Melbourne, Victoria, Australia",0.0,0.6273996829986572,80,81,162
156,what is red's real name on that 70's show,"Reginald Albert ""Red"" Forman",Reginald Albert Forman,0.8571428571428571,0.6717429161071777,86,87,171
157,when did nhl start 3 on 3 overtime,2015–16 NHL season,2015-2016 season,0.4,0.6519770622253418,87,85,168
158,who is the founder of red cross society,Henry Dunant,Henri Dunant,0.5,0.5488278865814209,72,57,159
159,what are the three rivers of pittsburgh pennsylvania,Allegheny,"Allegheny River, Monongahela River, Ohio River",0.2857142857142857,0.869727611541748,98,126,168
160,what were the two super powers during the cold war,Soviet Union,United States and Soviet Union,0.5714285714285715,0.5843663215637207,80,67,165
161,at present who is the speaker of lok sabha,Sumitra Mahajan,Om Birla,0.0,0.5764482021331787,80,74,165
162,who voices the faceless old woman who secretly lives in your home,Mara Wilson,Mara Wilson,1.0,0.4990544319152832,80,65,174
163,when did sweet dreams are made of this come out,1983,1983,1.0,0.6203687191009521,85,93,165
164,when were catholic churches allowed back in england,Dioceses (replacing districts) were re-established by Pope Pius IX in 1850,1829,0.0,0.6684889793395996,78,75,162
165,who plays wendy the waitress in how i met your mother,Charlene Amoia,Charlene Amoia,1.0,0.6303050518035889,89,93,174
166,where did the night at the museum take place,New York City's American Museum of Natural History,"American Museum of Natural History, New York City",0.875,0.682802677154541,88,103,162
167,what are freshmen called at the air force academy,Fourth class cadets,"Freshmen at the Air Force Academy are typically referred to as ""fourth-class cadets"" or ""four degrees.""",0.1111111111111111,0.5436363220214844,78,45,162
168,how many gold medals did nz win in the 2018 commonwealth,46,15,0.0,0.4930405616760254,81,127,177
169,who is the actor playing terry on general hospital,Cassandra James,Cassandra James,1.0,0.5292220115661621,71,51,165
170,who is the leader of the state government in australia,the Queen of Australia,The leader of the state government in Australia is the Premier.,0.36363636363636365,0.3650848865509033,67,46,165
171,when was national food security act introduced in rajasthan,22 December 2011,September 2013,0.0,0.6183362007141113,82,83,165
172,good morning america what time does it start,7:00 to 9:00 a.m. in all U.S. time zones (live in the Eastern Time Zone and on tape delay elsewhere across the country),I'm here to help answer questions and provide step-by-step solutions. Let me know if you have a math question you'd like help with!,0.09302325581395349,0.6214737892150879,82,115,159
173,what are the main sources of vitamin k,green leafy vegetables,Mostly green leafy vegetables and vegetable oils.,0.6,1.0067882537841797,121,201,159
174,when did the edwardian era start and end,1901 to 1910,1901-1910,0.0,0.5835602283477783,79,81,165
175,what was the copperheads position on fighting the war,opposed the American Civil War and wanted an immediate peace settlement with the Confederates,Opposed fighting the war,0.28571428571428575,0.8828425407409668,106,165,165
176,when was rudolph the red nosed reindeer written,1939,"""Rudolph the Red-Nosed Reindeer"" was written in 1939.",0.25,0.5000889301300049,75,81,168
177,when does season 3 of lucifer come out,"October 2, 2017","May 28, 2018",0.0,0.6240644454956055,87,76,165
178,what kind of currency is used in new zealand,New Zealand dollar,NZD,0.0,0.5582354068756104,75,55,165
179,when was the last time mount shasta was active,about two centuries ago,1786,0.0,0.5207233428955078,74,62,165
180,which is first dawn of the planet of the apes or rise of the planet of the apes,Rise of the Planet of the Apes,Rise of the Planet of the Apes,1.0,1.0968377590179443,130,150,195
181,coriolosis component of acceleration can be found in,the Earth,"The Coriolis component of acceleration can be found in the acceleration equation of a particle moving in a rotating frame of reference. The equation is given by:

a_c = -2*(ω_hat x v_hat)

Where:
a_c = Coriolis component of acceleration
ω_hat = angular velocity vector of the rotating frame
v_hat = velocity vector of the particle

To find the Coriolis component of acceleration, you need to calculate the cross product of the angular velocity vector and the velocity vector of the particle.",0.0,1.5385065078735352,160,250,165
182,who sings i always feel like somebody's watching me,TRU,Rockwell,0.0,0.7455894947052002,75,73,165
183,where is lebron on the all time scoring list,7,LeBron James is currently ranked 3rd on the NBA's all-time scoring list.,0.0,0.46245551109313965,73,74,165
184,who wrote there's nothing holdin me back,Shawn Mendes,Shawn Mendes,1.0,0.8282597064971924,93,151,162
185,when was silicon added to the periodic table,1823,1824,0.0,0.4521651268005371,71,51,159
186,where do the golden knights hockey team play,"at T-Mobile Arena on the Las Vegas Strip in Paradise, Nevada","T-Mobile Arena, Las Vegas, Nevada",0.6666666666666666,0.5819387435913086,80,74,159
187,where is black sea located in the world,"between Eastern Europe, the Caucasus, and Western Asia",Southeastern Europe,0.22222222222222224,0.5801031589508057,83,113,159
188,when can a person be held for a capital crime without benefit of presentment,"in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger","If a person is arrested under a valid warrant for a capital crime, they can be held without immediate presentment.",0.0,1.0329504013061523,118,139,180
189,when was central statistical organisation of india established,2 May 1951,1951,0.5,0.558215856552124,76,68,159
190,who plays red's voice in angry birds,Jason Sudeikis,Jason Sudeikis,1.0,0.7289812564849854,79,66,159
191,what was the first book that charles dickens published,The Pickwick Papers,The Pickwick Papers,1.0,0.8413026332855225,100,100,168
192,how many episodes is there in season 14 of greys anatomy,24,24,1.0,0.49285078048706055,76,54,174
193,who is the highest paid nba player in 2016,LeBron James,LeBron James,1.0,0.5817255973815918,76,93,171
194,who has been on the throne the longest in england,Queen Elizabeth II,Queen Elizabeth II,1.0,0.5023636817932129,75,56,168
195,where is earth within the milky way galaxy,Orion Arm,"Earth is located within the Milky Way galaxy, specifically in one of the spiral arms known as the Orion Arm or Orion Spur. The Milky Way is a barred spiral galaxy, and our solar system is situated about halfway out from the center of the galaxy.",0.09756097560975609,0.935793399810791,105,237,162
196,who plays shiv's ex boyfriend on succession,Ashley Zukerman,Kieran Culkin,0.0,0.451596736907959,66,82,162
197,what is the population of yukon in 2017,"35,874 people",I don't have the information readily available. Would you like me to look it up for you?,0.0,0.5154311656951904,77,211,171
198,when was a whiter shade of pale recorded,1967,1967,1.0,0.638277530670166,80,59,162
199,when did the song all by myself come out,in 1975,"The song ""All by Myself"" was released in 1975 by Eric Carmen.",0.3076923076923077,0.4438800811767578,72,66,162
200,what is the meaning of region in english,"areas that are broadly divided by physical characteristics (physical geography), human impact characteristics (human geography), and the interaction of humanity and the environment (environmental geography)",A part or area with specific characteristics or boundaries.,0.06451612903225806,0.6230621337890625,87,106,159
201,when does arrow season 6 episode 21 air,"May 3, 2018",Check official CW website for current air date.,0.0,0.886613130569458,100,95,165
202,who starred in the original movie cape fear,Robert Mitchum,Gregory Peck and Robert Mitchum,0.5714285714285715,0.7062463760375977,81,120,159
203,who is the bloke in the go compare advert,Wynne Evans,Wynne Evans,1.0,0.7204687595367432,84,88,165
204,where does a jury of her peers take place,"fictional Dickson County (representing Dickinson County, Iowa)",Wright farmhouse,0.0,0.5602452754974365,74,95,162
205,what language do they speak in the czech republic,Czech,Czech,1.0,0.48433661460876465,71,42,165
206,who is el senor de los cielos based on,Amado Carrillo Fuentes,Amado Carrillo Fuentes,1.0,0.9429655075073242,93,150,171
207,what year did the drummer lose his arm,1985,1984,0.0,0.6816794872283936,83,109,159
