,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
78,when is the last movie of divergent coming out,TBA,UNKOWN,0.0,0.42479372024536133,56,3,52
79,the former peterlee campus of east durham college,East Durham & Houghall Community College,Closed,0.0,0.27605295181274414,55,26,52
80,the amount of light reflected from the front surface of common window glass is about,about 4% per surface,4%,0.4,0.38610267639160156,61,4,57
81,how many cm is a 24 inch tv,61,60.96 cm,0.0,0.3766958713531494,57,4,51
82,where was the walking dead season 7 filmed,Georgia,"Georgia, USA",0.6666666666666666,0.4541740417480469,56,5,51
83,who plays male lead in far from the madding crowd,Carey Mulligan,Matthias Schoenaerts,0.0,0.39406824111938477,61,8,53
84,who is in the cast of the handmaid's tale,Elisabeth Moss,"Elizabeth Moss, Joseph Fiennes, Yvonne Strahovski, Alexis Bledel",0.2,0.5018925666809082,74,32,53
85,who owned the first casino in las vegas,local Las Vegas business owners,Billy Wilkerson,0.0,0.37044286727905273,56,7,50
86,who is the lead singer of portugal the man,John Baldwin Gourley,John Gourley,0.8,0.3449273109436035,58,6,52
87,who does billy russo become on the punisher,Jigsaw,Jigsaw,1.0,0.35037946701049805,57,4,53
88,who was the founder of chick fil a,S. Truett Cathy,S. Truett Cathy,1.0,0.48034048080444336,58,8,50
89,when was asbestos first found to be dangerous,began with the 20th century and escalated during the 1920s and 1930s,Late 1800s,0.0,0.3963603973388672,57,7,50
90,where is the black box located on an airplane,usually mounted in the aircraft's tail section,In the tail section,0.6666666666666666,0.3747289180755615,57,4,51
91,when did the brewers go to national league,1998,1998,1.0,0.4210338592529297,54,4,50
92,who are the songwriters for the greatest showman,Benj Pasek,Benj Pasek and Justin Paul,0.5714285714285715,0.3417642116546631,62,10,52
93,who plays dylan in now you see me,Mark Ruffalo,Jesse Eisenberg,0.0,0.3523886203765869,57,6,51
94,where was the ark of the covenant taken,Kiriath-Jearim,Jerusalem,0.0,0.3384582996368408,54,4,50
95,harrow on the hill height above sea level,124 metres (408 ft),84 meters,0.0,0.25789618492126465,55,4,51
96,who plays hitler in man in the high castle,Wolf Muser,Wolf Muser,1.0,0.32326579093933105,57,5,52
97,lowest city below sea level in the world,"Jericho, West Bank","Jericho, Palestinian territories",0.3333333333333333,0.31223201751708984,57,6,50
98,who voiced jack in rise of the guardians,Chris Pine,Chris Pine,1.0,0.3242180347442627,54,4,50
99,what type of hybrid is the ford fusion,gasoline-electric,Plug-in hybrid or hybrid electric vehicle.,0.0,0.4373910427093506,60,7,50
100,how many states is there in united states,50,50,1.0,0.2783646583557129,53,3,50
101,what is the first harry potter book called in england,Harry Potter and the Philosopher's Stone,Philosopher's Stone,0.5714285714285715,0.29384279251098633,61,6,55
102,when did montgomery ward's go out of business,2001,2001,1.0,0.4519968032836914,56,4,52
103,who won series 7 of great british bake off,Candice Brown,Candice Brown,1.0,0.37081336975097656,58,6,52
104,who does the voice of special ed on crank yankers,Jim Florentine,Jim Florentine,1.0,0.4006059169769287,60,6,54
105,what does the ministry of trade and industry do,directs the formulation of policies related to the development of trade and industry in Singapore,Regulate trade and industry activities.,0.33333333333333337,0.437469482421875,60,9,51
106,who sings nothings gonna hurt you baby,Cigarettes After Sex,Cigarettes After Sex,1.0,0.3689298629760742,57,7,50
107,where in the bible does it talk about manna from heaven,Exodus 16:1–36,"Exodus 16:4, 15, 31",0.3333333333333333,0.42351794242858887,68,13,54
108,winds that blow predominantly from the northeast and the southeast are the,The trade winds,trade winds,1.0,0.3148641586303711,59,4,55
109,what is the use of symbolic link in linux,to reorder the file system hierarchy,Symbolic links in Linux are used to create shortcuts or references to files or directories in the file system.,0.2608695652173913,0.5952284336090088,74,11,51
110,time after time song was in what movie,John Tucker Must Die,Strictly Ballroom and Romy and Michele's High School Reunion,0.0,0.4623382091522217,66,12,50
111,who sings i'm the one your mother warned you about,Mickey Gilley,Patty Loveless,0.0,0.3410482406616211,59,6,53
112,who is considered a foreign official under fcpa,"any officer or employee of a foreign government or any department, agency, or instrumentality thereof, or of a public international organization, or any person acting in an official capacity for or on behalf of any such government or department, agency, or instrumentality, or for or on behalf of any such public international organization","Government officials, employees, and representatives of foreign governments and government-owned entities.",0.09836065573770492,0.47220683097839355,69,17,52
113,who made the song london bridge is falling down,Unknown,Unknown,1.0,0.3468763828277588,54,3,51
114,when does love simon come out in canada,"March 16, 2018","March 16, 2018",1.0,0.39791035652160645,60,9,51
115,what were the major components of clays american system,a tariff to protect and promote American industry,"high tariffs, a national bank, and internal improvements",0.14285714285714285,0.45229053497314453,64,13,52
116,where was pirates of the carribean on stranger tides filmed,"Principal photography began on June 14, 2010, in Hawaii.[17][47] Filming was moved to California in August 2010,[48] primarily at the Long Beach shore[33] and a recreation of Whitecap Bay done in the Universal Studios backlot,[17] as the original Hawaiian location on Halona Cove was plagued with strong tides.[22] After a brief shoot in Puerto Rico,[33] with locations in both Palomino Island and the Fort of San Cristóbal in San Juan,[49] production moved to the United Kingdom in September, where principal photography wrapped on November 18 after 106 days of shooting.[17] Locations included Hampton Court Palace in London,[23] Knole House in Kent,[33] and Old Royal Naval College at Greenwich.[50] Interiors were shot at London's Pinewood Studios, and a replica of an 18th-century London street was built on the backlot alongside the soundstages","Hawaii, Puerto Rico, California, and the United Kingdom",0.07874015748031496,0.4637434482574463,69,13,55
117,who sings i wanna be like you jungle book,Louis Prima,Louis Prima,1.0,0.3626854419708252,56,5,51
118,who wrote the book of philippians in the bible,Paul of Tarsus,Paul,0.5,0.2450258731842041,56,3,53
119,who sold more albums carrie underwood vs kelly clarkson,Carrie Underwood,Carrie Underwood,1.0,0.37683749198913574,62,6,56
120,who is the oldest child in queen sugar,Nova Bordelon,Micah,0.0,0.3057820796966553,54,7,50
121,when did second world war start and end,1 September 1939 – 2 September 1945,1939-1945,0.0,0.42653536796569824,57,8,50
122,a spider with a skull on its back,Steatoda nobilis,A spider with a skull on its back does not exist in reality.,0.0,0.6633005142211914,64,7,50
123,when did the waltz become popular in england,the Regency period,early 19th century,0.0,0.37198352813720703,60,7,53
124,what is expelled out of the body as faeces through the anus,"solid, semisolid, or liquid waste material",Waste,0.2857142857142857,0.3286898136138916,60,4,56
125,who was the chief guest of the official ceremony in the republic day,Crown Prince Mohammed bin Zayed Al Nahyan,No information provided,0.0,0.29478001594543457,60,19,55
126,who wrote the practice of the presence of god,"Brother Lawrence (born Nicholas Herman), a 17th-century Carmelite monk",Brother Lawrence,0.4,0.38146185874938965,56,5,51
127,what cities have been capital of the united states,New York City,"New York City, Philadelphia, Washington D.C.",0.6666666666666666,0.37847256660461426,63,13,51
128,when did india conduct the nuclear test at pokhran,May 1998,1998,0.6666666666666666,0.31748247146606445,57,4,53
129,nhl record for shots on goal in a game,"Ray Bourque (March 21, 1991), 19",96,0.0,0.4854860305786133,69,3,52
130,where does the sagging pants trend come from,1990s,Prison culture,0.0,0.36998939514160156,56,5,51
131,who has played in the most nba finals games,Bill Russell,Bill Russell,1.0,0.34340357780456543,56,4,52
132,moment of inertia of a rod about a point,radius of gyration,(m * L^2) / 12,0.0,0.3936192989349365,63,7,51
133,list of hum tv dramas based on novels,Dayar-e-Dil,"I'm sorry, but I cannot provide you with a list.",0.0,0.4404170513153076,63,17,50
134,when does mark show up in grey anatomy,season two,Season 2,0.5,0.3816852569580078,55,9,50
135,where is the iguazu falls located on a map,on the border of the Argentine province of Misiones and the Brazilian state of Paraná,Argentina and Brazil,0.13333333333333333,0.6978285312652588,58,4,53
136,in the 1st century bc egypt became a colony of,the Roman Empire,Rome,0.0,0.3538086414337158,59,4,55
137,who is the cheif minister of uttar pradesh up,Yogi Adityanath,Yogi Adityanath,1.0,0.3898496627807617,62,8,54
138,who played jono on star trek next generation,Chad Allen,Mark Adair Rios,0.0,0.39687633514404297,58,7,51
139,this bear lives in the hundred acre wood,Winnie-the-Pooh,Winnie the Pooh,0.0,0.3537139892578125,57,7,50
140,what is the holy book of lslam called,Quran,Quran,1.0,0.2617039680480957,56,4,52
141,who won the women's championship at wimbledon this year,Garbiñe Muguruza,Ashleigh Barty,0.0,0.341933012008667,59,6,53
142,who won second place in miss universe 2017,Laura González,"Miss Colombia, Laura González",0.6666666666666666,0.30992650985717773,60,19,52
143,when does the new wheel of fortune season start,"September 10, 2018",Check local listings,0.0,0.35285043716430664,56,4,51
144,who has been elected next president of united nations 2018,María Fernanda Espinosa,António Guterres,0.0,0.36053991317749023,62,20,54
145,when was the myers briggs type indicator developed,during World War II,1943,0.0,0.3196547031402588,56,5,52
146,when was the last time australia won the rugby world cup,1999,2019,0.0,0.35613560676574707,57,3,53
147,where was the movie it's complicated filmed,New York City,"Various locations in California, including Los Angeles and Santa Barbara",0.0,0.43011927604675293,63,29,50
148,who wrote the story for the shape of water,Guillermo del Toro,Guillermo del Toro,1.0,0.34769678115844727,58,7,51
149,when do fifty shades of freed come out,"February 9, 2018",2018,0.5,0.3411414623260498,54,9,50
150,where is the lighthouse in lighthouse point fl,Hillsboro Beach,"Lighthouse Point, FL",0.0,0.3565192222595215,59,7,52
151,who founded the first university in the world,Fatima bint Muhammad Al-Fihriya Al-Qurashiya,Fatima al-Fihri,0.28571428571428575,0.3748016357421875,58,8,50
152,when did tiger win his last pga tournament,2007,2019,0.0,0.3397090435028076,55,4,51
153,who wrote aerosmith i don't want to miss a thing,Diane Warren,Diane Warren,1.0,0.3506772518157959,59,5,54
154,what was the capital of brazil before brasilia,Rio de Janeiro,Rio de Janeiro,1.0,0.3473668098449707,56,5,51
155,where was the kath and kim movie filmed,Positano,Australia,0.0,0.2868058681488037,54,3,51
156,what is red's real name on that 70's show,"Reginald Albert ""Red"" Forman",Eric,0.0,0.3241562843322754,57,3,54
157,when did nhl start 3 on 3 overtime,2015–16 NHL season,2015,0.0,0.2978835105895996,57,8,53
158,who is the founder of red cross society,Henry Dunant,Henry Dunant,1.0,0.31525373458862305,55,5,50
159,what are the three rivers of pittsburgh pennsylvania,Allegheny,"Allegheny, Monongahela, Ohio",0.5,0.3858823776245117,65,41,53
160,what were the two super powers during the cold war,Soviet Union,United States and Soviet Union,0.5714285714285715,1.4498441219329834,59,5,52
161,at present who is the speaker of lok sabha,Sumitra Mahajan,Om Birla,0.0,0.37128162384033203,58,6,52
162,who voices the faceless old woman who secretly lives in your home,Mara Wilson,Mara Wilson,1.0,0.3391380310058594,60,5,55
163,when did sweet dreams are made of this come out,1983,1983,1.0,0.38403964042663574,56,4,52
164,when were catholic churches allowed back in england,Dioceses (replacing districts) were re-established by Pope Pius IX in 1850,1829,0.0,0.3293914794921875,55,4,51
165,who plays wendy the waitress in how i met your mother,Charlene Amoia,Charlene Amoia,1.0,0.6222217082977295,62,7,55
166,where did the night at the museum take place,New York City's American Museum of Natural History,Museum,0.2222222222222222,0.2720763683319092,55,11,51
167,what are freshmen called at the air force academy,Fourth class cadets,Cadets,0.5,0.46299266815185547,55,4,51
168,how many gold medals did nz win in the 2018 commonwealth,46,15,0.0,0.27970170974731445,59,3,56
169,who is the actor playing terry on general hospital,Cassandra James,unclear,0.0,0.2731902599334717,56,6,52
170,who is the leader of the state government in australia,the Queen of Australia,Prime Minister,0.0,0.33721399307250977,56,4,52
171,when was national food security act introduced in rajasthan,22 December 2011,2013,0.0,0.3072388172149658,56,4,52
172,good morning america what time does it start,7:00 to 9:00 a.m. in all U.S. time zones (live in the Eastern Time Zone and on tape delay elsewhere across the country),7:00 AM,0.17391304347826084,0.38217806816101074,56,4,50
173,what are the main sources of vitamin k,green leafy vegetables,"Green leafy vegetables, broccoli, Brussels sprouts, cabbage, fish oil, and certain plant oils.",0.375,0.58514404296875,73,12,50
174,when did the edwardian era start and end,1901 to 1910,1901-1910,0.0,0.5069856643676758,59,8,52
175,what was the copperheads position on fighting the war,opposed the American Civil War and wanted an immediate peace settlement with the Confederates,opposed the war,0.3076923076923077,0.4250185489654541,58,8,52
176,when was rudolph the red nosed reindeer written,1939,1939,1.0,0.34171581268310547,57,4,53
177,when does season 3 of lucifer come out,"October 2, 2017","Season 3 of Lucifer premiered on October 2, 2017.",0.5,0.4722933769226074,69,18,52
178,what kind of currency is used in new zealand,New Zealand dollar,New Zealand Dollar,1.0,0.38309693336486816,57,5,52
179,when was the last time mount shasta was active,about two centuries ago,1786,0.0,0.35091733932495117,56,4,52
180,which is first dawn of the planet of the apes or rise of the planet of the apes,Rise of the Planet of the Apes,Rise of the Planet of the Apes,1.0,0.49343037605285645,73,11,62
181,coriolosis component of acceleration can be found in,the Earth,rotating frames of reference,0.0,0.4145810604095459,59,6,52
182,who sings i always feel like somebody's watching me,TRU,Rockwell,0.0,0.34873175621032715,56,4,52
183,where is lebron on the all time scoring list,7,4th,0.0,0.3257100582122803,56,4,52
184,who wrote there's nothing holdin me back,Shawn Mendes,Shawn Mendes,1.0,0.36347174644470215,57,6,51
185,when was silicon added to the periodic table,1823,1854,0.0,0.3667714595794678,54,4,50
186,where do the golden knights hockey team play,"at T-Mobile Arena on the Las Vegas Strip in Paradise, Nevada",T-Mobile Arena,0.33333333333333337,0.33963847160339355,55,10,50
187,where is black sea located in the world,"between Eastern Europe, the Caucasus, and Western Asia",Europe,0.25,0.3046894073486328,53,3,50
188,when can a person be held for a capital crime without benefit of presentment,"in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger",During times of war or public danger.,0.3448275862068965,0.30658483505249023,67,10,57
189,when was central statistical organisation of india established,2 May 1951,1951,0.5,0.3338127136230469,54,4,50
190,who plays red's voice in angry birds,Jason Sudeikis,Jason Sudeikis,1.0,0.45919084548950195,57,5,50
191,what was the first book that charles dickens published,The Pickwick Papers,The Pickwick Papers,1.0,0.35584425926208496,59,6,53
192,how many episodes is there in season 14 of greys anatomy,24,24,1.0,0.42275524139404297,58,3,55
193,who is the highest paid nba player in 2016,LeBron James,LeBron James,1.0,0.3066728115081787,59,5,54
194,who has been on the throne the longest in england,Queen Elizabeth II,Queen Elizabeth II,1.0,0.3286879062652588,58,5,53
195,where is earth within the milky way galaxy,Orion Arm,In one of its spiral arms.,0.0,0.4089193344116211,60,5,51
196,who plays shiv's ex boyfriend on succession,Ashley Zukerman,Mark Blum,0.0,0.32143497467041016,56,5,51
197,what is the population of yukon in 2017,"35,874 people","37,858",0.0,0.33191943168640137,59,5,54
198,when was a whiter shade of pale recorded,1967,1967,1.0,0.3419349193572998,55,4,51
199,when did the song all by myself come out,in 1975,1975,0.6666666666666666,0.39683985710144043,55,4,51
200,what is the meaning of region in english,"areas that are broadly divided by physical characteristics (physical geography), human impact characteristics (human geography), and the interaction of humanity and the environment (environmental geography)",a particular area or place,0.0,0.3363075256347656,57,8,50
201,when does arrow season 6 episode 21 air,"May 3, 2018",Check your local listings for the most up-to-date information.,0.0,0.49668407440185547,66,18,52
202,who starred in the original movie cape fear,Robert Mitchum,Robert Mitchum,1.0,0.3665428161621094,55,6,50
203,who is the bloke in the go compare advert,Wynne Evans,Gio Compario,0.0,0.3608279228210449,58,6,52
204,where does a jury of her peers take place,"fictional Dickson County (representing Dickinson County, Iowa)",In the rural farmhouse of Mrs. Wright.,0.0,0.4268984794616699,62,4,51
205,what language do they speak in the czech republic,Czech,Czech,1.0,0.33520960807800293,56,4,52
206,who is el senor de los cielos based on,Amado Carrillo Fuentes,Amado Carrillo Fuentes,1.0,0.3461489677429199,62,8,54
207,what year did the drummer lose his arm,1985,1984,0.0,0.3564269542694092,54,4,50
208,where is redding california located on a map,"along the Sacramento River, 162 miles (261 kilometers) north of Sacramento, and 120 miles (190 km) south of California's northern border, shared with the state of Oregon",USA,0.0,0.325148344039917,54,4,51
209,when does celebs go dating series 3 start,4 September 2017,"Celebs Go Dating series 3 started on September 4, 2017.",0.4615384615384615,0.4888010025024414,71,20,52
210,what is the newest jurassic park movie called,Jurassic World: Fallen Kingdom,Jurassic World: Dominion,0.5714285714285715,0.4125499725341797,58,7,51
211,who wrote the song one wing from sparkle,R. Kelly,Charli XCX,0.0,0.3891928195953369,56,6,50
212,who sang wish you were here pink floyd,David Gilmour,Pink Floyd,0.0,0.36159348487854004,55,4,51
213,who won the women's 400 meter dash in the olympics,Shaunae Miller,Shaunae Miller-Uibo,0.5,0.3447577953338623,64,8,56
214,who has the most points in nba history career,LeBron James,Kareem Abdul-Jabbar,0.0,0.4318578243255615,61,9,52
215,who is paige on days of our lives,True O'Brien,Character on soap opera,0.0,0.3047001361846924,57,6,51
216,bible verse if your hand causes you sin cut off,Matthew 5:30,Matthew 5:30,1.0,0.334078311920166,60,7,53
217,when did the first slender game come out,2012,2012,1.0,0.2698385715484619,54,4,50
218,when do the red sox play sweet caroline,in the middle of the eighth inning,Between the top of the 8th and bottom of the 8th inning,0.2857142857142857,0.41689419746398926,70,5,52
219,who plays the black knight in monty python,John Cleese,John Cleese,1.0,0.2689347267150879,56,5,51
220,secreted by cells in the walls of the hearts atria,Atrial natriuretic peptide (ANP),Atrial natriuretic peptide (ANP),1.0,0.4789848327636719,67,9,54
221,which nba player has scored the most points,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,1.0,0.3528785705566406,60,9,51
222,who did the soviet union support in china civil war,the CCP,Communist Party of China,0.0,0.3011748790740967,61,7,54
223,when was the last time a total eclipse happened,"August 21, 2017",2020,0.0,0.33990478515625,55,9,51
224,who played the scare crow in wizard of oz,Raymond Wallace Bolger,Ray Bolger,0.4,0.3646204471588135,56,5,51
225,where is the femur located on the human body,proximal (closest to the hip joint) bone of the leg,Thigh bone,0.2,0.4083874225616455,57,5,52
226,who said truth justice and the american way,the comic-book character Superman,Superman,0.5,0.2577662467956543,54,4,50
227,who won the first stage of the 2018 tour de france,Fernando Gaviria of Quick-Step Floors,Fernando Gaviria,0.5714285714285715,0.41234612464904785,64,9,55
228,where is kuala lumpur located on a map,3°8′N 101°41′E﻿ / ﻿3.133°N 101.683°E,In Malaysia,0.0,0.2825629711151123,56,4,52
229,when did falcon first appear in the mcu,in the 2014 film Captain America: The Winter Soldier,2011,0.0,0.3781285285949707,56,4,52
230,when did the battle of bannockburn take place,24 June 1314,1314,0.5,0.38074231147766113,57,4,53
231,who does danny end up with in just go with it,Katherine,Palmer,0.0,0.37416648864746094,58,4,54
232,who played tj on head of the class,Rain Pryor,Brian Robbins,0.0,0.34587931632995605,54,8,50
233,what is free trade area of the americas,agreement to eliminate or reduce the trade barriers,Trade agreement aimed at integrating economies of the Americas into a single free trade zone.,0.2,0.5124249458312988,69,12,51
234,who was the first to suggest an atom existed,the ancient Greek philosophers Leucippus and his pupil Democritus,Democritus,0.2222222222222222,0.4112241268157959,57,6,51
