,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
68,when does season five of the killing come out,a fourth season consisting of six episodes to conclude the series,"Season five of ""The Killing"" has not been officially confirmed or announced by the creators or network yet, so there is no release date available at this time.",0.1142857142857143,0.6712887287139893,86,108,162
69,how is the head of the church of england,the monarch is the supreme governor,The head of the Church of England is the reigning monarch of the United Kingdom.,0.26666666666666666,1.0644848346710205,130,236,165
70,how to remove a methyl group from benzene,replacement of a methyl group by a hydrogen atom,C6H5Cl,0.0,1.7861309051513672,192,469,162
71,what does a nose ring mean in india,"a mark of beauty and social standing as well as a Hindu's honor to Parvati, the goddess of marriage",It can have different meanings based on the specific cultural context.,0.0,0.971461296081543,126,253,159
72,the cuban missile crisis began in 1962 when which country placed nuclear missiles in cuba,Soviet Union,Soviet Union,1.0,0.6043002605438232,90,78,192
73,when did fasb codification become authoritative u.s. gaap,"after September 15, 2009","July 1, 2009",0.28571428571428575,0.6411302089691162,89,95,174
74,who plays frank in f is for family,Bill Burr,Bill Burr,1.0,0.5034427642822266,76,63,159
75,android operating system was acquired by google in,July 2005,2005,0.6666666666666666,0.3446033000946045,61,17,159
76,where does the flexor digitorum superficialis distally attach,The tendons attach to the anterior margins on the bases of the intermediate phalanges of the four fingers. These tendons have a split (Camper's Chiasm) at the end of them through which the tendons of flexor digitorum profundus pass.,The flexor digitorum superficialis distally attaches to the middle phalanges of the four medial digits.,0.27906976744186046,2.8545982837677,292,182,174
77,who played daniel in the bible mini series,Jake Canuso,Jake Canuso,1.0,0.5240967273712158,74,65,162
78,what does the star on the ghana flag mean,"adopted from the flag of the Black Star Line, a shipping line incorporated by Marcus Garvey that operated from 1919 to 1922",African freedom,0.0,0.8512771129608154,88,82,165
79,when is the last movie of divergent coming out,TBA,UNCERTAIN,0.0,0.9962060451507568,130,138,165
80,the former peterlee campus of east durham college,East Durham & Houghall Community College,What is your question about the former Peterlee Campus of East Durham College?,0.35294117647058826,0.4535996913909912,70,56,165
81,the amount of light reflected from the front surface of common window glass is about,about 4% per surface,4-8%,0.0,1.5954549312591553,180,120,180
82,how many cm is a 24 inch tv,61,The 24 inch TV is 60.96 cm.,0.0,0.9364006519317627,106,226,162
83,where was the walking dead season 7 filmed,Georgia,"Georgia, USA",0.6666666666666666,0.49438953399658203,73,68,162
84,who plays male lead in far from the madding crowd,Carey Mulligan,Matthias Schoenaerts,0.0,0.6788265705108643,87,77,168
85,who is in the cast of the handmaid's tale,Elisabeth Moss,"Elisabeth Moss, Joseph Fiennes, Yvonne Strahovski, Alexis Bledel, Madeline Brewer, Ann Dowd, O.T. Fagbenle",0.25,1.335848331451416,144,356,168
86,who owned the first casino in las vegas,local Las Vegas business owners,The first casino in Las Vegas was owned by a man named Tommy Hull.,0.23529411764705882,0.40964555740356445,68,77,159
87,who is the lead singer of portugal the man,John Baldwin Gourley,John Gourley,0.8,0.6008853912353516,76,63,165
88,who does billy russo become on the punisher,Jigsaw,Jigsaw,1.0,0.5243203639984131,78,119,168
89,who was the founder of chick fil a,S. Truett Cathy,S. Truett Cathy,1.0,0.5840482711791992,77,71,159
90,when was asbestos first found to be dangerous,began with the 20th century and escalated during the 1920s and 1930s,1920s,0.18181818181818182,0.9586465358734131,122,104,159
91,where is the black box located on an airplane,usually mounted in the aircraft's tail section,Tail section,0.5,0.55157470703125,75,109,162
92,when did the brewers go to national league,1998,1998,1.0,0.5071313381195068,71,63,159
93,who are the songwriters for the greatest showman,Benj Pasek,Benj Pasek and Justin Paul,0.5714285714285715,0.5594208240509033,84,91,165
94,who plays dylan in now you see me,Mark Ruffalo,Mark Ruffalo,1.0,0.583111047744751,79,71,162
95,where was the ark of the covenant taken,Kiriath-Jearim,Jerusalem,0.0,0.4259660243988037,68,79,159
96,harrow on the hill height above sea level,124 metres (408 ft),129 meters (423 feet) above sea level,0.0,1.288512945175171,132,81,162
97,who plays hitler in man in the high castle,Wolf Muser,Wolf Muser,1.0,0.6069655418395996,81,76,165
98,lowest city below sea level in the world,"Jericho, West Bank","Jericho, West Bank is the lowest city below sea level in the world.",0.42857142857142855,0.9023864269256592,106,179,159
99,who voiced jack in rise of the guardians,Chris Pine,Chris Pine,1.0,0.2895669937133789,59,50,159
100,what type of hybrid is the ford fusion,gasoline-electric,The Ford Fusion is a plug-in hybrid vehicle.,0.0,0.39273858070373535,63,40,159
101,how many states is there in united states,50,50,1.0,0.3715651035308838,67,40,159
102,what is the first harry potter book called in england,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,1.0,0.6556580066680908,88,60,174
103,when did montgomery ward's go out of business,2001,2001,1.0,0.4741041660308838,72,53,165
104,who won series 7 of great british bake off,Candice Brown,Candice Brown,1.0,0.5134379863739014,78,69,165
105,who does the voice of special ed on crank yankers,Jim Florentine,Jim Florentine,1.0,0.5454988479614258,81,74,171
106,what does the ministry of trade and industry do,directs the formulation of policies related to the development of trade and industry in Singapore,"Promotes economic development through trade, investment, and industrial policies.",0.3636363636363637,1.3363063335418701,156,261,162
107,who sings nothings gonna hurt you baby,Cigarettes After Sex,"The song ""Nothing's Gonna Hurt You Baby"" is sung by the band Cigarettes After Sex.",0.375,0.5252516269683838,75,75,159
108,where in the bible does it talk about manna from heaven,Exodus 16:1–36,Exodus 16,0.5,1.707430124282837,191,147,171
109,winds that blow predominantly from the northeast and the southeast are the,The trade winds,trade winds,1.0,0.3702514171600342,66,14,174
110,what is the use of symbolic link in linux,to reorder the file system hierarchy,For creating references to files or directories elsewhere in the filesystem.,0.13333333333333333,1.1167242527008057,134,345,162
111,time after time song was in what movie,John Tucker Must Die,Romy and Michele's High School Reunion,0.0,1.018146276473999,117,89,159
112,who sings i'm the one your mother warned you about,Mickey Gilley,Shelley West,0.0,0.5716269016265869,83,72,168
113,who is considered a foreign official under fcpa,"any officer or employee of a foreign government or any department, agency, or instrumentality thereof, or of a public international organization, or any person acting in an official capacity for or on behalf of any such government or department, agency, or instrumentality, or for or on behalf of any such public international organization",It is important to consult legal experts for specific cases or for any uncertainty.,0.125,1.2006268501281738,127,276,165
114,who made the song london bridge is falling down,Unknown,Unknown,1.0,1.0168626308441162,114,129,162
115,when does love simon come out in canada,"March 16, 2018","March 16, 2018",1.0,0.6891529560089111,89,79,162
116,what were the major components of clays american system,a tariff to protect and promote American industry,"TARIFFS, NATIONAL BANK, INTERNAL IMPROVEMENTS",0.0,1.2282495498657227,144,177,165
117,where was pirates of the carribean on stranger tides filmed,"Principal photography began on June 14, 2010, in Hawaii.[17][47] Filming was moved to California in August 2010,[48] primarily at the Long Beach shore[33] and a recreation of Whitecap Bay done in the Universal Studios backlot,[17] as the original Hawaiian location on Halona Cove was plagued with strong tides.[22] After a brief shoot in Puerto Rico,[33] with locations in both Palomino Island and the Fort of San Cristóbal in San Juan,[49] production moved to the United Kingdom in September, where principal photography wrapped on November 18 after 106 days of shooting.[17] Locations included Hampton Court Palace in London,[23] Knole House in Kent,[33] and Old Royal Naval College at Greenwich.[50] Interiors were shot at London's Pinewood Studios, and a replica of an 18th-century London street was built on the backlot alongside the soundstages","Multiple locations including Hawaii, Puerto Rico, and the UK.",0.04687500000000001,0.8427379131317139,97,119,174
118,who sings i wanna be like you jungle book,Louis Prima,"""I Wanna Be Like You"" from The Jungle Book is performed by Louis Prima and Phil Harris.",0.2222222222222222,0.49528002738952637,74,75,162
119,who wrote the book of philippians in the bible,Paul of Tarsus,Paul,0.5,0.5325057506561279,75,54,168
120,who sold more albums carrie underwood vs kelly clarkson,Carrie Underwood,Carrie Underwood sold more albums than Kelly Clarkson,0.4,1.0362060070037842,128,170,177
121,who is the oldest child in queen sugar,Nova Bordelon,CHARLEY,0.0,0.4774041175842285,70,52,159
122,when did second world war start and end,1 September 1939 – 2 September 1945,"September 1, 1939 - September 2, 1945",0.923076923076923,0.7303779125213623,96,128,159
123,a spider with a skull on its back,Steatoda nobilis,Spooky spider with a skull on its back!,0.0,0.9766168594360352,118,222,159
124,when did the waltz become popular in england,the Regency period,The waltz became popular in England in the early 19th century.,0.0,0.4665210247039795,72,62,168
125,what is expelled out of the body as faeces through the anus,"solid, semisolid, or liquid waste material",Feces,0.0,0.641068696975708,90,49,177
126,who was the chief guest of the official ceremony in the republic day,Crown Prince Mohammed bin Zayed Al Nahyan,The Chief Guest of the official ceremony of the Republic Day in India changes every year. Some recent Chief Guests have been heads of state or government from various countries. You would need to specify the exact year to know who the Chief Guest was for that particular ceremony.,0.0,0.9772677421569824,110,98,174
127,who wrote the practice of the presence of god,"Brother Lawrence (born Nicholas Herman), a 17th-century Carmelite monk",Brother Lawrence,0.4,0.47055721282958984,73,82,162
128,what cities have been capital of the united states,New York City,"Washington, D.C.",0.0,0.5922086238861084,83,102,162
129,when did india conduct the nuclear test at pokhran,May 1998,India conducted nuclear tests at Pokhran in May 1998.,0.3636363636363636,0.4232926368713379,70,55,168
130,nhl record for shots on goal in a game,"Ray Bourque (March 21, 1991), 19",96,0.0,0.7603957653045654,94,100,165
131,where does the sagging pants trend come from,1990s,PRISON SYSTEM,0.0,0.8550083637237549,113,207,162
132,who has played in the most nba finals games,Bill Russell,Bill Russell,1.0,0.5535435676574707,80,93,165
133,moment of inertia of a rod about a point,radius of gyration,\frac{1}{3} \cdot M \cdot L^2,0.0,1.2483551502227783,143,356,162
134,list of hum tv dramas based on novels,Dayar-e-Dil,5 dramas based on novels from Hum TV.,0.0,1.6639113426208496,185,281,159
135,when does mark show up in grey anatomy,season two,"Season 2, episode 18",0.3333333333333333,0.8040754795074463,98,205,159
136,where is the iguazu falls located on a map,on the border of the Argentine province of Misiones and the Brazilian state of Paraná,SOUTH AMERICA,0.0,1.0051522254943848,117,178,168
137,in the 1st century bc egypt became a colony of,the Roman Empire,Roman Republic,0.5,0.740969181060791,79,52,174
138,who is the cheif minister of uttar pradesh up,Yogi Adityanath,The current Chief Minister of Uttar Pradesh is Yogi Adityanath.,0.3636363636363636,0.4936487674713135,72,74,171
139,who played jono on star trek next generation,Chad Allen,Chad Allen,1.0,0.5296144485473633,77,87,162
140,this bear lives in the hundred acre wood,Winnie-the-Pooh,Winnie the Pooh,0.0,0.435687780380249,69,48,159
141,what is the holy book of lslam called,Quran,Quran,1.0,0.5540614128112793,70,45,165
142,who won the women's championship at wimbledon this year,Garbiñe Muguruza,Ashleigh Barty,0.0,0.6419627666473389,82,67,168
143,who won second place in miss universe 2017,Laura González,"Miss Colombia, Laura González",0.6666666666666666,0.5694169998168945,82,73,165
144,when does the new wheel of fortune season start,"September 10, 2018",SEPTEMBER,0.5,0.802523136138916,101,128,162
145,who has been elected next president of united nations 2018,María Fernanda Espinosa,Maria Fernanda Espinosa Garcés from Ecuador,0.4444444444444444,1.1676559448242188,143,116,171
146,when was the myers briggs type indicator developed,during World War II,1940s,0.0,0.7305600643157959,92,115,165
147,when was the last time australia won the rugby world cup,1999,1999,1.0,0.4918217658996582,72,50,168
148,where was the movie it's complicated filmed,New York City,California,0.0,0.5648729801177979,82,115,159
149,who wrote the story for the shape of water,Guillermo del Toro,Guillermo del Toro and Vanessa Taylor,0.6666666666666666,0.7160358428955078,85,88,162
150,when do fifty shades of freed come out,"February 9, 2018","February 9, 2018",1.0,0.5667197704315186,78,71,159
151,where is the lighthouse in lighthouse point fl,Hillsboro Beach,"Hillsboro Inlet, Lighthouse Point, FL",0.28571428571428575,0.8436665534973145,108,154,165
152,who founded the first university in the world,Fatima bint Muhammad Al-Fihriya Al-Qurashiya,Fatima al-Fihri,0.28571428571428575,1.0077109336853027,113,129,159
153,when did tiger win his last pga tournament,2007,"Tiger Woods won his last PGA Tour tournament on October 28, 2019 at the Zozo Championship in Japan.",0.0,0.565244197845459,79,109,162
154,who wrote aerosmith i don't want to miss a thing,Diane Warren,Diane Warren,1.0,0.5523726940155029,81,53,171
155,what was the capital of brazil before brasilia,Rio de Janeiro,Rio de Janeiro,1.0,0.48938632011413574,71,54,162
156,where was the kath and kim movie filmed,Positano,Italy,0.0,0.6296565532684326,78,88,162
157,what is red's real name on that 70's show,"Reginald Albert ""Red"" Forman",Reginald Albert Forman,0.8571428571428571,0.574347734451294,84,92,171
158,when did nhl start 3 on 3 overtime,2015–16 NHL season,2015-2016 season,0.4,0.5650134086608887,86,92,168
159,who is the founder of red cross society,Henry Dunant,Henry Dunant,1.0,0.5171995162963867,71,54,159
160,what are the three rivers of pittsburgh pennsylvania,Allegheny,"Allegheny River, Monongahela River, Ohio River",0.2857142857142857,0.7098090648651123,98,126,168
161,what were the two super powers during the cold war,Soviet Union,United States and Soviet Union,0.5714285714285715,0.4660463333129883,74,67,165
162,at present who is the speaker of lok sabha,Sumitra Mahajan,Om Birla,0.0,0.5519986152648926,80,73,165
163,who voices the faceless old woman who secretly lives in your home,Mara Wilson,Mara Wilson,1.0,0.5150752067565918,82,72,174
164,when did sweet dreams are made of this come out,1983,1983,1.0,0.7059969902038574,85,84,165
165,when were catholic churches allowed back in england,Dioceses (replacing districts) were re-established by Pope Pius IX in 1850,1829,0.0,0.5147781372070312,79,89,162
166,who plays wendy the waitress in how i met your mother,Charlene Amoia,Charlene Amoia,1.0,0.6235406398773193,90,91,174
167,where did the night at the museum take place,New York City's American Museum of Natural History,American Museum of Natural History in New York City,0.823529411764706,1.663048505783081,88,124,162
168,what are freshmen called at the air force academy,Fourth class cadets,"Freshmen at the Air Force Academy are referred to as ""fourth-class cadets.""",0.14285714285714288,0.5960617065429688,72,61,162
169,how many gold medals did nz win in the 2018 commonwealth,46,15,0.0,0.49443531036376953,78,56,177
170,who is the actor playing terry on general hospital,Cassandra James,Cassandra James,1.0,0.45476365089416504,72,51,165
171,who is the leader of the state government in australia,the Queen of Australia,The leader of the state government in Australia is known as the Premier.,0.30769230769230765,0.4410593509674072,69,37,165
172,when was national food security act introduced in rajasthan,22 December 2011,"September 1, 2013",0.0,0.6059830188751221,83,75,165
173,good morning america what time does it start,7:00 to 9:00 a.m. in all U.S. time zones (live in the Eastern Time Zone and on tape delay elsewhere across the country),"Good morning! ""Good Morning America"" typically starts at 7:00 AM Eastern Time. Is there anything else I can help you with?",0.19047619047619047,0.6016449928283691,82,114,159
174,what are the main sources of vitamin k,green leafy vegetables,"Green leafy vegetables, vegetable oils, fruits, and meat",0.5454545454545454,0.8991720676422119,105,205,159
175,when did the edwardian era start and end,1901 to 1910,1901-1914,0.0,0.5174770355224609,79,103,165
176,what was the copperheads position on fighting the war,opposed the American Civil War and wanted an immediate peace settlement with the Confederates,Opposed to fighting the war,0.26666666666666666,0.827378511428833,110,142,165
177,when was rudolph the red nosed reindeer written,1939,1939,1.0,0.6326620578765869,85,143,168
178,when does season 3 of lucifer come out,"October 2, 2017","October 2, 2017",1.0,0.5555329322814941,80,75,165
179,what kind of currency is used in new zealand,New Zealand dollar,NZD,0.0,0.5148799419403076,74,68,165
180,when was the last time mount shasta was active,about two centuries ago,1786,0.0,0.8223135471343994,73,60,165
181,which is first dawn of the planet of the apes or rise of the planet of the apes,Rise of the Planet of the Apes,Rise of the Planet of the Apes,1.0,0.8711879253387451,109,234,195
182,coriolosis component of acceleration can be found in,the Earth,equation for Coriolis component of acceleration: 2\(\Omega\) \times V,0.0,1.2805848121643066,146,418,165
183,who sings i always feel like somebody's watching me,TRU,Rockwell,0.0,0.5670666694641113,82,76,165
184,where is lebron on the all time scoring list,7,LeBron James is third on the all-time scoring list.,0.0,1.1047470569610596,132,95,165
185,who wrote there's nothing holdin me back,Shawn Mendes,"Shawn Mendes, Scott Harris, Teddy Geiger, Geoff Warburton",0.4,0.7759110927581787,105,99,162
186,when was silicon added to the periodic table,1823,1824,0.0,0.5755243301391602,71,62,159
187,where do the golden knights hockey team play,"at T-Mobile Arena on the Las Vegas Strip in Paradise, Nevada","T-Mobile Arena, Las Vegas, Nevada",0.6666666666666666,0.6707408428192139,79,64,159
188,where is black sea located in the world,"between Eastern Europe, the Caucasus, and Western Asia",In Eurasia.,0.0,0.4523277282714844,71,108,159
189,when can a person be held for a capital crime without benefit of presentment,"in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger",ONLY WHEN THEY ARE INDICTED BY A GRAND JURY,0.06666666666666667,0.7272648811340332,99,177,180
190,when was central statistical organisation of india established,2 May 1951,1951,0.5,0.5009887218475342,71,73,159
191,who plays red's voice in angry birds,Jason Sudeikis,Jason Sudeikis,1.0,0.5248458385467529,77,93,159
192,what was the first book that charles dickens published,The Pickwick Papers,The Pickwick Papers,1.0,0.7851564884185791,100,130,168
193,how many episodes is there in season 14 of greys anatomy,24,24,1.0,0.6267521381378174,76,55,174
194,who is the highest paid nba player in 2016,LeBron James,LeBron James,1.0,0.6602644920349121,86,119,171
195,who has been on the throne the longest in england,Queen Elizabeth II,Queen Elizabeth II,1.0,0.820946216583252,105,93,168
196,where is earth within the milky way galaxy,Orion Arm,"Earth is located in the Milky Way Galaxy's Orion Arm, also known as the Local Arm.",0.25,0.4934992790222168,73,136,162
197,who plays shiv's ex boyfriend on succession,Ashley Zukerman,Kieran Culkin,0.0,0.5271213054656982,75,57,162
198,what is the population of yukon in 2017,"35,874 people","The population of Yukon in 2017 was 38,858.",0.0,0.8638503551483154,116,169,171
199,when was a whiter shade of pale recorded,1967,April 1967,0.6666666666666666,0.6525077819824219,81,69,162
200,when did the song all by myself come out,in 1975,"The song ""All By Myself"" was first released by Eric Carmen in 1975.",0.2857142857142857,0.462496280670166,73,71,162
201,what is the meaning of region in english,"areas that are broadly divided by physical characteristics (physical geography), human impact characteristics (human geography), and the interaction of humanity and the environment (environmental geography)",AREA,0.0,0.48791956901550293,74,110,159
202,when does arrow season 6 episode 21 air,"May 3, 2018","May 3, 2018",1.0,0.5100200176239014,81,150,165
203,who starred in the original movie cape fear,Robert Mitchum,Gregory Peck and Robert Mitchum starred in the original movie Cape Fear.,0.3076923076923077,0.7826266288757324,96,97,159
204,who is the bloke in the go compare advert,Wynne Evans,Gio Compario,0.0,0.5316939353942871,75,74,165
205,where does a jury of her peers take place,"fictional Dickson County (representing Dickinson County, Iowa)",rural farmhouse in the early 1900s,0.0,0.6641130447387695,88,109,162
206,what language do they speak in the czech republic,Czech,"In the Czech Republic, they speak Czech.",0.2857142857142857,0.3793771266937256,64,38,165
207,who is el senor de los cielos based on,Amado Carrillo Fuentes,Amado Carrillo Fuentes,1.0,0.6920123100280762,93,140,171
208,what year did the drummer lose his arm,1985,1984,0.0,0.7948849201202393,106,82,159
209,where is redding california located on a map,"along the Sacramento River, 162 miles (261 kilometers) north of Sacramento, and 120 miles (190 km) south of California's northern border, shared with the state of Oregon","Redding, California is located at approximately 40.5865° N latitude and 122.3917° W longitude.",0.052631578947368425,0.9907095432281494,118,124,162
210,when does celebs go dating series 3 start,4 September 2017,"September 4, 2017",1.0,0.6162264347076416,86,96,165
211,what is the newest jurassic park movie called,Jurassic World: Fallen Kingdom,Jurassic World: Dominion,0.5714285714285715,0.46947765350341797,74,58,162
212,who wrote the song one wing from sparkle,R. Kelly,R. Kelly,1.0,0.5447714328765869,76,52,159
