,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
83,where was the walking dead season 7 filmed,Georgia,"The Walking Dead season 7 was primarily filmed in Georgia, USA.",0.18181818181818182,0.4548919200897217,68,14,54
84,who plays male lead in far from the madding crowd,Carey Mulligan,Matthias Schoenaerts,0.0,0.6647946834564209,86,28,56
85,who is in the cast of the handmaid's tale,Elisabeth Moss,"Elisabeth Moss, Joseph Fiennes, Yvonne Strahovski, Alexis Bledel, Madeline Brewer, Ann Dowd",0.2857142857142857,1.3754417896270752,129,106,56
86,who owned the first casino in las vegas,local Las Vegas business owners,John F. Miller,0.0,0.6215634346008301,79,22,53
87,who is the lead singer of portugal the man,John Baldwin Gourley,John Gourley,0.8,0.5784478187561035,76,20,55
88,who does billy russo become on the punisher,Jigsaw,Jigsaw,1.0,0.6473808288574219,78,41,56
89,who was the founder of chick fil a,S. Truett Cathy,S. Truett Cathy,1.0,0.6710057258605957,77,24,53
90,when was asbestos first found to be dangerous,began with the 20th century and escalated during the 1920s and 1930s,1970s-1980s,0.0,1.293276309967041,130,68,53
91,where is the black box located on an airplane,usually mounted in the aircraft's tail section,The black box on an airplane is typically located in the tail section.,0.37499999999999994,0.4842555522918701,68,18,54
92,when did the brewers go to national league,1998,1998,1.0,0.6014614105224609,72,24,53
93,who are the songwriters for the greatest showman,Benj Pasek,Benj Pasek and Justin Paul,0.5714285714285715,0.7248849868774414,87,29,55
94,who plays dylan in now you see me,Mark Ruffalo,"Dylan Rhodes is played by actor Mark Ruffalo in the movie ""Now You See Me.""",0.25,0.5884690284729004,74,20,54
95,where was the ark of the covenant taken,Kiriath-Jearim,Israelites,0.0,0.8403975963592529,94,15,53
96,harrow on the hill height above sea level,124 metres (408 ft),154 meters above sea level,0.0,0.6522858142852783,86,25,54
97,who plays hitler in man in the high castle,Wolf Muser,"The character of Hitler is played by actor Wolf Muser in ""The Man in the High Castle.""",0.25,0.5764360427856445,75,25,55
98,lowest city below sea level in the world,"Jericho, West Bank",Jericho,0.5,1.0026216506958008,107,91,53
99,who voiced jack in rise of the guardians,Chris Pine,Chris Pine,1.0,0.44908595085144043,71,16,53
100,what type of hybrid is the ford fusion,gasoline-electric,HEV,0.0,0.5212135314941406,70,17,53
101,how many states is there in united states,50,50,1.0,0.47585296630859375,67,13,53
102,what is the first harry potter book called in england,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,1.0,0.8104195594787598,89,20,58
103,when did montgomery ward's go out of business,2001,2001,1.0,0.5418369770050049,80,25,55
104,who won series 7 of great british bake off,Candice Brown,Candice Brown,1.0,0.551123857498169,79,22,55
105,who does the voice of special ed on crank yankers,Jim Florentine,Jim Florentine,1.0,0.656214714050293,84,24,57
106,what does the ministry of trade and industry do,directs the formulation of policies related to the development of trade and industry in Singapore,"Promotes economic development, regulates trade practices, supports industries.",0.1904761904761905,1.2847445011138916,147,109,54
107,who sings nothings gonna hurt you baby,Cigarettes After Sex,Cigarettes After Sex,1.0,0.5955765247344971,77,17,53
108,where in the bible does it talk about manna from heaven,Exodus 16:1–36,"The Bible discusses manna from heaven in the book of Exodus, specifically in Exodus 16.",0.13333333333333336,0.5183103084564209,76,39,57
109,winds that blow predominantly from the northeast and the southeast are the,The trade winds,trade winds,1.0,0.2887289524078369,60,24,58
110,what is the use of symbolic link in linux,to reorder the file system hierarchy,Symbolic links in Linux are used to create references or shortcuts to files or directories.,0.1,3.1338367462158203,261,103,54
111,time after time song was in what movie,John Tucker Must Die,Strictly Ballroom,0.0,0.6040985584259033,81,31,53
112,who sings i'm the one your mother warned you about,Mickey Gilley,Shelley West,0.0,0.575664758682251,83,25,56
113,who is considered a foreign official under fcpa,"any officer or employee of a foreign government or any department, agency, or instrumentality thereof, or of a public international organization, or any person acting in an official capacity for or on behalf of any such government or department, agency, or instrumentality, or for or on behalf of any such public international organization","A foreign official under the FCPA is typically government official, employee, or representative of a foreign government, a public international organization, or any department or agency thereof.",0.4383561643835616,0.724945068359375,89,118,55
114,who made the song london bridge is falling down,Unknown,Unknown,1.0,0.8519642353057861,96,77,54
115,when does love simon come out in canada,"March 16, 2018","March 16, 2018",1.0,0.6232254505157471,79,27,54
116,what were the major components of clays american system,a tariff to protect and promote American industry,"American System consisted of protective tariffs, a national bank, and internal improvements.",0.2222222222222222,1.1330578327178955,121,59,55
117,where was pirates of the carribean on stranger tides filmed,"Principal photography began on June 14, 2010, in Hawaii.[17][47] Filming was moved to California in August 2010,[48] primarily at the Long Beach shore[33] and a recreation of Whitecap Bay done in the Universal Studios backlot,[17] as the original Hawaiian location on Halona Cove was plagued with strong tides.[22] After a brief shoot in Puerto Rico,[33] with locations in both Palomino Island and the Fort of San Cristóbal in San Juan,[49] production moved to the United Kingdom in September, where principal photography wrapped on November 18 after 106 days of shooting.[17] Locations included Hampton Court Palace in London,[23] Knole House in Kent,[33] and Old Royal Naval College at Greenwich.[50] Interiors were shot at London's Pinewood Studios, and a replica of an 18th-century London street was built on the backlot alongside the soundstages",Various locations,0.01639344262295082,0.8384032249450684,91,32,58
118,who sings i wanna be like you jungle book,Louis Prima,Louis Prima and Phil Harris,0.5714285714285715,0.8470685482025146,96,29,54
119,who wrote the book of philippians in the bible,Paul of Tarsus,Paul,0.5,0.48129963874816895,72,19,56
120,who sold more albums carrie underwood vs kelly clarkson,Carrie Underwood,Carrie Underwood sold more albums than Kelly Clarkson.,0.4,1.8466248512268066,158,77,59
121,who is the oldest child in queen sugar,Nova Bordelon,The oldest child in Queen Sugar is Charley Bordelon.,0.2,0.4289133548736572,65,19,53
122,when did second world war start and end,1 September 1939 – 2 September 1945,"September 1, 1939 - September 2, 1945",0.923076923076923,0.8937540054321289,96,41,53
123,a spider with a skull on its back,Steatoda nobilis,Spider with a skull on its back,0.0,1.856978416442871,111,87,53
124,when did the waltz become popular in england,the Regency period,Early 19th century,0.0,0.7436830997467041,95,30,56
125,what is expelled out of the body as faeces through the anus,"solid, semisolid, or liquid waste material",faeces,0.0,0.5947537422180176,81,10,59
126,who was the chief guest of the official ceremony in the republic day,Crown Prince Mohammed bin Zayed Al Nahyan,The chief guest of the official ceremony on Republic Day in India changes every year.,0.0,0.4955637454986572,74,37,58
127,who wrote the practice of the presence of god,"Brother Lawrence (born Nicholas Herman), a 17th-century Carmelite monk","The book ""The Practice of the Presence of God"" was written by Brother Lawrence.",0.2105263157894737,0.45455431938171387,71,28,54
128,what cities have been capital of the united states,New York City,Washington D.C.,0.0,0.8947117328643799,93,43,54
129,when did india conduct the nuclear test at pokhran,May 1998,"India conducted nuclear tests at Pokhran on May 11 and May 13, 1998.",0.2666666666666667,0.575366735458374,77,18,56
130,nhl record for shots on goal in a game,"Ray Bourque (March 21, 1991), 19",83 shots on goal,0.0,0.789959192276001,98,38,55
131,where does the sagging pants trend come from,1990s,US prisons in the 1970s as a way to signify sexual availability.,0.0,1.3582124710083008,114,84,54
132,who has played in the most nba finals games,Bill Russell,Bill Russell,1.0,0.5296452045440674,75,20,55
133,moment of inertia of a rod about a point,radius of gyration,I = (m * L^2) / 3,0.0,1.4083654880523682,145,91,54
134,list of hum tv dramas based on novels,Dayar-e-Dil,"HUM TV has produced dramas based on novels such as Zindagi Gulzar Hai, Diyar-e-Dil, and Humsafar.",0.0,1.6246509552001953,162,88,53
135,when does mark show up in grey anatomy,season two,Seasons 2 to 9,0.0,1.1244635581970215,112,35,53
136,where is the iguazu falls located on a map,on the border of the Argentine province of Misiones and the Brazilian state of Paraná,BAlong the border between Brazil and Argentina near Foz do Iguaçu and Puerto Iguazú.,0.16,1.5417025089263916,147,150,56
137,in the 1st century bc egypt became a colony of,the Roman Empire,Rome,0.0,0.36980175971984863,66,57,58
138,who is the cheif minister of uttar pradesh up,Yogi Adityanath,Yogi Adityanath,1.0,0.6424102783203125,80,23,57
139,who played jono on star trek next generation,Chad Allen,Chad Allen,1.0,0.5393531322479248,74,24,54
140,this bear lives in the hundred acre wood,Winnie-the-Pooh,Winnie the Pooh,0.0,0.43636274337768555,66,16,53
141,what is the holy book of lslam called,Quran,Quran,1.0,0.4975011348724365,70,15,55
142,who won the women's championship at wimbledon this year,Garbiñe Muguruza,The women's championship at Wimbledon this year was won by Ashleigh Barty.,0.0,0.47470974922180176,72,25,56
143,who won second place in miss universe 2017,Laura González,Laura González,1.0,0.6203041076660156,76,32,55
144,when does the new wheel of fortune season start,"September 10, 2018",CHECK OFFICIAL SOURCES FOR ACCURATE START DATE,0.0,1.0912811756134033,110,36,54
145,who has been elected next president of united nations 2018,María Fernanda Espinosa,Not applicable,0.0,0.8253188133239746,110,40,57
146,when was the myers briggs type indicator developed,during World War II,1940s,0.0,0.8669414520263672,94,27,55
147,when was the last time australia won the rugby world cup,1999,1999,1.0,0.4795653820037842,76,16,56
148,where was the movie it's complicated filmed,New York City,California,0.0,0.6271724700927734,82,54,53
149,who wrote the story for the shape of water,Guillermo del Toro,Guillermo del Toro and Vanessa Taylor,0.6666666666666666,0.6596560478210449,85,30,54
150,when do fifty shades of freed come out,"February 9, 2018","February 9, 2018",1.0,0.5883746147155762,78,25,53
151,where is the lighthouse in lighthouse point fl,Hillsboro Beach,"907 Hillsboro Mile, Hillsboro Beach, FL 33062",0.4444444444444445,1.3483493328094482,140,31,55
152,who founded the first university in the world,Fatima bint Muhammad Al-Fihriya Al-Qurashiya,Fatima al-Fihri,0.28571428571428575,0.7725062370300293,91,53,53
153,when did tiger win his last pga tournament,2007,"October 28, 2019",0.0,0.9698882102966309,99,41,54
154,who wrote aerosmith i don't want to miss a thing,Diane Warren,Diane Warren,1.0,0.5896937847137451,84,34,57
155,what was the capital of brazil before brasilia,Rio de Janeiro,Rio de Janeiro,1.0,0.5816860198974609,72,18,54
156,where was the kath and kim movie filmed,Positano,"Melbourne, Australia",0.0,0.5197219848632812,76,26,54
157,what is red's real name on that 70's show,"Reginald Albert ""Red"" Forman",Reginald Albert Forman,0.8571428571428571,0.5885186195373535,83,29,57
158,when did nhl start 3 on 3 overtime,2015–16 NHL season,2015-2016 season,0.4,0.7238459587097168,86,31,56
159,who is the founder of red cross society,Henry Dunant,Henry Dunant,1.0,1.8101787567138672,71,17,53
160,what are the three rivers of pittsburgh pennsylvania,Allegheny,"Allegheny River, Monongahela River, Ohio River",0.2857142857142857,0.8045613765716553,96,42,56
161,what were the two super powers during the cold war,Soviet Union,"United States, Soviet Union",0.6666666666666666,0.46521759033203125,72,25,55
162,at present who is the speaker of lok sabha,Sumitra Mahajan,Om Birla,0.0,0.5315272808074951,74,19,55
163,who voices the faceless old woman who secretly lives in your home,Mara Wilson,Mara Wilson,1.0,0.5888731479644775,81,17,58
164,when did sweet dreams are made of this come out,1983,1983,1.0,0.6246373653411865,85,29,55
165,when were catholic churches allowed back in england,Dioceses (replacing districts) were re-established by Pope Pius IX in 1850,1791,0.0,0.5746521949768066,80,24,54
166,who plays wendy the waitress in how i met your mother,Charlene Amoia,Charlene Amoia,1.0,0.7059087753295898,90,23,58
167,where did the night at the museum take place,New York City's American Museum of Natural History,American Museum of Natural History in New York City,0.823529411764706,0.6567676067352295,88,22,54
168,what are freshmen called at the air force academy,Fourth class cadets,"Freshmen at the Air Force Academy are called ""four degrees.""",0.0,0.6684694290161133,67,24,54
169,how many gold medals did nz win in the 2018 commonwealth,46,15,0.0,0.48833799362182617,78,18,59
170,who is the actor playing terry on general hospital,Cassandra James,Cassandra James,1.0,0.5119571685791016,72,17,55
171,who is the leader of the state government in australia,the Queen of Australia,The leader of the state government in Australia is the Premier.,0.36363636363636365,0.4001767635345459,67,13,55
172,when was national food security act introduced in rajasthan,22 December 2011,September 2013,0.0,0.6296589374542236,77,23,55
173,good morning america what time does it start,7:00 to 9:00 a.m. in all U.S. time zones (live in the Eastern Time Zone and on tape delay elsewhere across the country),"Good morning! ""Good Morning America"" typically airs from 7-9am Eastern Time. Is there anything else I can assist you with?",0.0975609756097561,0.9840166568756104,82,24,53
174,what are the main sources of vitamin k,green leafy vegetables,"Green leafy vegetables, vegetable oils, fruits, fermented foods, and gut bacteria are the main sources of vitamin K.",0.3,1.4251065254211426,151,81,53
175,when did the edwardian era start and end,1901 to 1910,1901-1910,0.0,0.7201807498931885,79,26,55
176,what was the copperheads position on fighting the war,opposed the American Civil War and wanted an immediate peace settlement with the Confederates,Opposed fighting the war,0.28571428571428575,0.9860103130340576,111,61,55
177,when was rudolph the red nosed reindeer written,1939,1939,1.0,0.6001935005187988,85,24,56
178,when does season 3 of lucifer come out,"October 2, 2017","October 2, 2017",1.0,0.5443906784057617,80,24,55
179,what kind of currency is used in new zealand,New Zealand dollar,NZD,0.0,0.5470373630523682,75,19,55
180,when was the last time mount shasta was active,about two centuries ago,1786,0.0,0.4264960289001465,71,18,55
181,which is first dawn of the planet of the apes or rise of the planet of the apes,Rise of the Planet of the Apes,Rise of the Planet of the Apes,1.0,2.3970894813537598,131,42,65
182,coriolosis component of acceleration can be found in,the Earth,Acceleration of a particle moving in a rotating frame,0.0,1.4446146488189697,157,12,55
183,who sings i always feel like somebody's watching me,TRU,Rockwell featuring Michael Jackson,0.0,0.6319484710693359,81,27,55
184,where is lebron on the all time scoring list,7,LeBron James is ranked third on the all-time scoring list.,0.0,0.9143173694610596,101,31,55
185,who wrote there's nothing holdin me back,Shawn Mendes,Shawn Mendes,1.0,0.772136926651001,93,36,54
186,when was silicon added to the periodic table,1823,1824,0.0,0.5264511108398438,71,30,53
187,where do the golden knights hockey team play,"at T-Mobile Arena on the Las Vegas Strip in Paradise, Nevada",T-Mobile Arena,0.33333333333333337,0.49073123931884766,75,21,53
188,where is black sea located in the world,"between Eastern Europe, the Caucasus, and Western Asia",Europe,0.25,0.6576211452484131,80,31,53
189,when can a person be held for a capital crime without benefit of presentment,"in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger",A person can be held for a capital crime without benefit of presentment when they have been indicted by a grand jury.,0.0975609756097561,0.5923111438751221,84,58,60
190,when was central statistical organisation of india established,2 May 1951,May 1951,0.8,0.5486915111541748,78,18,53
191,who plays red's voice in angry birds,Jason Sudeikis,Jason Sudeikis,1.0,0.557950496673584,77,24,53
192,what was the first book that charles dickens published,The Pickwick Papers,The Pickwick Papers,1.0,0.8100154399871826,98,26,56
193,how many episodes is there in season 14 of greys anatomy,24,24,1.0,0.48311519622802734,76,17,58
194,who is the highest paid nba player in 2016,LeBron James,LeBron James,1.0,0.582233190536499,84,19,57
195,who has been on the throne the longest in england,Queen Elizabeth II,Queen Elizabeth II,1.0,1.3815209865570068,136,13,56
196,where is earth within the milky way galaxy,Orion Arm,Within the Milky Way Galaxy,0.0,1.0344388484954834,116,73,54
197,who plays shiv's ex boyfriend on succession,Ashley Zukerman,Kieran Culkin plays Shiv's ex-boyfriend on Succession.,0.0,0.4141726493835449,68,22,54
198,what is the population of yukon in 2017,"35,874 people","The population of Yukon in 2017 was 35,874.",0.22222222222222224,0.74928879737854,108,54,57
199,when was a whiter shade of pale recorded,1967,"""A Whiter Shade of Pale"" was recorded in April 1967 by the British band Procol Harum.",0.13333333333333333,0.564335823059082,77,31,54
200,when did the song all by myself come out,in 1975,"The song ""All By Myself"" was released in 1975 by Eric Carmen.",0.3076923076923077,0.6094372272491455,72,23,54
201,what is the meaning of region in english,"areas that are broadly divided by physical characteristics (physical geography), human impact characteristics (human geography), and the interaction of humanity and the environment (environmental geography)",AREA OR PART DEFINED BY CHARACTERISTICS,0.13793103448275862,0.8659040927886963,97,48,53
202,when does arrow season 6 episode 21 air,"May 3, 2018","Arrow season 6 episode 21 titled ""Docket No. 11-19-41-73"" aired on May 3, 2018.",0.35294117647058826,1.8722875118255615,87,42,55
203,who starred in the original movie cape fear,Robert Mitchum,Robert Mitchum,1.0,0.6709303855895996,79,28,53
204,who is the bloke in the go compare advert,Wynne Evans,Gio Compario,0.0,0.5554935932159424,76,21,55
205,where does a jury of her peers take place,"fictional Dickson County (representing Dickinson County, Iowa)",Midwest farmhouse,0.0,0.6414892673492432,79,39,54
206,what language do they speak in the czech republic,Czech,The official language spoken in the Czech Republic is Czech.,0.2222222222222222,0.45165395736694336,66,16,55
207,who is el senor de los cielos based on,Amado Carrillo Fuentes,Amado Carrillo Fuentes,1.0,0.8142635822296143,94,28,57
208,what year did the drummer lose his arm,1985,1984,0.0,0.7173144817352295,83,19,53
209,where is redding california located on a map,"along the Sacramento River, 162 miles (261 kilometers) north of Sacramento, and 120 miles (190 km) south of California's northern border, shared with the state of Oregon",Northern California,0.07407407407407407,0.8053638935089111,98,37,54
210,when does celebs go dating series 3 start,4 September 2017,I am not sure about the exact premiere date for Celebs Go Dating series 3. You may want to check the official website or social media channels of the show for the most up-to-date information.,0.0,0.7451450824737549,96,29,55
211,what is the newest jurassic park movie called,Jurassic World: Fallen Kingdom,Jurassic World: Dominion,0.5714285714285715,0.5736310482025146,76,13,54
212,who wrote the song one wing from sparkle,R. Kelly,"""One Wing"" from the movie Sparkle was written by R. Kelly.",0.33333333333333337,0.5564117431640625,68,21,53
213,who sang wish you were here pink floyd,David Gilmour,"""Wish You Were Here"" was sung by Pink Floyd.",0.0,0.45250487327575684,66,24,54
214,who won the women's 400 meter dash in the olympics,Shaunae Miller,Shaunae Miller-Uibo,0.5,0.894956111907959,119,30,59
215,who has the most points in nba history career,LeBron James,"Kareem Abdul-Jabbar has the most points in NBA history career with 38,387 points.",0.0,0.601370096206665,77,33,55
