,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
121,a spider with a skull on its back,Steatoda nobilis,Spider with a skull on its back,0.0,0.9600577354431152,103,77,53
122,when did the waltz become popular in england,the Regency period,Early 19th century,0.0,0.8435273170471191,102,64,56
123,what is expelled out of the body as faeces through the anus,"solid, semisolid, or liquid waste material",Feces,0.0,0.6150121688842773,91,8,59
124,who was the chief guest of the official ceremony in the republic day,Crown Prince Mohammed bin Zayed Al Nahyan,"I do not have real-time information to provide the current Chief Guest of the official ceremony in the Republic Day. The chief guest is typically a prominent international figure or leader who is invited as a guest of honor for the Republic Day celebrations in India. If you are looking for the most recent or current year's chief guest, I recommend checking the latest news sources or official government announcements for the updated information.",0.0,1.324272632598877,138,32,58
125,who wrote the practice of the presence of god,"Brother Lawrence (born Nicholas Herman), a 17th-century Carmelite monk",Brother Lawrence,0.4,0.47114038467407227,73,19,54
126,what cities have been capital of the united states,New York City," New York City, Philadelphia, Washington, D.C.",0.6666666666666666,1.0765738487243652,119,53,54
127,when did india conduct the nuclear test at pokhran,May 1998,"India conducted its nuclear test at Pokhran on May 11 and May 13, 1998.",0.25,0.5407845973968506,78,19,56
128,nhl record for shots on goal in a game,"Ray Bourque (March 21, 1991), 19",92,0.0,0.7364156246185303,92,38,55
129,where does the sagging pants trend come from,1990s,PRISONS,0.0,1.3537094593048096,136,61,54
130,who has played in the most nba finals games,Bill Russell,Bill Russell,1.0,0.7105340957641602,98,22,55
131,moment of inertia of a rod about a point,radius of gyration,\frac{mL^2}{12},0.0,1.2323811054229736,132,94,54
132,list of hum tv dramas based on novels,Dayar-e-Dil,"There are many other dramas based on novels, but these are a few popular ones.",0.0,0.9412109851837158,109,201,53
133,when does mark show up in grey anatomy,season two,"Season 2, Episode 18",0.3333333333333333,0.845736026763916,98,33,53
134,where is the iguazu falls located on a map,on the border of the Argentine province of Misiones and the Brazilian state of Paraná,Argentina-Brazil border near Foz do Iguaçu and Puerto Iguazú,0.1904761904761905,1.1162426471710205,122,15,56
135,in the 1st century bc egypt became a colony of,the Roman Empire,Roman Republic,0.5,0.7809247970581055,99,21,58
136,who is the cheif minister of uttar pradesh up,Yogi Adityanath,Yogi Adityanath,1.0,0.5572001934051514,81,23,57
137,who played jono on star trek next generation,Chad Allen,Mark Adair-Rios,0.0,0.5666766166687012,78,22,54
138,this bear lives in the hundred acre wood,Winnie-the-Pooh,Winnie the Pooh,0.0,0.4190049171447754,68,16,53
139,what is the holy book of lslam called,Quran,Quran,1.0,0.4416069984436035,70,15,55
140,who won the women's championship at wimbledon this year,Garbiñe Muguruza,Ashleigh Barty,0.0,0.5777082443237305,80,16,56
141,who won second place in miss universe 2017,Laura González,Laura González,1.0,0.567643404006958,78,26,55
142,when does the new wheel of fortune season start,"September 10, 2018",September,0.5,0.47324395179748535,69,41,54
143,who has been elected next president of united nations 2018,María Fernanda Espinosa,María Fernanda Espinosa Garcés,0.8571428571428571,0.8526532649993896,104,63,57
144,when was the myers briggs type indicator developed,during World War II,1940s,0.0,0.8002676963806152,91,34,55
145,when was the last time australia won the rugby world cup,1999,1999,1.0,0.49416089057922363,72,17,56
146,where was the movie it's complicated filmed,New York City,VARIOUS LOCATIONS,0.0,0.7057747840881348,86,34,53
147,who wrote the story for the shape of water,Guillermo del Toro,Guillermo del Toro and Vanessa Taylor,0.6666666666666666,0.7105116844177246,85,33,54
148,when do fifty shades of freed come out,"February 9, 2018",It's already out.,0.0,0.6075632572174072,81,25,53
149,where is the lighthouse in lighthouse point fl,Hillsboro Beach,Hillsboro Inlet,0.5,0.7265801429748535,80,39,55
150,who founded the first university in the world,Fatima bint Muhammad Al-Fihriya Al-Qurashiya,Fatima al-Fihri,0.28571428571428575,0.862485408782959,102,33,53
151,when did tiger win his last pga tournament,2007,"Tiger Woods won his last PGA tournament on October 28, 2018, at the Tour Championship in Atlanta, Georgia.",0.0,0.5835967063903809,80,26,54
152,who wrote aerosmith i don't want to miss a thing,Diane Warren,Diane Warren,1.0,0.4786968231201172,81,24,57
153,what was the capital of brazil before brasilia,Rio de Janeiro,Rio de Janeiro,1.0,0.4465765953063965,72,18,54
154,where was the kath and kim movie filmed,Positano,Italy,0.0,0.5746040344238281,82,15,54
155,what is red's real name on that 70's show,"Reginald Albert ""Red"" Forman",Reginald Albert Forman,0.8571428571428571,0.8768737316131592,84,27,57
156,when did nhl start 3 on 3 overtime,2015–16 NHL season,2015-2016 season,0.4,0.639671802520752,85,30,56
157,who is the founder of red cross society,Henry Dunant,Henry Dunant,1.0,0.5564582347869873,71,18,53
158,what are the three rivers of pittsburgh pennsylvania,Allegheny,"Allegheny River, Monongahela River, Ohio River",0.2857142857142857,0.7476873397827148,98,42,56
159,what were the two super powers during the cold war,Soviet Union,United States and Soviet Union,0.5714285714285715,0.49417972564697266,80,25,55
160,at present who is the speaker of lok sabha,Sumitra Mahajan,Om Birla,0.0,0.4885830879211426,74,21,55
161,who voices the faceless old woman who secretly lives in your home,Mara Wilson,Mara Wilson,1.0,0.5643253326416016,81,23,58
162,when did sweet dreams are made of this come out,1983,1983,1.0,0.5742461681365967,82,28,55
163,when were catholic churches allowed back in england,Dioceses (replacing districts) were re-established by Pope Pius IX in 1850,1829,0.0,0.5207877159118652,80,34,54
164,who plays wendy the waitress in how i met your mother,Charlene Amoia,Charlene Amoia,1.0,0.6065139770507812,88,30,58
165,where did the night at the museum take place,New York City's American Museum of Natural History,"The movie ""Night at the Museum"" takes place at the American Museum of Natural History in New York City.",0.5833333333333334,0.5358877182006836,76,34,54
166,what are freshmen called at the air force academy,Fourth class cadets,"Freshmen at the Air Force Academy are called ""fourth-class cadets.""",0.16666666666666666,0.47028446197509766,70,21,54
167,how many gold medals did nz win in the 2018 commonwealth,46,15,0.0,0.4720306396484375,78,34,59
168,who is the actor playing terry on general hospital,Cassandra James,Cassandra James,1.0,0.40285348892211914,72,17,55
169,who is the leader of the state government in australia,the Queen of Australia,The leader of the state government in Australia is the Premier.,0.36363636363636365,0.3773229122161865,67,12,55
170,when was national food security act introduced in rajasthan,22 December 2011,"September 6, 2013",0.0,0.604128360748291,83,22,55
171,good morning america what time does it start,7:00 to 9:00 a.m. in all U.S. time zones (live in the Eastern Time Zone and on tape delay elsewhere across the country),7:00 am Eastern Time,0.32,0.9943513870239258,118,28,53
172,what are the main sources of vitamin k,green leafy vegetables,"Leafy green vegetables, vegetable oils, fruits, meats, and dairy products",0.4615384615384615,0.9331660270690918,109,63,53
173,when did the edwardian era start and end,1901 to 1910,1901-1910,0.0,0.5245068073272705,78,23,55
174,what was the copperheads position on fighting the war,opposed the American Civil War and wanted an immediate peace settlement with the Confederates,Opposed fighting the war and advocated for peace with the Confederacy.,0.5,0.9692823886871338,112,45,55
175,when was rudolph the red nosed reindeer written,1939,1939,1.0,0.8047022819519043,95,32,56
176,when does season 3 of lucifer come out,"October 2, 2017","October 2, 2017",1.0,0.5277144908905029,80,24,55
177,what kind of currency is used in new zealand,New Zealand dollar,New Zealand Dollar,1.0,0.5260815620422363,79,20,55
178,when was the last time mount shasta was active,about two centuries ago,1786,0.0,0.43714284896850586,73,18,55
179,which is first dawn of the planet of the apes or rise of the planet of the apes,Rise of the Planet of the Apes,Rise of the Planet of the Apes is the first film.,0.7692307692307693,0.7714121341705322,113,53,65
180,coriolosis component of acceleration can be found in,the Earth,ANSWER,0.0,2.339735269546509,243,26,55
181,who sings i always feel like somebody's watching me,TRU,Rockwell featuring Michael Jackson,0.0,0.6088778972625732,80,26,55
182,where is lebron on the all time scoring list,7,3rd place,0.0,0.8596372604370117,102,18,55
183,who wrote there's nothing holdin me back,Shawn Mendes,Shawn Mendes,1.0,0.7314245700836182,93,39,54
184,when was silicon added to the periodic table,1823,1824,0.0,0.5980267524719238,71,18,53
185,where do the golden knights hockey team play,"at T-Mobile Arena on the Las Vegas Strip in Paradise, Nevada",T-Mobile Arena,0.33333333333333337,0.5761904716491699,74,21,53
186,where is black sea located in the world,"between Eastern Europe, the Caucasus, and Western Asia",Southeastern Europe,0.22222222222222224,0.7768959999084473,86,34,53
187,when can a person be held for a capital crime without benefit of presentment,"in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger",In cases of hot pursuit or when the suspect poses a significant flight risk.,0.29411764705882354,1.5165526866912842,137,33,60
188,when was central statistical organisation of india established,2 May 1951,1951,0.5,0.5314004421234131,71,24,53
189,who plays red's voice in angry birds,Jason Sudeikis,Jason Sudeikis,1.0,0.6258506774902344,78,26,53
190,what was the first book that charles dickens published,The Pickwick Papers,The Pickwick Papers,1.0,0.8780241012573242,98,26,56
191,how many episodes is there in season 14 of greys anatomy,24,24,1.0,0.565751314163208,76,18,58
192,who is the highest paid nba player in 2016,LeBron James,LeBron James,1.0,1.2484948635101318,119,19,57
193,who has been on the throne the longest in england,Queen Elizabeth II,Queen Elizabeth II has been on the throne the longest in England.,0.4615384615384615,0.43831396102905273,69,19,56
194,where is earth within the milky way galaxy,Orion Arm,"Earth is located in the Orion Arm of the Milky Way galaxy, approximately 26,000 light-years from the galactic center.",0.2222222222222222,2.383549451828003,193,49,54
195,who plays shiv's ex boyfriend on succession,Ashley Zukerman,Arian Moayed,0.0,0.7008767127990723,88,21,54
196,what is the population of yukon in 2017,"35,874 people","37,178",0.0,1.0531301498413086,118,161,57
197,when was a whiter shade of pale recorded,1967,"""A Whiter Shade of Pale"" was recorded in 1967 by the band Procol Harum.",0.15384615384615385,0.509326696395874,75,30,54
198,when did the song all by myself come out,in 1975,1975,0.6666666666666666,0.5765397548675537,77,23,54
199,what is the meaning of region in english,"areas that are broadly divided by physical characteristics (physical geography), human impact characteristics (human geography), and the interaction of humanity and the environment (environmental geography)",Region means a specific area or part of a country or the world.,0.06060606060606061,1.1276495456695557,109,55,53
200,when does arrow season 6 episode 21 air,"May 3, 2018","May 3, 2018",1.0,0.9874248504638672,99,41,55
201,who starred in the original movie cape fear,Robert Mitchum,Gregory Peck and Robert Mitchum starred in the original movie Cape Fear.,0.3076923076923077,0.9252121448516846,93,42,53
202,who is the bloke in the go compare advert,Wynne Evans,Wynne Evans,1.0,1.0755953788757324,79,20,55
203,where does a jury of her peers take place,"fictional Dickson County (representing Dickinson County, Iowa)",Wrights' house in a rural setting.,0.0,0.6467576026916504,87,28,54
204,what language do they speak in the czech republic,Czech,Czech,1.0,0.44275331497192383,71,11,55
205,who is el senor de los cielos based on,Amado Carrillo Fuentes,Amado Carrillo Fuentes,1.0,0.7615342140197754,94,36,57
206,what year did the drummer lose his arm,1985,1984,0.0,0.45946407318115234,68,14,53
207,where is redding california located on a map,"along the Sacramento River, 162 miles (261 kilometers) north of Sacramento, and 120 miles (190 km) south of California's northern border, shared with the state of Oregon",Northern California,0.07407407407407407,0.6538834571838379,87,72,54
208,when does celebs go dating series 3 start,4 September 2017,"September 4, 2017",1.0,0.7897434234619141,89,28,55
209,what is the newest jurassic park movie called,Jurassic World: Fallen Kingdom,Jurassic World: Dominion,0.5714285714285715,0.5265617370605469,75,14,54
210,who wrote the song one wing from sparkle,R. Kelly,Alicia Keys,0.0,0.5886080265045166,77,21,53
211,who sang wish you were here pink floyd,David Gilmour,David Gilmour,1.0,0.6265614032745361,78,28,54
212,who won the women's 400 meter dash in the olympics,Shaunae Miller,The winner of the women's 400 meter dash in the Olympics varies by year. Please specify the year or event you are referring to.,0.0,0.6272144317626953,87,35,59
213,who has the most points in nba history career,LeBron James,Kareem Abdul-Jabbar,0.0,0.6920254230499268,89,21,55
214,who is paige on days of our lives,True O'Brien,Paige Larson is a character on Days of Our Lives.,0.0,1.201064109802246,136,82,54
215,bible verse if your hand causes you sin cut off,Matthew 5:30,Matthew 5:30,1.0,1.0071465969085693,119,62,56
