,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
111,who is considered a foreign official under fcpa,"any officer or employee of a foreign government or any department, agency, or instrumentality thereof, or of a public international organization, or any person acting in an official capacity for or on behalf of any such government or department, agency, or instrumentality, or for or on behalf of any such public international organization",It is important to seek legal advice to determine specific situations of whether an individual or entity falls under the definition of a foreign official under the FCPA.,0.13513513513513514,1.736835241317749,165,289,165
112,who made the song london bridge is falling down,Unknown,Unknown,1.0,1.0369505882263184,122,90,162
113,when does love simon come out in canada,"March 16, 2018","March 16, 2018",1.0,0.7912435531616211,81,79,162
114,what were the major components of clays american system,a tariff to protect and promote American industry,"Protective tariffs, national bank, federal subsidies for infrastructure",0.0,1.034989356994629,112,162,165
115,where was pirates of the carribean on stranger tides filmed,"Principal photography began on June 14, 2010, in Hawaii.[17][47] Filming was moved to California in August 2010,[48] primarily at the Long Beach shore[33] and a recreation of Whitecap Bay done in the Universal Studios backlot,[17] as the original Hawaiian location on Halona Cove was plagued with strong tides.[22] After a brief shoot in Puerto Rico,[33] with locations in both Palomino Island and the Fort of San Cristóbal in San Juan,[49] production moved to the United Kingdom in September, where principal photography wrapped on November 18 after 106 days of shooting.[17] Locations included Hampton Court Palace in London,[23] Knole House in Kent,[33] and Old Royal Naval College at Greenwich.[50] Interiors were shot at London's Pinewood Studios, and a replica of an 18th-century London street was built on the backlot alongside the soundstages",Various locations,0.01639344262295082,0.7032876014709473,91,110,174
116,who sings i wanna be like you jungle book,Louis Prima,Louis Prima and Phil Harris,0.5714285714285715,0.6141843795776367,83,104,162
117,who wrote the book of philippians in the bible,Paul of Tarsus,Paul,0.5,0.5615768432617188,74,52,168
118,who sold more albums carrie underwood vs kelly clarkson,Carrie Underwood,Carrie Underwood,1.0,0.9204115867614746,109,187,177
119,who is the oldest child in queen sugar,Nova Bordelon,"The oldest child in ""Queen Sugar"" is Charley Bordelon.",0.2,0.5249176025390625,67,53,159
120,when did second world war start and end,1 September 1939 – 2 September 1945,"September 1, 1939 - September 2, 1945",0.923076923076923,0.76041579246521,95,127,159
121,a spider with a skull on its back,Steatoda nobilis,SPIDER SKULL,0.0,1.1311910152435303,111,226,159
122,when did the waltz become popular in england,the Regency period,Early 19th century,0.0,0.9642629623413086,106,85,168
123,what is expelled out of the body as faeces through the anus,"solid, semisolid, or liquid waste material",Faeces,0.0,0.5032885074615479,75,72,177
124,who was the chief guest of the official ceremony in the republic day,Crown Prince Mohammed bin Zayed Al Nahyan,Jair Bolsonaro,0.0,0.7587614059448242,96,126,174
125,who wrote the practice of the presence of god,"Brother Lawrence (born Nicholas Herman), a 17th-century Carmelite monk",Brother Lawrence,0.4,0.605398416519165,77,66,162
126,what cities have been capital of the united states,New York City,"New York City, Philadelphia, Washington, D.C.",0.6666666666666666,0.7695138454437256,89,124,162
127,when did india conduct the nuclear test at pokhran,May 1998,"India conducted its nuclear test at Pokhran on May 11 and May 13, 1998.",0.25,0.5708837509155273,78,65,168
128,nhl record for shots on goal in a game,"Ray Bourque (March 21, 1991), 19",92,0.0,0.7568528652191162,94,116,165
129,where does the sagging pants trend come from,1990s,PRISON/GANG CULTURE,0.0,1.261345386505127,121,186,162
130,who has played in the most nba finals games,Bill Russell,Bill Russell,1.0,0.601994514465332,81,114,165
131,moment of inertia of a rod about a point,radius of gyration,\frac{1}{3} m L^2,0.0,2.1362552642822266,196,276,162
132,list of hum tv dramas based on novels,Dayar-e-Dil,"Zindagi Gulzar Hai, Diyar-e-Dil, Udaari, Bin Roye, Sadqay Tumhare, Alif Allah Aur Insaan, Mann Mayal, Aangan, Pakeeza, Haasil",0.0,1.8228628635406494,176,431,159
133,when does mark show up in grey anatomy,season two,"SEASON 2, EPISODE 18",0.3333333333333333,0.6832234859466553,84,159,159
134,where is the iguazu falls located on a map,on the border of the Argentine province of Misiones and the Brazilian state of Paraná,"Location of Iguazu Falls on a map: 
- Latitude: 25.6872° S 
- Longitude: 54.4378° W",0.16666666666666666,1.4521853923797607,136,155,168
135,in the 1st century bc egypt became a colony of,the Roman Empire,Rome,0.0,0.4335520267486572,66,31,174
136,who is the cheif minister of uttar pradesh up,Yogi Adityanath,Yogi Adityanath,1.0,0.5936996936798096,81,68,171
137,who played jono on star trek next generation,Chad Allen,Chad Allen,1.0,0.5820727348327637,78,67,162
138,this bear lives in the hundred acre wood,Winnie-the-Pooh,Winnie the Pooh,0.0,0.5155620574951172,69,49,159
139,what is the holy book of lslam called,Quran,Quran,1.0,0.42698240280151367,70,45,165
140,who won the women's championship at wimbledon this year,Garbiñe Muguruza,The women's singles championship at Wimbledon this year was won by Ashleigh Barty.,0.0,0.5043010711669922,73,58,168
141,who won second place in miss universe 2017,Laura González,Laura González,1.0,0.5910828113555908,78,91,165
142,when does the new wheel of fortune season start,"September 10, 2018",September,0.5,0.49185633659362793,69,135,162
143,who has been elected next president of united nations 2018,María Fernanda Espinosa,There is no President of the United Nations.,0.0,0.8930249214172363,102,240,171
144,when was the myers briggs type indicator developed,during World War II,1940s,0.0,0.6818265914916992,88,83,165
145,when was the last time australia won the rugby world cup,1999,1999,1.0,0.4625523090362549,72,52,168
146,where was the movie it's complicated filmed,New York City,"Various locations including New York, California, and New York City",0.4615384615384615,0.805823802947998,91,96,159
147,who wrote the story for the shape of water,Guillermo del Toro,Guillermo del Toro and Vanessa Taylor,0.6666666666666666,0.7267701625823975,86,92,162
148,when do fifty shades of freed come out,"February 9, 2018",February 2018,0.8,0.5797433853149414,72,62,159
149,where is the lighthouse in lighthouse point fl,Hillsboro Beach,"5000 N. Ocean Drive, Lighthouse Point, FL",0.0,1.033637285232544,109,115,165
150,who founded the first university in the world,Fatima bint Muhammad Al-Fihriya Al-Qurashiya,"The first university in the world is generally considered to be the University of Bologna, founded in 1088.",0.0,0.5531132221221924,76,85,159
151,when did tiger win his last pga tournament,2007,"October 28, 2019",0.0,0.6758737564086914,88,75,162
152,who wrote aerosmith i don't want to miss a thing,Diane Warren,Diane Warren,1.0,0.6386559009552002,84,84,171
153,what was the capital of brazil before brasilia,Rio de Janeiro,Rio de Janeiro,1.0,0.47933316230773926,72,54,162
154,where was the kath and kim movie filmed,Positano,"The ""Kath and Kim"" movie, titled ""Kath & Kimderella,"" was filmed in Italy.",0.0,0.5191702842712402,77,57,162
155,what is red's real name on that 70's show,"Reginald Albert ""Red"" Forman",Reginald Albert Forman,0.8571428571428571,0.5888605117797852,86,84,171
156,when did nhl start 3 on 3 overtime,2015–16 NHL season,2015-2016 season,0.4,0.6461997032165527,85,86,168
157,who is the founder of red cross society,Henry Dunant,Henry Dunant,1.0,0.5428414344787598,71,54,159
158,what are the three rivers of pittsburgh pennsylvania,Allegheny,"Allegheny River, Monongahela River, Ohio River",0.2857142857142857,0.7878382205963135,98,119,168
159,what were the two super powers during the cold war,Soviet Union,United States and Soviet Union,0.5714285714285715,0.5873434543609619,80,75,165
160,at present who is the speaker of lok sabha,Sumitra Mahajan,Om Birla,0.0,0.7331368923187256,88,63,165
161,who voices the faceless old woman who secretly lives in your home,Mara Wilson,Mara Wilson,1.0,0.5169460773468018,77,69,174
162,when did sweet dreams are made of this come out,1983,1983,1.0,0.6506016254425049,82,84,165
163,when were catholic churches allowed back in england,Dioceses (replacing districts) were re-established by Pope Pius IX in 1850,1791,0.0,0.6327085494995117,79,91,162
164,who plays wendy the waitress in how i met your mother,Charlene Amoia,Charlene Amoia,1.0,1.0584256649017334,89,89,174
165,where did the night at the museum take place,New York City's American Museum of Natural History,"American Museum of Natural History, New York City",0.875,0.7360327243804932,87,100,162
166,what are freshmen called at the air force academy,Fourth class cadets,"Freshmen at the Air Force Academy are typically referred to as ""fourth-class cadets.""",0.13333333333333333,0.5219516754150391,73,64,162
167,how many gold medals did nz win in the 2018 commonwealth,46,46,1.0,0.4621856212615967,78,57,177
168,who is the actor playing terry on general hospital,Cassandra James,Cassandra James,1.0,0.5129413604736328,72,51,165
169,who is the leader of the state government in australia,the Queen of Australia,"In Australia, the leader of the state government is the Premier.",0.36363636363636365,0.43295812606811523,68,36,165
170,when was national food security act introduced in rajasthan,22 December 2011,"September 15, 2013",0.0,0.6555600166320801,83,72,165
171,good morning america what time does it start,7:00 to 9:00 a.m. in all U.S. time zones (live in the Eastern Time Zone and on tape delay elsewhere across the country),"Good morning! ""Good Morning America"" typically airs from 7 AM to 9 AM Eastern Time. What specific time zone are you in?",0.3255813953488372,0.7160682678222656,82,111,159
172,what are the main sources of vitamin k,green leafy vegetables,"Green leafy vegetables, broccoli, Brussels sprouts, and certain oils are main sources of vitamin K.",0.33333333333333337,0.9777727127075195,119,248,159
173,when did the edwardian era start and end,1901 to 1910,1901-1910,0.0,0.7115411758422852,79,83,165
174,what was the copperheads position on fighting the war,opposed the American Civil War and wanted an immediate peace settlement with the Confederates,Opposed fighting the war,0.28571428571428575,0.8464100360870361,95,167,165
175,when was rudolph the red nosed reindeer written,1939,1939,1.0,0.6812038421630859,85,99,168
176,when does season 3 of lucifer come out,"October 2, 2017","October 2, 2017",1.0,0.6625561714172363,80,72,165
177,what kind of currency is used in new zealand,New Zealand dollar,NZD,0.0,0.6074643135070801,75,47,165
178,when was the last time mount shasta was active,about two centuries ago,1786,0.0,0.7035713195800781,80,74,165
179,which is first dawn of the planet of the apes or rise of the planet of the apes,Rise of the Planet of the Apes,Rise of the Planet of the Apes,1.0,1.0627772808074951,125,147,195
180,coriolosis component of acceleration can be found in,the Earth,Equations of motion,0.0,1.0123381614685059,112,365,165
181,who sings i always feel like somebody's watching me,TRU,Rockwell featuring Michael Jackson,0.0,0.5926856994628906,80,142,165
182,where is lebron on the all time scoring list,7,3rd,0.0,0.6330184936523438,80,111,165
183,who wrote there's nothing holdin me back,Shawn Mendes,Shawn Mendes,1.0,0.8071293830871582,93,135,162
184,when was silicon added to the periodic table,1823,1824,0.0,0.4692211151123047,71,62,159
185,where do the golden knights hockey team play,"at T-Mobile Arena on the Las Vegas Strip in Paradise, Nevada",T-Mobile Arena,0.33333333333333337,0.45682764053344727,73,73,159
186,where is black sea located in the world,"between Eastern Europe, the Caucasus, and Western Asia",Southeastern Europe,0.22222222222222224,0.6479337215423584,86,258,159
187,when can a person be held for a capital crime without benefit of presentment,"in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger",UNDER LIMITED CIRCUMSTANCES,0.0,1.9437077045440674,164,182,180
188,when was central statistical organisation of india established,2 May 1951,May 1951,0.8,0.5107517242431641,74,77,159
189,who plays red's voice in angry birds,Jason Sudeikis,Jason Sudeikis,1.0,0.5657520294189453,77,74,159
190,what was the first book that charles dickens published,The Pickwick Papers,The Pickwick Papers,1.0,0.9583485126495361,109,90,168
191,how many episodes is there in season 14 of greys anatomy,24,24,1.0,0.4666600227355957,76,54,174
192,who is the highest paid nba player in 2016,LeBron James,LeBron James,1.0,0.6341829299926758,87,83,171
193,who has been on the throne the longest in england,Queen Elizabeth II,Queen Elizabeth II,1.0,0.8854160308837891,110,62,168
194,where is earth within the milky way galaxy,Orion Arm,"Earth is located in the Orion Arm, about 26,000 light-years from the center of the Milky Way galaxy.",0.23529411764705882,1.7576627731323242,196,149,162
195,who plays shiv's ex boyfriend on succession,Ashley Zukerman,Zach Cherry,0.0,0.5794734954833984,76,67,162
196,what is the population of yukon in 2017,"35,874 people","The population of Yukon in 2017 was 38,858.",0.0,0.9635884761810303,112,173,171
197,when was a whiter shade of pale recorded,1967,April 1967,0.6666666666666666,0.7268767356872559,83,78,162
198,when did the song all by myself come out,in 1975,1975,0.6666666666666666,0.7307524681091309,84,60,162
199,what is the meaning of region in english,"areas that are broadly divided by physical characteristics (physical geography), human impact characteristics (human geography), and the interaction of humanity and the environment (environmental geography)",AREA OR DIVISION WITH DISTINCT CHARACTERISTICS,0.06896551724137931,1.0549230575561523,101,131,159
200,when does arrow season 6 episode 21 air,"May 3, 2018","May 3, 2018",1.0,0.66847825050354,82,111,165
201,who starred in the original movie cape fear,Robert Mitchum,"The original movie ""Cape Fear"" was released in 1962 and starred Gregory Peck and Robert Mitchum.",0.23529411764705882,0.530975341796875,77,94,159
202,who is the bloke in the go compare advert,Wynne Evans,Wynne Evans,1.0,0.49671483039855957,75,66,165
203,where does a jury of her peers take place,"fictional Dickson County (representing Dickinson County, Iowa)",courtroom,0.0,0.4878578186035156,71,89,162
204,what language do they speak in the czech republic,Czech,Czech,1.0,0.49967479705810547,71,50,165
205,who is el senor de los cielos based on,Amado Carrillo Fuentes,Amado Carrillo Fuentes,1.0,0.7477600574493408,94,138,171
206,what year did the drummer lose his arm,1985,This question does not have a specific answer.,0.0,0.7520713806152344,90,72,159
207,where is redding california located on a map,"along the Sacramento River, 162 miles (261 kilometers) north of Sacramento, and 120 miles (190 km) south of California's northern border, shared with the state of Oregon",Northern California,0.07407407407407407,0.6604623794555664,83,129,162
208,when does celebs go dating series 3 start,4 September 2017,"I'm sorry, I am not able to provide real-time information about television schedules. I recommend checking the official website of the show or the network broadcasting it for the most up-to-date information.",0.0,0.9046785831451416,94,94,165
209,what is the newest jurassic park movie called,Jurassic World: Fallen Kingdom,Jurassic World: Dominion,0.5714285714285715,0.5707857608795166,76,56,162
210,who wrote the song one wing from sparkle,R. Kelly,R. Kelly,1.0,0.5580463409423828,76,60,159
211,who sang wish you were here pink floyd,David Gilmour,"""Wish You Were Here"" was sung by Pink Floyd.",0.0,0.45084571838378906,66,42,162
212,who won the women's 400 meter dash in the olympics,Shaunae Miller,"To find out who won the women's 400 meter dash in the Olympics, you can check the official Olympic website or other reliable sources for the most recent information.",0.0,0.7414145469665527,92,136,177
213,who has the most points in nba history career,LeBron James,Kareem Abdul-Jabbar,0.0,0.7966411113739014,89,80,165
214,who is paige on days of our lives,True O'Brien,Paige Larson was a character on Days of Our Lives.,0.0,1.133652687072754,118,218,162
