,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
89,who was the founder of chick fil a,S. Truett Cathy,S. Truett Cathy,1.0,0.35045671463012695,59,6,51
90,when was asbestos first found to be dangerous,began with the 20th century and escalated during the 1920s and 1930s,Late 1920s to early 1930s,0.26666666666666666,0.4990832805633545,64,7,51
91,where is the black box located on an airplane,usually mounted in the aircraft's tail section,In the tail section,0.6666666666666666,0.34960293769836426,58,8,52
92,when did the brewers go to national league,1998,1998,1.0,0.29102110862731934,55,4,51
93,who are the songwriters for the greatest showman,Benj Pasek,Pasek and Paul,0.4,0.4231405258178711,60,10,53
94,who plays dylan in now you see me,Mark Ruffalo,Jesse Eisenberg,0.0,0.4078559875488281,58,6,52
95,where was the ark of the covenant taken,Kiriath-Jearim,Jerusalem,0.0,0.28894782066345215,55,4,51
96,harrow on the hill height above sea level,124 metres (408 ft),85 meters,0.0,0.39615511894226074,56,4,52
97,who plays hitler in man in the high castle,Wolf Muser,Wolf Muser,1.0,0.36922168731689453,58,5,53
98,lowest city below sea level in the world,"Jericho, West Bank","Jericho, Israel",0.4,0.36432433128356934,57,7,51
99,who voiced jack in rise of the guardians,Chris Pine,Chris Pine,1.0,0.34141087532043457,55,4,51
100,what type of hybrid is the ford fusion,gasoline-electric,Plug-in hybrid,0.0,0.2957289218902588,56,5,51
101,how many states is there in united states,50,50,1.0,0.32023167610168457,54,3,51
102,what is the first harry potter book called in england,Harry Potter and the Philosopher's Stone,Philosopher's Stone,0.5714285714285715,0.36419224739074707,62,6,56
103,when did montgomery ward's go out of business,2001,2000,0.0,0.29052138328552246,57,4,53
104,who won series 7 of great british bake off,Candice Brown,Candice Brown,1.0,0.34764814376831055,59,6,53
105,who does the voice of special ed on crank yankers,Jim Florentine,Jim Florentine,1.0,0.3989982604980469,61,6,55
106,what does the ministry of trade and industry do,directs the formulation of policies related to the development of trade and industry in Singapore,Regulate trade and industry activities.,0.33333333333333337,0.3720126152038574,61,9,52
107,who sings nothings gonna hurt you baby,Cigarettes After Sex,cigarettes after sex,1.0,0.3435783386230469,58,7,51
108,where in the bible does it talk about manna from heaven,Exodus 16:1–36,"Exodus 16:4, 16:14-15, 16:31",0.3333333333333333,0.4638998508453369,75,11,55
109,winds that blow predominantly from the northeast and the southeast are the,The trade winds,trade winds,1.0,0.38399696350097656,60,4,56
110,what is the use of symbolic link in linux,to reorder the file system hierarchy,Simplify linking files or directories,0.0,0.3177461624145508,60,8,52
111,time after time song was in what movie,John Tucker Must Die,"""Romy and Michele's High School Reunion""",0.0,0.4583122730255127,63,11,51
112,who sings i'm the one your mother warned you about,Mickey Gilley,Louanne Hogan,0.0,0.3689687252044678,59,5,54
113,who is considered a foreign official under fcpa,"any officer or employee of a foreign government or any department, agency, or instrumentality thereof, or of a public international organization, or any person acting in an official capacity for or on behalf of any such government or department, agency, or instrumentality, or for or on behalf of any such public international organization",Person who works for a foreign government or government-controlled entity.,0.16949152542372883,0.45439887046813965,67,14,53
114,who made the song london bridge is falling down,Unknown,Unknown.,1.0,0.38565516471862793,56,4,52
115,when does love simon come out in canada,"March 16, 2018","March 16, 2018",1.0,0.4192790985107422,61,9,52
116,what were the major components of clays american system,a tariff to protect and promote American industry,"protective tariffs, a national bank, and internal improvements",0.14285714285714285,0.4379568099975586,66,13,53
117,where was pirates of the carribean on stranger tides filmed,"Principal photography began on June 14, 2010, in Hawaii.[17][47] Filming was moved to California in August 2010,[48] primarily at the Long Beach shore[33] and a recreation of Whitecap Bay done in the Universal Studios backlot,[17] as the original Hawaiian location on Halona Cove was plagued with strong tides.[22] After a brief shoot in Puerto Rico,[33] with locations in both Palomino Island and the Fort of San Cristóbal in San Juan,[49] production moved to the United Kingdom in September, where principal photography wrapped on November 18 after 106 days of shooting.[17] Locations included Hampton Court Palace in London,[23] Knole House in Kent,[33] and Old Royal Naval College at Greenwich.[50] Interiors were shot at London's Pinewood Studios, and a replica of an 18th-century London street was built on the backlot alongside the soundstages","Hawaii, Puerto Rico, and the United Kingdom were some of the filming locations.",0.12213740458015267,0.5940349102020264,75,13,56
118,who sings i wanna be like you jungle book,Louis Prima,Louis Prima,1.0,0.3052334785461426,57,5,52
119,who wrote the book of philippians in the bible,Paul of Tarsus,Paul,0.5,0.3412754535675049,57,3,54
120,who sold more albums carrie underwood vs kelly clarkson,Carrie Underwood,Carrie Underwood,1.0,0.3033568859100342,63,6,57
121,who is the oldest child in queen sugar,Nova Bordelon,Charley,0.0,0.3332533836364746,55,5,51
122,when did second world war start and end,1 September 1939 – 2 September 1945,1939-1945,0.0,0.3629789352416992,58,7,51
123,a spider with a skull on its back,Steatoda nobilis,Creepy!,0.0,0.3692901134490967,56,7,51
124,when did the waltz become popular in england,the Regency period,1812,0.0,0.28128910064697266,58,7,54
125,what is expelled out of the body as faeces through the anus,"solid, semisolid, or liquid waste material",Waste,0.2857142857142857,0.3751404285430908,61,4,57
126,who was the chief guest of the official ceremony in the republic day,Crown Prince Mohammed bin Zayed Al Nahyan,No information provided,0.0,0.40726327896118164,61,7,56
127,who wrote the practice of the presence of god,"Brother Lawrence (born Nicholas Herman), a 17th-century Carmelite monk",Brother Lawrence,0.4,0.34908127784729004,57,5,52
128,what cities have been capital of the united states,New York City,"New York City, Philadelphia, Washington D.C.",0.6666666666666666,0.43497180938720703,64,12,52
129,when did india conduct the nuclear test at pokhran,May 1998,1998,0.6666666666666666,0.25906872749328613,58,4,54
130,nhl record for shots on goal in a game,"Ray Bourque (March 21, 1991), 19",29,0.0,0.3135871887207031,56,3,53
131,where does the sagging pants trend come from,1990s,Prison culture.,0.0,0.3186759948730469,58,5,52
132,who has played in the most nba finals games,Bill Russell,Bill Russell,1.0,0.279508113861084,57,4,53
133,moment of inertia of a rod about a point,radius of gyration,(1/3) * mass * length^2,0.0,0.44914865493774414,65,10,52
134,list of hum tv dramas based on novels,Dayar-e-Dil,"I'm sorry, I don't have that information.",0.0,0.5135478973388672,64,17,51
135,when does mark show up in grey anatomy,season two,"Season 2, Episode 18",0.3333333333333333,0.4355039596557617,60,9,51
136,where is the iguazu falls located on a map,on the border of the Argentine province of Misiones and the Brazilian state of Paraná,Argentina and Brazil border,0.25,0.3633270263671875,60,4,54
137,in the 1st century bc egypt became a colony of,the Roman Empire,Rome,0.0,0.33574938774108887,60,4,56
138,who is the cheif minister of uttar pradesh up,Yogi Adityanath,Yogi Adityanath,1.0,0.38141608238220215,63,8,55
139,who played jono on star trek next generation,Chad Allen,Mark Harelik,0.0,0.4754977226257324,58,6,52
140,this bear lives in the hundred acre wood,Winnie-the-Pooh,Winnie the Pooh,0.0,0.3970186710357666,58,7,51
141,what is the holy book of lslam called,Quran,Quran,1.0,0.5757255554199219,57,4,53
142,who won the women's championship at wimbledon this year,Garbiñe Muguruza,Ashleigh Barty,0.0,0.3543868064880371,60,6,54
143,who won second place in miss universe 2017,Laura González,Colombia,0.0,0.36382341384887695,58,8,53
144,when does the new wheel of fortune season start,"September 10, 2018",Check your local listings,0.0,0.40059781074523926,58,5,52
145,who has been elected next president of united nations 2018,María Fernanda Espinosa,Not applicable,0.0,0.3467221260070801,59,8,55
146,when was the myers briggs type indicator developed,during World War II,1940s,0.0,0.33017539978027344,58,5,53
147,when was the last time australia won the rugby world cup,1999,Never,0.0,0.2770514488220215,57,3,54
148,where was the movie it's complicated filmed,New York City,"Various locations in Southern California, USA",0.0,0.46097826957702637,60,5,51
149,who wrote the story for the shape of water,Guillermo del Toro,Guillermo del Toro,1.0,0.38967275619506836,59,7,52
150,when do fifty shades of freed come out,"February 9, 2018","February 9, 2018",1.0,0.3473191261291504,60,9,51
151,where is the lighthouse in lighthouse point fl,Hillsboro Beach,"Lighthouse Point, FL",0.0,0.4064977169036865,60,20,53
152,who founded the first university in the world,Fatima bint Muhammad Al-Fihriya Al-Qurashiya,Fatima al-Fihri,0.28571428571428575,0.44142723083496094,67,8,51
153,when did tiger win his last pga tournament,2007,2019,0.0,0.34733080863952637,56,4,52
154,who wrote aerosmith i don't want to miss a thing,Diane Warren,Diane Warren,1.0,0.33958911895751953,60,5,55
155,what was the capital of brazil before brasilia,Rio de Janeiro,Rio de Janeiro,1.0,0.36038875579833984,57,5,52
156,where was the kath and kim movie filmed,Positano,Australia,0.0,0.319882869720459,55,3,52
157,what is red's real name on that 70's show,"Reginald Albert ""Red"" Forman",Eric,0.0,0.3590207099914551,58,3,55
158,when did nhl start 3 on 3 overtime,2015–16 NHL season,2015,0.0,0.3182032108306885,58,4,54
159,who is the founder of red cross society,Henry Dunant,Henry Dunant,1.0,0.3742384910583496,56,5,51
160,what are the three rivers of pittsburgh pennsylvania,Allegheny,"Allegheny, Monongahela, Ohio",0.5,0.44050025939941406,66,12,54
161,what were the two super powers during the cold war,Soviet Union,"US, USSR",0.0,0.4806492328643799,58,7,53
162,at present who is the speaker of lok sabha,Sumitra Mahajan,Om Birla,0.0,0.2752096652984619,59,6,53
163,who voices the faceless old woman who secretly lives in your home,Mara Wilson,Mara Wilson,1.0,0.30603694915771484,61,5,56
164,when did sweet dreams are made of this come out,1983,1983,1.0,0.3554043769836426,57,4,53
165,when were catholic churches allowed back in england,Dioceses (replacing districts) were re-established by Pope Pius IX in 1850,1829,0.0,0.4368007183074951,56,4,52
166,who plays wendy the waitress in how i met your mother,Charlene Amoia,Charlene Amoia,1.0,0.35921382904052734,63,7,56
167,where did the night at the museum take place,New York City's American Museum of Natural History,Museum,0.2222222222222222,0.33191752433776855,56,4,52
168,what are freshmen called at the air force academy,Fourth class cadets,Fourth class cadets,1.0,0.37886619567871094,58,4,52
169,how many gold medals did nz win in the 2018 commonwealth,46,15,0.0,0.23642730712890625,60,3,57
170,who is the actor playing terry on general hospital,Cassandra James,Cassandra James,1.0,0.3392977714538574,58,6,53
171,who is the leader of the state government in australia,the Queen of Australia,Australian Prime Minister,0.0,0.3309767246246338,58,4,53
172,when was national food security act introduced in rajasthan,22 December 2011,2013,0.0,0.37548255920410156,57,4,53
173,good morning america what time does it start,7:00 to 9:00 a.m. in all U.S. time zones (live in the Eastern Time Zone and on tape delay elsewhere across the country),6 a.m.,0.08695652173913042,0.3412175178527832,57,6,51
174,what are the main sources of vitamin k,green leafy vegetables,"Green leafy vegetables, dairy products, meat, and some oils.",0.5,0.5437791347503662,67,18,51
175,when did the edwardian era start and end,1901 to 1910,1901-1910,0.0,0.3080101013183594,60,7,53
176,what was the copperheads position on fighting the war,opposed the American Civil War and wanted an immediate peace settlement with the Confederates,Opposed,0.16666666666666669,0.3459022045135498,57,5,53
177,when was rudolph the red nosed reindeer written,1939,1939,1.0,0.3060595989227295,58,4,54
178,when does season 3 of lucifer come out,"October 2, 2017",TBA,0.0,0.34735751152038574,57,18,53
179,what kind of currency is used in new zealand,New Zealand dollar,New Zealand Dollar,1.0,0.34096717834472656,58,5,53
180,when was the last time mount shasta was active,about two centuries ago,1786,0.0,0.35213541984558105,57,4,53
181,which is first dawn of the planet of the apes or rise of the planet of the apes,Rise of the Planet of the Apes,Rise of the Planet of the Apes,1.0,0.4064328670501709,74,11,63
182,coriolosis component of acceleration can be found in,the Earth,ocean currents and atmospheric circulation,0.0,0.43530893325805664,61,4,53
183,who sings i always feel like somebody's watching me,TRU,Rockwell,0.0,0.31987977027893066,57,4,53
184,where is lebron on the all time scoring list,7,3rd,0.0,0.2797980308532715,57,4,53
185,who wrote there's nothing holdin me back,Shawn Mendes,Shawn Mendes,1.0,0.3089919090270996,58,6,52
186,when was silicon added to the periodic table,1823,1854,0.0,0.38615942001342773,55,4,51
187,where do the golden knights hockey team play,"at T-Mobile Arena on the Las Vegas Strip in Paradise, Nevada",T-Mobile Arena,0.33333333333333337,0.3722507953643799,56,5,51
188,where is black sea located in the world,"between Eastern Europe, the Caucasus, and Western Asia",Europe,0.25,0.3538517951965332,54,3,51
189,when can a person be held for a capital crime without benefit of presentment,"in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger",Emergency situation,0.0,0.458118200302124,72,8,58
190,when was central statistical organisation of india established,2 May 1951,1951,0.5,0.32378530502319336,55,4,51
191,who plays red's voice in angry birds,Jason Sudeikis,Bill Hader,0.0,0.32839226722717285,56,7,51
192,what was the first book that charles dickens published,The Pickwick Papers,"""The Pickwick Papers""",1.0,0.3296072483062744,61,11,54
193,how many episodes is there in season 14 of greys anatomy,24,24,1.0,0.2698640823364258,59,3,56
194,who is the highest paid nba player in 2016,LeBron James,LeBron James,1.0,0.3548405170440674,60,5,55
195,who has been on the throne the longest in england,Queen Elizabeth II,Queen Elizabeth II,1.0,0.3427248001098633,59,5,54
196,where is earth within the milky way galaxy,Orion Arm,In the Milky Way galaxy,0.0,0.3280758857727051,59,9,52
197,who plays shiv's ex boyfriend on succession,Ashley Zukerman,David Rasche,0.0,0.35911011695861816,57,5,52
198,what is the population of yukon in 2017,"35,874 people","37,884",0.0,0.3686482906341553,60,5,55
199,when was a whiter shade of pale recorded,1967,1967,1.0,0.33478665351867676,56,4,52
200,when did the song all by myself come out,in 1975,1975,0.6666666666666666,0.35303807258605957,56,4,52
201,what is the meaning of region in english,"areas that are broadly divided by physical characteristics (physical geography), human impact characteristics (human geography), and the interaction of humanity and the environment (environmental geography)",area,0.0,0.31285667419433594,54,15,51
202,when does arrow season 6 episode 21 air,"May 3, 2018",Check your local listings for the most up-to-date information.,0.0,0.4157860279083252,67,9,53
203,who starred in the original movie cape fear,Robert Mitchum,Robert Mitchum and Gregory Peck,0.5714285714285715,0.4176607131958008,60,9,51
204,who is the bloke in the go compare advert,Wynne Evans,Wynne Evans,1.0,0.6120574474334717,59,6,53
205,where does a jury of her peers take place,"fictional Dickson County (representing Dickinson County, Iowa)",In a small rural farm town in Nebraska.,0.0,0.5490920543670654,63,4,52
206,what language do they speak in the czech republic,Czech,Czech,1.0,0.31922054290771484,57,4,53
207,who is el senor de los cielos based on,Amado Carrillo Fuentes,Amado Carrillo Fuentes,1.0,0.4336121082305908,63,8,55
208,what year did the drummer lose his arm,1985,1984,0.0,0.6794583797454834,55,4,51
209,where is redding california located on a map,"along the Sacramento River, 162 miles (261 kilometers) north of Sacramento, and 120 miles (190 km) south of California's northern border, shared with the state of Oregon",California,0.0,0.3117523193359375,55,4,52
210,when does celebs go dating series 3 start,4 September 2017,2017,0.5,0.3667576313018799,57,4,53
211,what is the newest jurassic park movie called,Jurassic World: Fallen Kingdom,Jurassic World: Dominion,0.5714285714285715,0.4259312152862549,59,7,52
212,who wrote the song one wing from sparkle,R. Kelly,Stephanie Bentley,0.0,0.3135678768157959,57,6,51
213,who sang wish you were here pink floyd,David Gilmour,Pink Floyd,0.0,0.3254573345184326,56,4,52
214,who won the women's 400 meter dash in the olympics,Shaunae Miller,Shaunae Miller-Uibo,0.5,0.38250303268432617,65,8,57
215,who has the most points in nba history career,LeBron James,Kareem Abdul-Jabbar,0.0,0.375333309173584,62,9,53
216,who is paige on days of our lives,True O'Brien,character on the show Days of Our Lives,0.0,0.3819587230682373,62,6,52
217,bible verse if your hand causes you sin cut off,Matthew 5:30,Matthew 5:30,1.0,0.4001786708831787,61,7,54
218,when did the first slender game come out,2012,2012,1.0,0.3693056106567383,55,4,51
219,when do the red sox play sweet caroline,in the middle of the eighth inning,At Fenway Park during the middle of the 8th inning.,0.4615384615384615,0.44530248641967773,69,5,53
220,who plays the black knight in monty python,John Cleese,John Cleese,1.0,0.36463093757629395,57,5,52
221,secreted by cells in the walls of the hearts atria,Atrial natriuretic peptide (ANP),Atrial natriuretic peptide,0.8571428571428571,0.4684336185455322,64,4,55
222,which nba player has scored the most points,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,1.0,0.3585796356201172,61,9,52
223,who did the soviet union support in china civil war,the CCP,Communist Party of China,0.0,0.31805992126464844,62,7,55
224,when was the last time a total eclipse happened,"August 21, 2017","July 2, 2019",0.0,0.3978438377380371,61,9,52
225,who played the scare crow in wizard of oz,Raymond Wallace Bolger,Ray Bolger,0.4,0.34679174423217773,57,5,52
226,where is the femur located on the human body,proximal (closest to the hip joint) bone of the leg,Thigh,0.0,0.2981410026550293,57,4,53
227,who said truth justice and the american way,the comic-book character Superman,Superman,0.5,0.36942434310913086,55,4,51
228,who won the first stage of the 2018 tour de france,Fernando Gaviria of Quick-Step Floors,Fernando Gaviria,0.5714285714285715,0.39130115509033203,65,9,56
229,where is kuala lumpur located on a map,3°8′N 101°41′E﻿ / ﻿3.133°N 101.683°E,Malaysia,0.0,0.342634916305542,57,3,53
230,when did falcon first appear in the mcu,in the 2014 film Captain America: The Winter Soldier,2012,0.0,1.3418934345245361,57,4,53
231,when did the battle of bannockburn take place,24 June 1314,1314,0.5,0.3411438465118408,58,4,54
232,who does danny end up with in just go with it,Katherine,Katherine,1.0,0.4271879196166992,59,4,55
233,who played tj on head of the class,Rain Pryor,Brian Robbins,0.0,0.3423733711242676,55,4,51
234,what is free trade area of the americas,agreement to eliminate or reduce the trade barriers,Trade agreement between the US and 33 other countries in the Americas,0.23529411764705882,0.41863369941711426,67,14,52
235,who was the first to suggest an atom existed,the ancient Greek philosophers Leucippus and his pupil Democritus,Democritus,0.2222222222222222,0.35888242721557617,58,6,52
236,what percentage of the us population is east of the mississippi,58.28%,50%,0.0,0.35000157356262207,59,7,55
