,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
12,when did power rangers tv show come out,"August 28, 1993",Power Rangers TV show came out in 1993 on August 28,0.42857142857142855,1.273881196975708,164,81,108
13,how many beverly hills cops movies are there,three,There are a total of 3 Beverly Hills Cop movies.,0.0,1.3054726123809814,181,63,109
14,who holds the most women's wimbledon titles,Martina Navratilova,Martina Navratilova holds the most women's Wimbledon titles.,0.4444444444444445,0.8199522495269775,144,82,108
15,where does jinx you owe me a coke come from,Jinx is a children's game with varying rules and penalties that occur when two people unintentionally speak the same word or phrase simultaneously,"Phrase ""you owe me a coke"" is a common way to break a jinx or superstition.",0.23529411764705882,2.783355474472046,241,197,110
16,where does the last name hickey come from,Irish origin,"The last name Hickey originates from Ireland and means ""descendant of Íceadha"", derived from the Gaelic word ""íceadh"" meaning lord or champion.",0.0,3.005598783493042,280,97,108
17,where is the greatest royal rumble taking place,"Jeddah, Saudi Arabia","King Abdullah Sports City Stadium in Jeddah, Saudi Arabia",0.5,1.7055425643920898,208,94,108
18,who sang my name is tallulah in bugsy malone,"Louise ""Liberty"" Williams",My Name is Tallulah in Bugsy Malone was sung by Jodie Foster.,0.0,3.8944554328918457,248,83,112
19,what is andy's sisters name in toy story,Molly,Andy's sister's name is not mentioned in the Toy Story movies. She is simply referred to as Andy's sister.,0.0,1.8332207202911377,223,20,109
20,who sings with shaggy on it wasn me,English-Jamaican singer Rikrok,Rikrok,0.5,1.1967074871063232,170,66,109
21,what is the largest catholic high school in america,St. Francis Preparatory School,St. Ignatius College Preparatory in San Francisco is the largest Catholic high school in America,0.3333333333333333,2.6002910137176514,250,95,108
22,who established the peoples republic of china in 1949,Mao Zedong,Mao Zedong,1.0,1.4203040599822998,176,129,110
23,who sang take that look off your face,Marti Webb,Marti Webb,1.0,2.4019150733947754,223,45,107
24,who plays percy in the lost city of z,Charlie Hunnam,Charlie Hunnam,1.0,1.1837852001190186,171,75,109
25,who plays the first lady on house of cards,Joanna C. Going,"Robin Wright plays the first lady on House of Cards, Claire Underwood",0.0,1.512223482131958,181,60,108
26,who owns st andrews golf course in scotland,The St Andrews Links Trust,St Andrews golf course in Scotland is owned by the St Andrews Links Trust,0.47058823529411764,2.1108977794647217,172,73,110
27,which city and state hosts the annual college world series,"Omaha, Nebraska","Omaha, Nebraska",1.0,1.4842236042022705,167,89,109
28,who is ted talking about in how i met your mother,Tracy McConnell,Ted is talking about his children while telling them the story of how he met their mother.,0.0,1.398458480834961,175,106,110
29,when does grey's anatomy season 14 premiere,"September 28, 2017","Grey's Anatomy season 14 premieres on September 28, 2017",0.5,1.8867626190185547,193,80,108
30,the partial pressure of carbon dioxide in arterial blood is approximately,at sea level (765 mmHg) in arterial blood is between 35 mmHg and 45 mmHg,40 mmHg,0.11764705882352941,2.061767816543579,201,98,110
31,what was uncle jesse's original last name on full house,Cochran,Katsopolis,0.0,1.4865686893463135,180,59,111
32,who pays the judgements on the judge mathis show,Greg Mathis,The judgments on the Judge Mathis show are paid by the show's insurance company.,0.15384615384615385,1.6054842472076416,187,82,110
33,who made up the elf on the shelf,Chanda Bell,Carol Aebersold and her daughter Chanda Bell created the Elf on the Shelf.,0.3076923076923077,1.7696952819824219,195,58,107
34,who warned concord that the british were coming,Samuel Prescott,Paul Revere,0.0,1.3525614738464355,176,61,108
35,who lasted the longest on alone season 2,David McIntyre,David McIntyre,1.0,1.9485037326812744,198,89,108
36,where is the us military base in japan,"Yokota Air Base, Fussa, Western Tokyo","Camp Foster in Ginowan City, Okinawa, Japan",0.0,1.77205491065979,180,238,107
37,who determines the size of the supreme court,Congress,The size of the Supreme Court is determined by Congress.,0.2222222222222222,1.5829195976257324,182,65,107
38,who is the actor that plays lucifer on tv,Thomas John Ellis,Tom Ellis is the actor that plays Lucifer on TV.,0.16666666666666666,1.8863320350646973,186,49,109
39,who designed the national coat of arms of south africa,Iaan Bekker,Frederick Brownell,0.0,1.6047077178955078,185,62,109
40,when does model code of conduct come into force,immediately on announcement of the election schedule by the commission,The Model Code of Conduct comes into force when the Election Commission of India announces the election dates and remains in force until the election process is completed.,0.1875,1.9345712661743164,208,30,108
41,when did now thats what i call music come out,28 November 1983,1983]].,0.5,2.3024871349334717,220,75,109
42,where is the 2018 grey cup being played,"The Brick Field at Commonwealth Stadium in Edmonton, Alberta","Commonwealth Stadium in Edmonton, Alberta",0.7692307692307693,1.5150277614593506,173,79,109
43,where did the band bastille get their name,Bastille Day,Bastille Day,1.0,1.3923008441925049,179,107,108
44,where is arkansas river located on a map,"The Arkansas River flows through Colorado, Kansas, Oklahoma, and Arkansas, and its watershed also drains parts of Texas, New Mexico and Missouri.","The Arkansas River runs through Colorado, Kansas, Oklahoma, and Arkansas in the central United States.",0.47058823529411764,2.0589406490325928,217,113,108
45,who plays nicholas in the princess diaries 2,Chris Pine,Chris Pine,1.0,1.351595401763916,170,75,110
46,the p-wave phase of an electrocardiogram (ecg) represents,atrial depolarization,The P-wave phase of an electrocardiogram (ECG) represents atrial depolarization.,0.4,1.2837884426116943,185,68,114
47,when did star trek the next generation first air,"September 28, 1987","Star Trek: The Next Generation first aired on September 28, 1987.",0.4615384615384615,1.459439992904663,184,57,108
48,who sang the most wonderful summer of my life,Jackie Ward,Demis Roussos,0.0,1.5873024463653564,194,76,108
49,how many oscars did on golden pond win,three,3 Oscars,0.0,1.6302764415740967,186,48,108
50,who won season 4 of america's got talent,Kevin Skinner,Singer]],0.0,1.373216152191162,190,74,109
51,how many episodes on queen of the south season 1,13,13 episodes in Queen of the South season 1,0.2222222222222222,1.498173475265503,187,55,110
52,who is the existing prime minister of pakistan,Imran Khan,Imran Khan,1.0,1.3266870975494385,162,38,107
53,who is known as the father of texas,Stephen Fuller Austin,Stephen F. Austin,0.6666666666666666,2.0186917781829834,205,76,107
54,what is the orange stuff on my sushi,tobiko,"It could be tobiko, salmon roe, or spicy mayo.",0.19999999999999998,1.7927942276000977,210,72,107
55,when did nsw last won a state of origin series,2018,BEFORE 2019,0.0,0.923809289932251,148,67,110
56,when does life is strange before the storm part 2,October 2017,"Life is Strange: Before the Storm Part 2 was released on March 5, 2022.",0.0,1.4964582920074463,179,43,110
57,where is sodom and gomorrah located in the bible,on the Jordan River plain in the southern region of the land of Canaan,Near the Dead Sea,0.0,1.3562917709350586,184,143,111
58,when did the xbox 360 slim come out,in 2010,JUNE 2010,0.5,1.199439525604248,158,111,108
59,who spread the theory that one is a product of the mind and body,René Descartes,René Descartes,1.0,1.8521184921264648,204,64,113
60,how many goals scored ronaldo in his career,over 670,800,0.0,1.4199793338775635,173,57,109
61,who played tess on touched by an angel,"Delloreese Patricia Early (July 6, 1931 – November 19, 2017), known professionally as Della Reese",Della Reese,0.23529411764705882,2.021718978881836,195,40,107
62,when did the hornets move to new orleans,2002–03 season,The Hornets moved to New Orleans in 2002.,0.0,1.3971259593963623,172,67,109
63,fish appeared in the fossil record during the,the Cambrian explosion,Devonian period,0.0,1.1696178913116455,155,49,107
64,who died from the band faith no more,singer Chuck Mosley,Chuck Mosley,0.8,2.105846643447876,241,65,107
65,who signed the gun control act of 1968,President Lyndon B. Johnson,Lyndon B. Johnson,0.8571428571428571,2.5860116481781006,230,86,109
66,where do frankenstein and the monster first meet,the mountains,The monster and Frankenstein first meet in the laboratory.,0.0,1.1525709629058838,157,44,108
67,the human tendency to mimic other people’s behavior is an example of,Mirroring,Social influence,0.0,1.091360330581665,163,78,112
68,when does season five of the killing come out,a fourth season consisting of six episodes to conclude the series,Season five of The Killing has not been announced.,0.23529411764705882,1.7286665439605713,206,91,108
69,how is the head of the church of england,the monarch is the supreme governor,The head of the Church of England is the reigning monarch.,0.3333333333333333,1.8112494945526123,193,105,109
70,how to remove a methyl group from benzene,replacement of a methyl group by a hydrogen atom,"To remove a methyl group from benzene, react benzene with bromine in the presence of a Lewis acid catalyst to form methylbenzene, and then oxidize the methyl group with KMnO4.",0.18181818181818182,2.2329375743865967,251,99,108
71,what does a nose ring mean in india,"a mark of beauty and social standing as well as a Hindu's honor to Parvati, the goddess of marriage","A nose ring in India can symbolize marital status, cultural identity, tradition, wealth, and social status.",0.12903225806451615,1.6948912143707275,206,96,107
72,the cuban missile crisis began in 1962 when which country placed nuclear missiles in cuba,Soviet Union,Soviet Union,1.0,1.1230063438415527,165,96,118
73,when did fasb codification become authoritative u.s. gaap,"after September 15, 2009","July 1, 2009",0.28571428571428575,1.3626759052276611,200,41,112
74,who plays frank in f is for family,Bill Burr,Bill Burr,1.0,1.1341702938079834,168,120,107
75,android operating system was acquired by google in,July 2005,"Google acquired Android, Inc. in 2005.",0.25,1.3251473903656006,180,54,107
76,where does the flexor digitorum superficialis distally attach,The tendons attach to the anterior margins on the bases of the intermediate phalanges of the four fingers. These tendons have a split (Camper's Chiasm) at the end of them through which the tendons of flexor digitorum profundus pass.,Flexor digitorum superficialis distally attaches to the sides of the middle phalanges of the fingers.,0.3255813953488372,1.554497241973877,200,84,112
77,who played daniel in the bible mini series,Jake Canuso,Sebastian Knapp,0.0,1.4248571395874023,186,69,108
78,what does the star on the ghana flag mean,"adopted from the flag of the Black Star Line, a shipping line incorporated by Marcus Garvey that operated from 1919 to 1922",The star on the Ghana flag symbolizes freedom and independence.,0.14814814814814814,1.512758493423462,178,91,109
79,when is the last movie of divergent coming out,TBA,Allegiant was released in March 2016,0.0,1.4764442443847656,177,93,109
80,the former peterlee campus of east durham college,East Durham & Houghall Community College,The former Peterlee campus of East Durham College is currently being repurposed for alternative educational or community use.,0.3636363636363636,2.1946356296539307,215,72,109
81,the amount of light reflected from the front surface of common window glass is about,about 4% per surface,8% reflection,0.0,1.9213566780090332,218,83,114
82,how many cm is a 24 inch tv,61,60.96 cm,0.0,1.336404800415039,173,76,108
83,where was the walking dead season 7 filmed,Georgia,"The Walking Dead season 7 was mainly filmed in Senoia, Georgia.",0.18181818181818182,1.4001469612121582,183,93,108
84,who plays male lead in far from the madding crowd,Carey Mulligan,"Matthias Schoenaerts plays the male lead in ""Far From the Madding Crowd""",0.0,0.9224092960357666,149,76,110
85,who is in the cast of the handmaid's tale,Elisabeth Moss,"Elisabeth Moss, Joseph Fiennes, Yvonne Strahovski, Alexis Bledel, Samira Wiley, Ann Dowd, Max Minghella, Madeline Brewer, O-T Fagbenle",0.19999999999999998,3.175166130065918,303,165,110
86,who owned the first casino in las vegas,local Las Vegas business owners,Golden Gate Casino,0.0,0.7208766937255859,135,60,107
87,who is the lead singer of portugal the man,John Baldwin Gourley,John Gourley,0.8,1.656933307647705,195,50,109
88,who does billy russo become on the punisher,Jigsaw,Jigsaw,1.0,1.3588786125183105,179,61,110
89,who was the founder of chick fil a,S. Truett Cathy,Truett Cathy was the founder of Chick-fil-A,0.4444444444444444,1.8413853645324707,186,44,107
90,when was asbestos first found to be dangerous,began with the 20th century and escalated during the 1920s and 1930s,Asbestos was first found to be dangerous in the mid-1900s.,0.0,1.910027027130127,197,81,107
91,where is the black box located on an airplane,usually mounted in the aircraft's tail section,The black box on an airplane is typically located in the tail section and consists of a flight data recorder (FDR) and a cockpit voice recorder (CVR).,0.21428571428571427,1.9749834537506104,223,113,108
92,when did the brewers go to national league,1998,The Brewers went to the National League in 1998.,0.25,1.9001617431640625,202,70,107
93,who are the songwriters for the greatest showman,Benj Pasek,Benj Pasek and Justin Paul,0.5714285714285715,2.197911262512207,233,80,109
94,who plays dylan in now you see me,Mark Ruffalo,Jesse Eisenberg,0.0,1.5858893394470215,183,66,108
95,where was the ark of the covenant taken,Kiriath-Jearim,"The ark of the covenant was taken to the temple of Dagon by the Philistines, but eventually returned to the Israelites.",0.0,2.3635568618774414,219,98,107
96,harrow on the hill height above sea level,124 metres (408 ft),146.6 meters,0.0,1.291499376296997,173,96,108
97,who plays hitler in man in the high castle,Wolf Muser,Rufus Sewell,0.0,1.6928493976593018,205,58,109
98,lowest city below sea level in the world,"Jericho, West Bank","JERICHO, PALESTINE",0.4,1.190371036529541,166,68,107
99,who voiced jack in rise of the guardians,Chris Pine,Chris Pine voiced Jack in Rise of the Guardians,0.4,1.5325629711151123,184,64,107
100,what type of hybrid is the ford fusion,gasoline-electric,The Ford Fusion is a traditional hybrid vehicle,0.0,1.6790745258331299,209,247,107
101,how many states is there in united states,50,There are 50 states in the United States.,0.25,1.0342838764190674,161,29,107
102,what is the first harry potter book called in england,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,1.0,0.8347980976104736,146,77,112
103,when did montgomery ward's go out of business,2001,Montgomery Ward's went out of business in 2001.,0.2222222222222222,1.2091853618621826,178,94,109
104,who won series 7 of great british bake off,Candice Brown,Candice Brown,1.0,1.245866298675537,167,61,109
105,who does the voice of special ed on crank yankers,Jim Florentine,Jim Florentine,1.0,0.8655459880828857,142,65,111
106,what does the ministry of trade and industry do,directs the formulation of policies related to the development of trade and industry in Singapore,"The Ministry of Trade and Industry is responsible for developing and implementing policies related to trade, industrial development, economic growth, competitiveness, business support, trade agreements, and investment attraction.",0.4,1.7386949062347412,212,102,108
107,who sings nothings gonna hurt you baby,Cigarettes After Sex,Cigarettes After Sex,1.0,0.7824790477752686,141,74,107
108,where in the bible does it talk about manna from heaven,Exodus 16:1–36,Exodus 16,0.5,1.173882007598877,171,160,111
109,winds that blow predominantly from the northeast and the southeast are the,The trade winds,Trade winds,1.0,1.0664968490600586,171,60,112
110,what is the use of symbolic link in linux,to reorder the file system hierarchy,Symbolic links are used to create shortcuts to files or directories for easier access and organization in Linux.,0.08695652173913045,1.4047737121582031,189,94,108
111,time after time song was in what movie,John Tucker Must Die,Strictly Ballroom,0.0,1.3595213890075684,184,83,107
112,who sings i'm the one your mother warned you about,Mickey Gilley,Joe Diffie,0.0,1.406034231185913,185,79,110
113,who is considered a foreign official under fcpa,"any officer or employee of a foreign government or any department, agency, or instrumentality thereof, or of a public international organization, or any person acting in an official capacity for or on behalf of any such government or department, agency, or instrumentality, or for or on behalf of any such public international organization","A foreign official under the FCPA includes individuals who hold positions in foreign governments, employees of state-owned or state-controlled companies, and individuals working for international organizations.",0.1891891891891892,1.4590785503387451,195,121,109
114,who made the song london bridge is falling down,Unknown,"The song ""London Bridge is Falling Down"" is a traditional English nursery rhyme. There is no specific artist or band credited with its creation.",0.0,2.9086925983428955,261,134,108
115,when does love simon come out in canada,"March 16, 2018","March 16, 2018",1.0,1.6816987991333008,187,41,108
116,what were the major components of clays american system,a tariff to protect and promote American industry,"Protective tariffs, internal improvements, national bank",0.0,1.5377182960510254,192,73,109
117,where was pirates of the carribean on stranger tides filmed,"Principal photography began on June 14, 2010, in Hawaii.[17][47] Filming was moved to California in August 2010,[48] primarily at the Long Beach shore[33] and a recreation of Whitecap Bay done in the Universal Studios backlot,[17] as the original Hawaiian location on Halona Cove was plagued with strong tides.[22] After a brief shoot in Puerto Rico,[33] with locations in both Palomino Island and the Fort of San Cristóbal in San Juan,[49] production moved to the United Kingdom in September, where principal photography wrapped on November 18 after 106 days of shooting.[17] Locations included Hampton Court Palace in London,[23] Knole House in Kent,[33] and Old Royal Naval College at Greenwich.[50] Interiors were shot at London's Pinewood Studios, and a replica of an 18th-century London street was built on the backlot alongside the soundstages","Hawaii, Puerto Rico, and UK",0.032,1.7424771785736084,190,69,112
118,who sings i wanna be like you jungle book,Louis Prima," King Louie performs ""I Wan'na Be Like You"" in The Jungle Book. ",0.0,1.8493499755859375,215,88,108
119,who wrote the book of philippians in the bible,Paul of Tarsus,Paul,0.5,1.8258237838745117,216,137,110
120,who sold more albums carrie underwood vs kelly clarkson,Carrie Underwood,Carrie Underwood sold more albums than Kelly Clarkson.,0.4,1.4075300693511963,179,72,113
121,who is the oldest child in queen sugar,Nova Bordelon,Nova,0.6666666666666666,0.9948840141296387,153,72,107
122,when did second world war start and end,1 September 1939 – 2 September 1945,"The Second World War started on September 1, 1939, and ended on September 2, 1945.",0.5714285714285714,1.6216614246368408,191,122,107
123,a spider with a skull on its back,Steatoda nobilis,There is no known spider species with a skull on its back,0.0,3.025466203689575,258,238,107
124,when did the waltz become popular in england,the Regency period,"Early 19th century, specifically around 1816",0.0,1.8580644130706787,208,101,110
125,what is expelled out of the body as faeces through the anus,"solid, semisolid, or liquid waste material",Solid waste material,0.6666666666666666,1.1867036819458008,162,63,113
126,who was the chief guest of the official ceremony in the republic day,Crown Prince Mohammed bin Zayed Al Nahyan,Boris Johnson,0.0,3.4011971950531006,203,56,112
127,who wrote the practice of the presence of god,"Brother Lawrence (born Nicholas Herman), a 17th-century Carmelite monk",Brother Lawrence,0.4,1.6141278743743896,179,90,108
128,what cities have been capital of the united states,New York City,"New York City, Philadelphia, Washington D.C.",0.6666666666666666,1.0589632987976074,158,91,108
129,when did india conduct the nuclear test at pokhran,May 1998,1998,0.6666666666666666,0.973799467086792,152,69,110
130,nhl record for shots on goal in a game,"Ray Bourque (March 21, 1991), 19",120 shots is the NHL record for shots on goal in a game,0.0,2.1985418796539307,236,109,109
131,where does the sagging pants trend come from,1990s,The sagging pants trend originated in prisons before being adopted by the hip-hop culture in the 1990s.,0.13333333333333333,3.4529693126678467,213,109,108
132,who has played in the most nba finals games,Bill Russell,Michael Jordan,0.0,1.3731436729431152,187,59,109
133,moment of inertia of a rod about a point,radius of gyration,"The moment of inertia of a rod about a point is (1/3)*m*L^2, where m is the mass of the rod and L is the length of the rod.",0.08333333333333333,2.2711713314056396,253,110,108
134,list of hum tv dramas based on novels,Dayar-e-Dil,"Mushaf, Diyar-e-Dil, Mann Mayal",0.0,1.4774179458618164,188,82,107
135,when does mark show up in grey anatomy,season two,"Mark Sloan shows up in Grey's Anatomy in Season 2, episode 18.",0.14285714285714285,1.6283462047576904,189,94,107
136,where is the iguazu falls located on a map,on the border of the Argentine province of Misiones and the Brazilian state of Paraná,The Iguazu Falls are located on the border between Argentina and Brazil within the Iguazu National Park.,0.23076923076923075,1.6322362422943115,202,106,110
137,in the 1st century bc egypt became a colony of,the Roman Empire,Roman Empire,1.0,2.0004639625549316,222,61,112
138,who is the cheif minister of uttar pradesh up,Yogi Adityanath,Yogi Adityanath,1.0,1.6654744148254395,189,68,111
139,who played jono on star trek next generation,Chad Allen,Joel Grey played Jono on Star Trek: The Next Generation,0.0,1.3894164562225342,181,61,108
140,this bear lives in the hundred acre wood,Winnie-the-Pooh,Winnie the Pooh,0.0,3.4201841354370117,296,57,107
141,what is the holy book of lslam called,Quran,Quran,1.0,1.5470798015594482,173,61,109
142,who won the women's championship at wimbledon this year,Garbiñe Muguruza,Ashleigh Barty,0.0,1.4418981075286865,178,76,110
143,who won second place in miss universe 2017,Laura González,Laura González from Colombia won second place in Miss Universe 2017,0.3076923076923077,1.5609021186828613,189,57,109
144,when does the new wheel of fortune season start,"September 10, 2018",September 13th,0.4,1.9415736198425293,205,81,108
145,who has been elected next president of united nations 2018,María Fernanda Espinosa,No President of the United Nations exists; the Secretary-General serves as the head of the organization.,0.0,1.9135398864746094,222,67,111
146,when was the myers briggs type indicator developed,during World War II,1962,0.0,1.1675758361816406,174,58,109
147,when was the last time australia won the rugby world cup,1999,1999,1.0,1.370737075805664,176,64,110
148,where was the movie it's complicated filmed,New York City,"The movie ""It's Complicated"" was filmed in California, with scenes shot in Santa Barbara and Los Angeles.",0.0,1.4330689907073975,180,104,107
149,who wrote the story for the shape of water,Guillermo del Toro,Guillermo del Toro,1.0,1.4840619564056396,176,65,108
150,when do fifty shades of freed come out,"February 9, 2018",Fifty Shades Freed was released in February 2018.,0.36363636363636365,1.4395298957824707,172,73,107
151,where is the lighthouse in lighthouse point fl,Hillsboro Beach,"The Hillsboro Inlet Lighthouse is located in Lighthouse Point, FL.",0.1818181818181818,1.6340956687927246,185,82,109
152,who founded the first university in the world,Fatima bint Muhammad Al-Fihriya Al-Qurashiya,University of Bologna founded in 1088 by students who hired professors to teach them,0.0,1.6228652000427246,183,45,107
153,when did tiger win his last pga tournament,2007, TIGER WOODS LAST WON A PGA TOURNAMENT IN 2019 ,0.0,1.4932594299316406,176,89,108
154,who wrote aerosmith i don't want to miss a thing,Diane Warren,Steven Tyler,0.0,3.2605130672454834,329,65,111
155,what was the capital of brazil before brasilia,Rio de Janeiro,Rio de Janeiro,1.0,1.3709795475006104,165,66,108
156,where was the kath and kim movie filmed,Positano,"The Kath and Kim movie was filmed in Melbourne, Victoria, Australia.",0.0,0.9413318634033203,152,80,108
157,what is red's real name on that 70's show,"Reginald Albert ""Red"" Forman",Reginald,0.4,2.0917437076568604,216,158,111
158,when did nhl start 3 on 3 overtime,2015–16 NHL season,2015-2016 season,0.4,1.3532865047454834,184,79,110
159,who is the founder of red cross society,Henry Dunant,Henry Dunant,1.0,1.1753284931182861,165,70,107
160,what are the three rivers of pittsburgh pennsylvania,Allegheny,"Allegheny River, Monongahela River, Ohio River",0.2857142857142857,1.7569222450256348,198,69,110
161,what were the two super powers during the cold war,Soviet Union,United States and Soviet Union,0.5714285714285715,2.406496524810791,232,100,109
162,at present who is the speaker of lok sabha,Sumitra Mahajan,Om Birla,0.0,0.669445276260376,132,132,109
163,who voices the faceless old woman who secretly lives in your home,Mara Wilson,Mara Wilson,1.0,3.076700448989868,199,69,112
164,when did sweet dreams are made of this come out,1983,"January 21, 1983",0.5,1.560943603515625,181,101,109
165,when were catholic churches allowed back in england,Dioceses (replacing districts) were re-established by Pope Pius IX in 1850,Catholic churches were allowed back in England during the reign of Mary I from 1553 to 1558.,0.14814814814814814,2.2497000694274902,218,60,108
166,who plays wendy the waitress in how i met your mother,Charlene Amoia,Charlene Amoia,1.0,1.8487563133239746,195,189,112
167,where did the night at the museum take place,New York City's American Museum of Natural History,The night at the museum took place at the Museum of Natural History in New York City.,0.5454545454545454,1.9805629253387451,218,69,108
168,what are freshmen called at the air force academy,Fourth class cadets,"freshmen at the air force academy are referred to as ""four degrees""",0.0,1.5301845073699951,189,64,108
169,how many gold medals did nz win in the 2018 commonwealth,46,15 gold medals,0.0,1.4662065505981445,193,84,113
170,who is the actor playing terry on general hospital,Cassandra James,Cassandra James plays Terry on General Hospital,0.4444444444444445,1.2573308944702148,169,76,109
171,who is the leader of the state government in australia,the Queen of Australia,Premier,0.0,1.890312671661377,178,56,109
172,when was national food security act introduced in rajasthan,22 December 2011,2013,0.0,1.071582555770874,158,68,109
173,good morning america what time does it start,7:00 to 9:00 a.m. in all U.S. time zones (live in the Eastern Time Zone and on tape delay elsewhere across the country),"Expert 1: I believe Good Morning America starts at 7:00 AM Eastern Time.
Expert 2: I think it might actually start at 7:00 AM Central Time.
Expert 3: I agree with Expert 1, I believe it starts at 7:00 AM Eastern Time.",0.15873015873015875,1.271813154220581,169,50,107
174,what are the main sources of vitamin k,green leafy vegetables,"Main sources of vitamin K are leafy green vegetables, broccoli, brussels sprouts, kiwi, and avocado.",0.33333333333333337,1.45845627784729,181,65,107
175,when did the edwardian era start and end,1901 to 1910,The Edwardian era started in 1901 and ended in 1914.,0.16666666666666666,1.75439453125,200,68,109
176,what was the copperheads position on fighting the war,opposed the American Civil War and wanted an immediate peace settlement with the Confederates,The Copperheads were anti-war Democrats who wanted peace with the Confederacy and opposed the draft.,0.43478260869565216,1.8928534984588623,202,71,109
177,when was rudolph the red nosed reindeer written,1939,Rudolph the Red-Nosed Reindeer was written in the late 1930s and the song was created in the 1940s.,0.0,3.83243727684021,312,111,110
178,when does season 3 of lucifer come out,"October 2, 2017","Season 3 of Lucifer premiered on October 2, 2017.",0.5,1.9125478267669678,199,66,109
179,what kind of currency is used in new zealand,New Zealand dollar,NZD is the currency used in New Zealand.,0.4,1.094616174697876,156,61,109
180,when was the last time mount shasta was active,about two centuries ago,Mount Shasta was last active in 1786.,0.0,1.5508301258087158,205,74,109
181,which is first dawn of the planet of the apes or rise of the planet of the apes,Rise of the Planet of the Apes,Dawn of the Planet of the Apes,0.8000000000000002,2.131188154220581,225,104,119
182,coriolosis component of acceleration can be found in,the Earth," Coriolis acceleration can be found by considering the velocity of the object, the latitude of the object's position, and applying the formula 2 * velocity * Earth's angular velocity * sin(latitude).",0.0,1.903756856918335,217,97,109
183,who sings i always feel like somebody's watching me,TRU,Rockwell,0.0,1.2253639698028564,159,69,109
184,where is lebron on the all time scoring list,7,LeBron James is currently ranked 3rd on the all-time scoring list in the NBA.,0.0,1.8271667957305908,198,69,109
185,who wrote there's nothing holdin me back,Shawn Mendes,Shawn Mendes,1.0,1.5213086605072021,178,67,108
186,when was silicon added to the periodic table,1823,1869,0.0,1.4569487571716309,179,108,107
187,where do the golden knights hockey team play,"at T-Mobile Arena on the Las Vegas Strip in Paradise, Nevada",T-Mobile Arena,0.33333333333333337,0.8790173530578613,150,96,107
188,where is black sea located in the world,"between Eastern Europe, the Caucasus, and Western Asia", The Black Sea is located between Europe and Asia.,0.5333333333333333,1.2985103130340576,179,106,107
189,when can a person be held for a capital crime without benefit of presentment,"in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger",When a person is arrested pursuant to a valid warrant based on probable cause.,0.05882352941176471,1.8436641693115234,210,62,114
190,when was central statistical organisation of india established,2 May 1951,Established in 1951,0.3333333333333333,1.5072002410888672,167,174,107
191,who plays red's voice in angry birds,Jason Sudeikis,Jason Sudeikis,1.0,0.9018759727478027,141,65,107
192,what was the first book that charles dickens published,The Pickwick Papers,The Pickwick Papers,1.0,1.8349847793579102,189,72,110
193,how many episodes is there in season 14 of greys anatomy,24,24 episodes,0.6666666666666666,0.6185698509216309,133,91,112
194,who is the highest paid nba player in 2016,LeBron James,Stephen Curry was the highest paid NBA player in 2016,0.0,1.7387068271636963,191,55,111
195,who has been on the throne the longest in england,Queen Elizabeth II,Queen Victoria,0.4,1.4373643398284912,191,99,110
196,where is earth within the milky way galaxy,Orion Arm,Earth is located in the Orion Arm of the Milky Way Galaxy,0.33333333333333337,1.7739050388336182,203,90,108
