,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
35,who lasted the longest on alone season 2,David McIntyre,Dave,0.0,0.2901954650878906,55,15,156
36,where is the us military base in japan,"Yokota Air Base, Fussa, Western Tokyo",Japan,0.0,0.36486029624938965,54,13,153
37,who determines the size of the supreme court,Congress,The size of the Supreme Court is determined by Congress.,0.2222222222222222,0.4437863826751709,64,22,153
38,who is the actor that plays lucifer on tv,Thomas John Ellis,Tom Ellis,0.4,0.35283994674682617,57,12,159
39,who designed the national coat of arms of south africa,Iaan Bekker,Fred Brownell,0.0,0.4430525302886963,58,15,159
40,when does model code of conduct come into force,immediately on announcement of the election schedule by the commission,Before the announcement of the election schedule by the Election Commission,0.75,0.5065889358520508,65,23,156
41,when did now thats what i call music come out,28 November 1983,1983,0.5,0.32445263862609863,57,12,159
42,where is the 2018 grey cup being played,"The Brick Field at Commonwealth Stadium in Edmonton, Alberta","Edmonton, Alberta",0.4,0.3414630889892578,59,15,159
43,where did the band bastille get their name,Bastille Day,"Dan Smith, the lead singer of Bastille, chose the name after Bastille Day.",0.3076923076923077,0.5824074745178223,72,23,156
44,where is arkansas river located on a map,"The Arkansas River flows through Colorado, Kansas, Oklahoma, and Arkansas, and its watershed also drains parts of Texas, New Mexico and Missouri.",United States,0.0,0.3974268436431885,56,12,156
45,who plays nicholas in the princess diaries 2,Chris Pine,Chris Pine,1.0,0.33640122413635254,58,12,162
46,the p-wave phase of an electrocardiogram (ecg) represents,atrial depolarization,atrial depolarization,1.0,0.41470956802368164,65,23,174
47,when did star trek the next generation first air,"September 28, 1987",1987,0.5,0.27222204208374023,56,12,156
48,who sang the most wonderful summer of my life,Jackie Ward,Demis Roussos,0.0,0.3775019645690918,59,21,156
49,how many oscars did on golden pond win,three,Three,1.0,0.3743896484375,55,9,156
50,who won season 4 of america's got talent,Kevin Skinner,Kevin Skinner,1.0,0.3225092887878418,57,16,159
51,how many episodes on queen of the south season 1,13,13 episodes,0.6666666666666666,0.33530092239379883,58,9,162
52,who is the existing prime minister of pakistan,Imran Khan,Imran Khan,1.0,0.38401341438293457,56,15,153
53,who is known as the father of texas,Stephen Fuller Austin,Stephen F. Austin,0.6666666666666666,0.35823583602905273,57,18,153
54,what is the orange stuff on my sushi,tobiko,Masago roe,0.0,0.27646613121032715,57,13,153
55,when did nsw last won a state of origin series,2018,2019,0.0,0.28330254554748535,58,12,162
56,when does life is strange before the storm part 2,October 2017,"Life is Strange: Before the Storm - Part 2 released on October 19, 2017.",0.2857142857142857,0.5782413482666016,77,59,162
57,where is sodom and gomorrah located in the bible,on the Jordan River plain in the southern region of the land of Canaan,Near the Dead Sea,0.0,0.3546578884124756,61,16,165
58,when did the xbox 360 slim come out,in 2010,2010,0.6666666666666666,0.32495784759521484,56,17,156
59,who spread the theory that one is a product of the mind and body,René Descartes,Descartes,0.6666666666666666,0.297222375869751,62,17,171
60,how many goals scored ronaldo in his career,over 670,800,0.0,0.24021482467651367,56,11,159
61,who played tess on touched by an angel,"Delloreese Patricia Early (July 6, 1931 – November 19, 2017), known professionally as Della Reese",Della Reese,0.23529411764705882,0.35416388511657715,56,15,153
62,when did the hornets move to new orleans,2002–03 season,2002,0.0,0.3520798683166504,57,12,159
63,fish appeared in the fossil record during the,the Cambrian explosion,Paleozoic era,0.0,0.3178420066833496,57,15,153
64,who died from the band faith no more,singer Chuck Mosley,Chuck Mosley,0.8,0.3470594882965088,56,15,153
65,who signed the gun control act of 1968,President Lyndon B. Johnson,Lyndon B. Johnson,0.8571428571428571,0.3994567394256592,60,21,159
66,where do frankenstein and the monster first meet,the mountains,In the scientist's laboratory,0.0,0.34449005126953125,59,18,156
67,the human tendency to mimic other people’s behavior is an example of,Mirroring,mirroring,1.0,0.2684061527252197,60,12,168
68,when does season five of the killing come out,a fourth season consisting of six episodes to conclude the series,Season 5 of The Killing has not been announced.,0.23529411764705882,0.3722703456878662,65,9,156
69,how is the head of the church of england,the monarch is the supreme governor,Monarch,0.4,0.32679152488708496,57,24,159
70,how to remove a methyl group from benzene,replacement of a methyl group by a hydrogen atom,Halogenation followed by nucleophilic substitution,0.16666666666666666,0.3405611515045166,63,31,156
71,what does a nose ring mean in india,"a mark of beauty and social standing as well as a Hindu's honor to Parvati, the goddess of marriage",Traditionally symbolizes a woman's marital status.,0.0,0.3962242603302002,63,28,153
72,the cuban missile crisis began in 1962 when which country placed nuclear missiles in cuba,Soviet Union,Cuba,0.0,0.3306899070739746,66,18,186
73,when did fasb codification become authoritative u.s. gaap,"after September 15, 2009",2009,0.4,0.3146028518676758,60,17,168
74,who plays frank in f is for family,Bill Burr,Bill Burr,1.0,0.34236645698547363,55,12,153
75,android operating system was acquired by google in,July 2005,2005,0.6666666666666666,0.2747499942779541,55,12,153
76,where does the flexor digitorum superficialis distally attach,The tendons attach to the anterior margins on the bases of the intermediate phalanges of the four fingers. These tendons have a split (Camper's Chiasm) at the end of them through which the tendons of flexor digitorum profundus pass.,Middle phalanges of digits 2-5,0.1111111111111111,0.45946383476257324,68,30,168
77,who played daniel in the bible mini series,Jake Canuso,Diogo Morgado,0.0,0.3659021854400635,58,18,156
78,what does the star on the ghana flag mean,"adopted from the flag of the Black Star Line, a shipping line incorporated by Marcus Garvey that operated from 1919 to 1922",Freedom,0.0,0.35900259017944336,56,11,159
79,when is the last movie of divergent coming out,TBA,Unknown,0.0,0.3229789733886719,56,11,159
80,the former peterlee campus of east durham college,East Durham & Houghall Community College,Closed,0.0,0.2435159683227539,56,13,159
81,the amount of light reflected from the front surface of common window glass is about,about 4% per surface,4%,0.4,0.36194896697998047,62,12,174
82,how many cm is a 24 inch tv,61,61 cm,0.6666666666666666,0.4234771728515625,56,13,156
83,where was the walking dead season 7 filmed,Georgia,"Georgia, USA",0.6666666666666666,0.2806830406188965,57,15,156
84,who plays male lead in far from the madding crowd,Carey Mulligan,Matthias Schoenaerts,0.0,0.297260046005249,62,24,162
85,who is in the cast of the handmaid's tale,Elisabeth Moss,"Elisabeth Moss, Joseph Fiennes, Yvonne Strahovski, Alexis Bledel, Ann Dowd",0.33333333333333337,0.9402434825897217,81,76,162
86,who owned the first casino in las vegas,local Las Vegas business owners,Bugsy Siegel,0.0,0.36399412155151367,58,21,153
87,who is the lead singer of portugal the man,John Baldwin Gourley,John Gourley,0.8,0.28205275535583496,59,18,159
88,who does billy russo become on the punisher,Jigsaw,Jigsaw,1.0,0.2571890354156494,58,12,162
89,who was the founder of chick fil a,S. Truett Cathy,S. Truett Cathy,1.0,0.3729426860809326,59,22,153
90,when was asbestos first found to be dangerous,began with the 20th century and escalated during the 1920s and 1930s,Early 20th century,0.30769230769230765,0.2966291904449463,58,24,153
91,where is the black box located on an airplane,usually mounted in the aircraft's tail section,Rear of the aircraft,0.0,0.3924131393432617,59,14,156
92,when did the brewers go to national league,1998,1998,1.0,0.32055115699768066,55,12,153
93,who are the songwriters for the greatest showman,Benj Pasek,Benj Pasek and Justin Paul,0.5714285714285715,0.40194225311279297,63,30,159
94,who plays dylan in now you see me,Mark Ruffalo,Jesse Eisenberg,0.0,0.3424854278564453,58,16,156
95,where was the ark of the covenant taken,Kiriath-Jearim,Jerusalem,0.0,0.6945734024047852,55,10,153
96,harrow on the hill height above sea level,124 metres (408 ft),85 meters,0.0,0.25994157791137695,56,12,156
97,who plays hitler in man in the high castle,Wolf Muser,Wolf Muser,1.0,0.3854024410247803,58,15,159
98,lowest city below sea level in the world,"Jericho, West Bank","Jericho, Palestine",0.4,0.3354513645172119,57,39,153
99,who voiced jack in rise of the guardians,Chris Pine,Chris Pine,1.0,0.35707688331604004,55,13,153
100,what type of hybrid is the ford fusion,gasoline-electric,Plug-in hybrid,0.0,0.4024944305419922,56,17,153
101,how many states is there in united states,50,50,1.0,0.3748471736907959,54,9,153
102,what is the first harry potter book called in england,Harry Potter and the Philosopher's Stone,Philosopher's Stone,0.5714285714285715,0.441758394241333,62,18,168
103,when did montgomery ward's go out of business,2001,2001,1.0,0.27357935905456543,57,12,159
104,who won series 7 of great british bake off,Candice Brown,Candice Brown,1.0,0.4252893924713135,59,18,159
105,who does the voice of special ed on crank yankers,Jim Florentine,Jim Florentine,1.0,0.290067195892334,61,18,165
106,what does the ministry of trade and industry do,directs the formulation of policies related to the development of trade and industry in Singapore,Regulates trade and industry within a country.,0.3157894736842105,0.4607515335083008,63,25,156
107,who sings nothings gonna hurt you baby,Cigarettes After Sex,Cigarettes After Sex,1.0,0.3860440254211426,58,21,153
108,where in the bible does it talk about manna from heaven,Exodus 16:1–36,Exodus 16:4-36,0.5,0.3372657299041748,65,24,165
109,winds that blow predominantly from the northeast and the southeast are the,The trade winds,trade winds,1.0,0.26407313346862793,60,12,168
110,what is the use of symbolic link in linux,to reorder the file system hierarchy,Referencing files or directories in a different location,0.0,0.41693973541259766,63,42,156
111,time after time song was in what movie,John Tucker Must Die,Strictly Ballroom,0.0,0.2949984073638916,57,35,153
112,who sings i'm the one your mother warned you about,Mickey Gilley,Patty Loveless,0.0,0.3232109546661377,60,18,162
113,who is considered a foreign official under fcpa,"any officer or employee of a foreign government or any department, agency, or instrumentality thereof, or of a public international organization, or any person acting in an official capacity for or on behalf of any such government or department, agency, or instrumentality, or for or on behalf of any such public international organization","Government officials, political party officials, state-owned enterprises employees",0.03448275862068966,0.7599704265594482,90,49,159
114,who made the song london bridge is falling down,Unknown,Unknown,1.0,0.23989152908325195,55,11,156
115,when does love simon come out in canada,"March 16, 2018","March 16, 2018",1.0,0.37928104400634766,61,27,156
116,what were the major components of clays american system,a tariff to protect and promote American industry,"protective tariff, national bank, internal improvements",0.15384615384615383,0.4618265628814697,64,35,159
117,where was pirates of the carribean on stranger tides filmed,"Principal photography began on June 14, 2010, in Hawaii.[17][47] Filming was moved to California in August 2010,[48] primarily at the Long Beach shore[33] and a recreation of Whitecap Bay done in the Universal Studios backlot,[17] as the original Hawaiian location on Halona Cove was plagued with strong tides.[22] After a brief shoot in Puerto Rico,[33] with locations in both Palomino Island and the Fort of San Cristóbal in San Juan,[49] production moved to the United Kingdom in September, where principal photography wrapped on November 18 after 106 days of shooting.[17] Locations included Hampton Court Palace in London,[23] Knole House in Kent,[33] and Old Royal Naval College at Greenwich.[50] Interiors were shot at London's Pinewood Studios, and a replica of an 18th-century London street was built on the backlot alongside the soundstages","Hawaii, Puerto Rico, and the United Kingdom",0.06349206349206349,0.4564487934112549,68,37,168
118,who sings i wanna be like you jungle book,Louis Prima,Louis Prima,1.0,0.42749643325805664,57,15,156
119,who wrote the book of philippians in the bible,Paul of Tarsus,Paul,0.5,0.3626668453216553,57,9,162
120,who sold more albums carrie underwood vs kelly clarkson,Carrie Underwood,Carrie Underwood,1.0,0.40047645568847656,63,14,171
121,who is the oldest child in queen sugar,Nova Bordelon,Ralph Angel,0.0,0.2610902786254883,56,16,153
122,when did second world war start and end,1 September 1939 – 2 September 1945,"1939, 1945",0.4444444444444445,0.3416867256164551,59,21,153
123,a spider with a skull on its back,Steatoda nobilis,Halloween costume,0.0,0.3555605411529541,56,16,153
124,when did the waltz become popular in england,the Regency period,1812,0.0,0.25115466117858887,58,18,162
125,what is expelled out of the body as faeces through the anus,"solid, semisolid, or liquid waste material",Waste,0.2857142857142857,0.3858191967010498,61,18,171
126,who was the chief guest of the official ceremony in the republic day,Crown Prince Mohammed bin Zayed Al Nahyan,"PM of UK, Boris Johnson",0.0,0.44049930572509766,64,16,168
127,who wrote the practice of the presence of god,"Brother Lawrence (born Nicholas Herman), a 17th-century Carmelite monk",Brother Lawrence,0.4,0.3698618412017822,57,15,156
128,what cities have been capital of the united states,New York City,"New York City, Philadelphia, and Washington D.C.",0.6,0.39733052253723145,65,39,156
129,when did india conduct the nuclear test at pokhran,May 1998,1998,0.6666666666666666,0.3327925205230713,58,12,162
130,nhl record for shots on goal in a game,"Ray Bourque (March 21, 1991), 19",33,0.0,0.3305532932281494,56,20,159
131,where does the sagging pants trend come from,1990s,Prison culture,0.0,0.45217251777648926,57,15,156
132,who has played in the most nba finals games,Bill Russell,Bill Russell,1.0,0.34648942947387695,57,14,159
133,moment of inertia of a rod about a point,radius of gyration,(1/12) * mass * length^2,0.0,0.46545934677124023,65,39,156
134,list of hum tv dramas based on novels,Dayar-e-Dil,I can provide a list of some Hum TV dramas based on novels. Would you like me to do that?,0.0,0.4946584701538086,73,49,153
135,when does mark show up in grey anatomy,season two,"Season 2, Episode 18",0.3333333333333333,0.40857648849487305,60,23,153
136,where is the iguazu falls located on a map,on the border of the Argentine province of Misiones and the Brazilian state of Paraná,South America,0.0,0.35514116287231445,58,12,162
137,in the 1st century bc egypt became a colony of,the Roman Empire,Roman Empire,1.0,0.2727968692779541,60,12,168
138,who is the cheif minister of uttar pradesh up,Yogi Adityanath,Yogi Adityanath,1.0,0.4173698425292969,63,24,165
139,who played jono on star trek next generation,Chad Allen,Ken Olandt,0.0,0.2882654666900635,58,18,156
140,this bear lives in the hundred acre wood,Winnie-the-Pooh,Winnie the Pooh,0.0,0.3525383472442627,58,21,153
141,what is the holy book of lslam called,Quran,Quran,1.0,0.2619137763977051,57,12,159
142,who won the women's championship at wimbledon this year,Garbiñe Muguruza,Ashleigh Barty,0.0,0.29831409454345703,60,18,162
143,who won second place in miss universe 2017,Laura González,Miss Colombia,0.0,0.3252882957458496,57,20,159
144,when does the new wheel of fortune season start,"September 10, 2018",Fall,0.0,0.2669990062713623,55,19,156
145,who has been elected next president of united nations 2018,María Fernanda Espinosa,António Guterres,0.0,0.44823336601257324,63,24,165
146,when was the myers briggs type indicator developed,during World War II,1943,0.0,0.529686689376831,57,12,159
147,when was the last time australia won the rugby world cup,1999,2019,0.0,0.37020015716552734,58,11,162
148,where was the movie it's complicated filmed,New York City,Various locations in California.,0.0,0.3627181053161621,58,40,153
149,who wrote the story for the shape of water,Guillermo del Toro,Guillermo del Toro,1.0,0.2930772304534912,59,21,156
150,when do fifty shades of freed come out,"February 9, 2018","February 9, 2018",1.0,0.5327305793762207,60,22,153
151,where is the lighthouse in lighthouse point fl,Hillsboro Beach,"Lighthouse Point, FL does not have a lighthouse.",0.0,0.5053308010101318,67,21,159
152,who founded the first university in the world,Fatima bint Muhammad Al-Fihriya Al-Qurashiya,Fatima al-Fihri,0.28571428571428575,0.36998963356018066,59,25,153
153,when did tiger win his last pga tournament,2007,2019,0.0,0.33341073989868164,56,12,156
154,who wrote aerosmith i don't want to miss a thing,Diane Warren,Diane Warren,1.0,0.33766698837280273,60,15,165
155,what was the capital of brazil before brasilia,Rio de Janeiro,Rio de Janeiro,1.0,0.2860078811645508,57,15,156
156,where was the kath and kim movie filmed,Positano,Australia,0.0,0.3645150661468506,55,9,156
157,what is red's real name on that 70's show,"Reginald Albert ""Red"" Forman",Eric,0.0,1.10514235496521,58,9,165
158,when did nhl start 3 on 3 overtime,2015–16 NHL season,2015,0.0,0.3870060443878174,58,12,162
159,who is the founder of red cross society,Henry Dunant,Henry Dunant,1.0,0.35323143005371094,56,15,153
160,what are the three rivers of pittsburgh pennsylvania,Allegheny,"Allegheny, Monongahela, Ohio",0.5,0.43056225776672363,66,39,162
161,what were the two super powers during the cold war,Soviet Union,USA and USSR,0.0,0.30970072746276855,58,16,159
162,at present who is the speaker of lok sabha,Sumitra Mahajan,Om Birla,0.0,0.3104889392852783,59,18,159
163,who voices the faceless old woman who secretly lives in your home,Mara Wilson,Mara Wilson,1.0,0.2943871021270752,61,14,168
164,when did sweet dreams are made of this come out,1983,1983,1.0,0.32880425453186035,57,12,159
165,when were catholic churches allowed back in england,Dioceses (replacing districts) were re-established by Pope Pius IX in 1850,1829,0.0,0.33442115783691406,56,12,156
166,who plays wendy the waitress in how i met your mother,Charlene Amoia,Charlene Amoia,1.0,0.40483689308166504,63,20,168
167,where did the night at the museum take place,New York City's American Museum of Natural History,Museum of Natural History,0.6666666666666666,0.4787874221801758,59,12,156
168,what are freshmen called at the air force academy,Fourth class cadets,Cadet fourth class,0.6666666666666666,0.3086073398590088,58,12,156
169,how many gold medals did nz win in the 2018 commonwealth,46,15,0.0,0.27744269371032715,60,9,171
170,who is the actor playing terry on general hospital,Cassandra James,Thom Christopher,0.0,0.3453648090362549,58,18,159
171,who is the leader of the state government in australia,the Queen of Australia,Prime Minister,0.0,0.3236579895019531,57,12,159
172,when was national food security act introduced in rajasthan,22 December 2011,2013,0.0,0.349869966506958,57,12,159
173,good morning america what time does it start,7:00 to 9:00 a.m. in all U.S. time zones (live in the Eastern Time Zone and on tape delay elsewhere across the country),7:00 AM,0.17391304347826084,0.35289931297302246,57,16,153
174,what are the main sources of vitamin k,green leafy vegetables,"Green leafy vegetables, broccoli, soybean oil",0.6666666666666666,0.39321374893188477,63,68,153
175,when did the edwardian era start and end,1901 to 1910,1901-1910,0.0,0.3705716133117676,60,21,159
176,what was the copperheads position on fighting the war,opposed the American Civil War and wanted an immediate peace settlement with the Confederates,Opposed to fighting in the war,0.25000000000000006,0.5138013362884521,62,17,159
177,when was rudolph the red nosed reindeer written,1939,1939,1.0,0.34873032569885254,58,12,162
178,when does season 3 of lucifer come out,"October 2, 2017","May 29, 2017",0.3333333333333333,0.35700511932373047,62,29,159
179,what kind of currency is used in new zealand,New Zealand dollar,New Zealand Dollar,1.0,0.3545820713043213,58,19,159
180,when was the last time mount shasta was active,about two centuries ago,1250,0.0,0.30934834480285645,57,13,159
181,which is first dawn of the planet of the apes or rise of the planet of the apes,Rise of the Planet of the Apes,Rise of the Planet of the Apes,1.0,0.37056684494018555,74,33,189
182,coriolosis component of acceleration can be found in,the Earth,fluid mechanics,0.0,0.33760643005371094,57,26,159
183,who sings i always feel like somebody's watching me,TRU,Rockwell,0.0,0.2742135524749756,57,16,159
184,where is lebron on the all time scoring list,7,3rd,0.0,0.27507495880126953,57,11,159
185,who wrote there's nothing holdin me back,Shawn Mendes,Shawn Mendes,1.0,0.33803725242614746,58,18,156
186,when was silicon added to the periodic table,1823,1854,0.0,0.34679079055786133,55,12,153
187,where do the golden knights hockey team play,"at T-Mobile Arena on the Las Vegas Strip in Paradise, Nevada",T-Mobile Arena,0.33333333333333337,0.3023648262023926,56,14,153
188,where is black sea located in the world,"between Eastern Europe, the Caucasus, and Western Asia",Europe,0.25,0.3288397789001465,54,9,153
189,when can a person be held for a capital crime without benefit of presentment,"in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger",indictment by a grand jury,0.0,0.39243221282958984,67,23,174
190,when was central statistical organisation of india established,2 May 1951,1951,0.5,0.27510523796081543,55,12,153
191,who plays red's voice in angry birds,Jason Sudeikis,Bill Hader,0.0,0.3847358226776123,56,19,153
192,what was the first book that charles dickens published,The Pickwick Papers,"""The Pickwick Papers""",1.0,0.3087279796600342,61,29,162
193,how many episodes is there in season 14 of greys anatomy,24,24,1.0,0.3411858081817627,59,9,168
194,who is the highest paid nba player in 2016,LeBron James,LeBron James,1.0,0.381375789642334,60,15,165
195,who has been on the throne the longest in england,Queen Elizabeth II,Queen Elizabeth II,1.0,0.3618013858795166,59,15,162
196,where is earth within the milky way galaxy,Orion Arm,In the Milky Way galaxy,0.0,0.4424722194671631,59,15,156
197,who plays shiv's ex boyfriend on succession,Ashley Zukerman,Daveed Diggs,0.0,0.3839907646179199,58,15,156
198,what is the population of yukon in 2017,"35,874 people","~38,000",0.0,0.35297060012817383,61,26,165
199,when was a whiter shade of pale recorded,1967,1967,1.0,0.34018683433532715,56,12,156
200,when did the song all by myself come out,in 1975,1975,0.6666666666666666,0.3287205696105957,56,12,156
201,what is the meaning of region in english,"areas that are broadly divided by physical characteristics (physical geography), human impact characteristics (human geography), and the interaction of humanity and the environment (environmental geography)",area,0.0,0.25934839248657227,54,20,153
202,when does arrow season 6 episode 21 air,"May 3, 2018",Check your local listings for the most accurate air date and time.,0.0,0.497774600982666,68,29,159
203,who starred in the original movie cape fear,Robert Mitchum,Robert Mitchum,1.0,0.41219592094421387,56,23,153
204,who is the bloke in the go compare advert,Wynne Evans,Wynne Evans,1.0,0.34903550148010254,59,18,159
205,where does a jury of her peers take place,"fictional Dickson County (representing Dickinson County, Iowa)",Farmhouse,0.0,0.4127051830291748,56,12,156
206,what language do they speak in the czech republic,Czech,Czech,1.0,0.26251888275146484,57,12,159
207,who is el senor de los cielos based on,Amado Carrillo Fuentes,Amado Carrillo Fuentes,1.0,0.5996158123016357,63,24,165
208,what year did the drummer lose his arm,1985,1984,0.0,0.29152750968933105,55,12,153
209,where is redding california located on a map,"along the Sacramento River, 162 miles (261 kilometers) north of Sacramento, and 120 miles (190 km) south of California's northern border, shared with the state of Oregon","California, USA",0.0,0.3351423740386963,57,13,156
210,when does celebs go dating series 3 start,4 September 2017,Not available as of now.,0.0,0.41997313499450684,61,23,159
211,what is the newest jurassic park movie called,Jurassic World: Fallen Kingdom,Jurassic World: Dominion,0.5714285714285715,0.3575470447540283,59,21,156
212,who wrote the song one wing from sparkle,R. Kelly,Jeff Bhasker and Adele,0.0,0.37583017349243164,60,22,153
213,who sang wish you were here pink floyd,David Gilmour,Pink Floyd,0.0,0.33460521697998047,56,12,156
214,who won the women's 400 meter dash in the olympics,Shaunae Miller,Not provided,0.0,0.2713053226470947,61,24,171
215,who has the most points in nba history career,LeBron James,Kareem Abdul-Jabbar,0.0,0.35863399505615234,62,27,159
216,who is paige on days of our lives,True O'Brien,Character on TV show,0.0,0.39775848388671875,58,23,156
217,bible verse if your hand causes you sin cut off,Matthew 5:30,Matthew 5:30,1.0,0.3582189083099365,61,21,162
218,when did the first slender game come out,2012,2012,1.0,0.3392810821533203,55,12,153
219,when do the red sox play sweet caroline,in the middle of the eighth inning,During the 8th inning,0.25,0.3618481159210205,61,23,159
220,who plays the black knight in monty python,John Cleese,John Cleese,1.0,0.2843484878540039,57,15,156
221,secreted by cells in the walls of the hearts atria,Atrial natriuretic peptide (ANP),Atrial natriuretic peptide,0.8571428571428571,0.376248836517334,64,27,165
222,which nba player has scored the most points,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,1.0,0.44644713401794434,61,27,156
223,who did the soviet union support in china civil war,the CCP,Communist Party of China,0.0,0.33324480056762695,62,19,165
224,when was the last time a total eclipse happened,"August 21, 2017","December 4, 2021",0.0,0.37764668464660645,61,16,156
225,who played the scare crow in wizard of oz,Raymond Wallace Bolger,Ray Bolger,0.4,0.34159421920776367,57,15,156
226,where is the femur located on the human body,proximal (closest to the hip joint) bone of the leg,Thigh,0.0,0.3801596164703369,57,12,159
227,who said truth justice and the american way,the comic-book character Superman,Superman,0.5,0.3461792469024658,55,12,153
228,who won the first stage of the 2018 tour de france,Fernando Gaviria of Quick-Step Floors,Fernando Gaviria,0.5714285714285715,0.33080244064331055,65,40,168
229,where is kuala lumpur located on a map,3°8′N 101°41′E﻿ / ﻿3.133°N 101.683°E,Malaysia,0.0,0.3355114459991455,57,12,159
230,when did falcon first appear in the mcu,in the 2014 film Captain America: The Winter Soldier,2011,0.0,0.3545081615447998,57,12,159
231,when did the battle of bannockburn take place,24 June 1314,1314,0.5,0.28816843032836914,58,26,162
232,who does danny end up with in just go with it,Katherine,Palmer,0.0,0.32300305366516113,59,12,165
233,who played tj on head of the class,Rain Pryor,Tannis Vallely,0.0,0.363400936126709,57,12,153
234,what is free trade area of the americas,agreement to eliminate or reduce the trade barriers,Trade agreement proposed to create a single market in the Americas.,0.375,0.370556116104126,66,37,156
235,who was the first to suggest an atom existed,the ancient Greek philosophers Leucippus and his pupil Democritus,Democritus,0.2222222222222222,0.4014396667480469,58,18,156
236,what percentage of the us population is east of the mississippi,58.28%,50%,0.0,0.29816293716430664,59,15,165
