,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
27,when does grey's anatomy season 14 premiere,"September 28, 2017","September 28, 2017",1.0,0.45424556732177734,60,29,153
28,the partial pressure of carbon dioxide in arterial blood is approximately,at sea level (765 mmHg) in arterial blood is between 35 mmHg and 45 mmHg,4.8 kPa or 36 mmHg,0.1,0.4316096305847168,70,18,159
29,what was uncle jesse's original last name on full house,Cochran,Katsopolis,0.0,0.3864269256591797,60,17,162
30,who pays the judgements on the judge mathis show,Greg Mathis,Plaintiff or defendant,0.0,0.3392660617828369,60,30,159
31,who made up the elf on the shelf,Chanda Bell,"Chanda Bell, Christa Pitts, and Carol Aebersold",0.4444444444444445,0.4998350143432617,66,36,150
32,who warned concord that the british were coming,Samuel Prescott,Paul Revere,0.0,0.407212495803833,56,15,153
33,who lasted the longest on alone season 2,David McIntyre,Dave,0.0,0.32755184173583984,54,11,153
34,where is the us military base in japan,"Yokota Air Base, Fussa, Western Tokyo",Okinawa,0.0,0.3014211654663086,55,25,150
35,who determines the size of the supreme court,Congress,Congress,1.0,0.3744823932647705,53,21,150
36,who is the actor that plays lucifer on tv,Thomas John Ellis,Tom Ellis,0.4,0.34264612197875977,56,12,156
37,who designed the national coat of arms of south africa,Iaan Bekker,Frederick Brownell,0.0,0.3175075054168701,59,17,156
38,when does model code of conduct come into force,immediately on announcement of the election schedule by the commission,During elections,0.0,0.34687352180480957,55,32,153
39,when did now thats what i call music come out,28 November 1983,1983,0.5,0.36208105087280273,56,12,156
40,where is the 2018 grey cup being played,"The Brick Field at Commonwealth Stadium in Edmonton, Alberta","Commonwealth Stadium in Edmonton, Alberta",0.7692307692307693,0.4270901679992676,61,23,156
41,where did the band bastille get their name,Bastille Day,"Dan Smith, the lead singer, chose the name Bastille because it's the day of his birthday, July 14th, which is French National Day also called Bastille Day.",0.15384615384615385,0.6826236248016357,90,36,153
42,where is arkansas river located on a map,"The Arkansas River flows through Colorado, Kansas, Oklahoma, and Arkansas, and its watershed also drains parts of Texas, New Mexico and Missouri.",United States,0.0,0.333446741104126,55,12,153
43,who plays nicholas in the princess diaries 2,Chris Pine,Chris Pine,1.0,0.3015928268432617,57,12,159
44,the p-wave phase of an electrocardiogram (ecg) represents,atrial depolarization,atrial depolarization,1.0,0.28972673416137695,64,23,171
45,when did star trek the next generation first air,"September 28, 1987",1987,0.5,0.27251267433166504,55,12,153
46,who sang the most wonderful summer of my life,Jackie Ward,Demis Roussos,0.0,0.36035728454589844,58,21,153
47,how many oscars did on golden pond win,three,3,0.0,0.31604552268981934,54,9,153
48,who won season 4 of america's got talent,Kevin Skinner,Kevin Skinner,1.0,0.5742566585540771,56,12,156
49,how many episodes on queen of the south season 1,13,13,1.0,0.24122071266174316,56,9,159
50,who is the existing prime minister of pakistan,Imran Khan,Imran Khan,1.0,0.285433292388916,55,15,150
51,who is known as the father of texas,Stephen Fuller Austin,Stephen F. Austin,0.6666666666666666,0.38326525688171387,56,18,150
52,what is the orange stuff on my sushi,tobiko,Masago,0.0,0.2733895778656006,54,21,150
53,when did nsw last won a state of origin series,2018,2021,0.0,0.4003584384918213,57,12,159
54,when does life is strange before the storm part 2,October 2017,"Life is Strange: Before the Storm - Episode 2 was released on October 19, 2017.",0.2666666666666667,0.5519871711730957,77,43,159
55,where is sodom and gomorrah located in the bible,on the Jordan River plain in the southern region of the land of Canaan,Near the Dead Sea,0.0,0.3577096462249756,60,16,162
56,when did the xbox 360 slim come out,in 2010,2010,0.6666666666666666,0.28549647331237793,55,17,153
57,who spread the theory that one is a product of the mind and body,René Descartes,Descartes,0.6666666666666666,0.33083176612854004,61,17,168
58,how many goals scored ronaldo in his career,over 670,804 goals,0.0,0.4420616626739502,56,12,156
59,who played tess on touched by an angel,"Delloreese Patricia Early (July 6, 1931 – November 19, 2017), known professionally as Della Reese",Della Reese,0.23529411764705882,0.3144843578338623,55,15,150
60,when did the hornets move to new orleans,2002–03 season,2002,0.0,0.33380126953125,56,12,156
61,fish appeared in the fossil record during the,the Cambrian explosion,Cambrian period,0.5,0.43354105949401855,55,16,150
62,who died from the band faith no more,singer Chuck Mosley,Chuck Mosley,0.8,0.2792675495147705,55,21,150
63,who signed the gun control act of 1968,President Lyndon B. Johnson,Lyndon B. Johnson,0.8571428571428571,0.3163034915924072,59,21,156
64,where do frankenstein and the monster first meet,the mountains,In Victor Frankenstein's laboratory,0.0,0.40233492851257324,59,13,153
65,the human tendency to mimic other people’s behavior is an example of,Mirroring,mirroring,1.0,0.34447741508483887,59,13,165
66,when does season five of the killing come out,a fourth season consisting of six episodes to conclude the series,UNKNOWN,0.0,0.3254849910736084,54,22,153
67,how is the head of the church of england,the monarch is the supreme governor,monarch,0.4,0.7499587535858154,56,26,156
68,how to remove a methyl group from benzene,replacement of a methyl group by a hydrogen atom,AlCl3,0.0,0.27272772789001465,56,28,153
69,what does a nose ring mean in india,"a mark of beauty and social standing as well as a Hindu's honor to Parvati, the goddess of marriage",Symbolizes cultural or religious significance,0.0,0.3668360710144043,58,29,150
70,the cuban missile crisis began in 1962 when which country placed nuclear missiles in cuba,Soviet Union,Soviet Union,1.0,0.3516213893890381,67,17,183
71,when did fasb codification become authoritative u.s. gaap,"after September 15, 2009",2009,0.4,0.3553130626678467,59,19,165
72,who plays frank in f is for family,Bill Burr,Bill Burr,1.0,0.3336007595062256,54,12,150
73,android operating system was acquired by google in,July 2005,2005,0.6666666666666666,0.25700998306274414,54,12,150
74,where does the flexor digitorum superficialis distally attach,The tendons attach to the anterior margins on the bases of the intermediate phalanges of the four fingers. These tendons have a split (Camper's Chiasm) at the end of them through which the tendons of flexor digitorum profundus pass.,Middle phalanges of the fingers,0.1714285714285714,0.35577988624572754,64,30,165
75,who played daniel in the bible mini series,Jake Canuso,Diogo Morgado,0.0,0.35938501358032227,57,18,153
76,what does the star on the ghana flag mean,"adopted from the flag of the Black Star Line, a shipping line incorporated by Marcus Garvey that operated from 1919 to 1922",Symbolizes the freedom of Africa and African emancipation.,0.07692307692307693,0.39213037490844727,65,11,156
77,when is the last movie of divergent coming out,TBA,CANCELLED,0.0,0.27489519119262695,56,11,156
78,the former peterlee campus of east durham college,East Durham & Houghall Community College,Closed,0.0,0.3136899471282959,55,9,156
79,the amount of light reflected from the front surface of common window glass is about,about 4% per surface,4%,0.4,0.33539438247680664,61,16,171
80,how many cm is a 24 inch tv,61,61 cm,0.6666666666666666,0.3652985095977783,55,13,153
81,where was the walking dead season 7 filmed,Georgia,"Georgia, USA",0.6666666666666666,0.3831288814544678,56,15,153
82,who plays male lead in far from the madding crowd,Carey Mulligan,Matthias Schoenaerts,0.0,0.35973620414733887,61,24,159
83,who is in the cast of the handmaid's tale,Elisabeth Moss,"Elisabeth Moss, Joseph Fiennes, Yvonne Strahovski, Alexis Bledel",0.4,0.584240198135376,76,87,159
84,who owned the first casino in las vegas,local Las Vegas business owners,Bugsy Siegel,0.0,0.3047792911529541,57,20,150
85,who is the lead singer of portugal the man,John Baldwin Gourley,John Gourley,0.8,0.30574846267700195,58,18,156
86,who does billy russo become on the punisher,Jigsaw,Jigsaw,1.0,0.2660801410675049,57,12,159
87,who was the founder of chick fil a,S. Truett Cathy,S. Truett Cathy,1.0,0.30353689193725586,58,24,150
88,when was asbestos first found to be dangerous,began with the 20th century and escalated during the 1920s and 1930s,1924,0.0,0.3334944248199463,54,15,150
89,where is the black box located on an airplane,usually mounted in the aircraft's tail section,In the tail of the plane,0.4,0.38327574729919434,59,22,153
90,when did the brewers go to national league,1998,1998,1.0,0.42818546295166016,54,12,150
91,who are the songwriters for the greatest showman,Benj Pasek,Benj Pasek and Justin Paul,0.5714285714285715,0.3859117031097412,62,30,156
92,who plays dylan in now you see me,Mark Ruffalo,Jesse Eisenberg,0.0,0.3697795867919922,57,18,153
93,where was the ark of the covenant taken,Kiriath-Jearim,to Jerusalem,0.0,0.3415248394012451,54,21,150
94,harrow on the hill height above sea level,124 metres (408 ft),76 meters,0.0,0.3992300033569336,55,14,153
95,who plays hitler in man in the high castle,Wolf Muser,Wolf Muser,1.0,0.344576358795166,57,15,156
96,lowest city below sea level in the world,"Jericho, West Bank","Jericho, West Bank",1.0,0.4098989963531494,57,17,150
97,who voiced jack in rise of the guardians,Chris Pine,Chris Pine,1.0,0.40302538871765137,54,12,150
98,what type of hybrid is the ford fusion,gasoline-electric,Plug-in hybrid,0.0,0.28877854347229004,55,18,150
99,how many states is there in united states,50,50,1.0,0.3967447280883789,53,9,150
100,what is the first harry potter book called in england,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,1.0,0.45747995376586914,65,22,165
101,when did montgomery ward's go out of business,2001,2000,0.0,0.40303993225097656,56,12,156
102,who won series 7 of great british bake off,Candice Brown,Candice Brown,1.0,0.680304765701294,58,18,156
103,who does the voice of special ed on crank yankers,Jim Florentine,Jim Florentine,1.0,0.30242156982421875,60,18,162
104,what does the ministry of trade and industry do,directs the formulation of policies related to the development of trade and industry in Singapore,Regulate trade and industry activities.,0.33333333333333337,0.4163503646850586,60,25,153
105,who sings nothings gonna hurt you baby,Cigarettes After Sex,Cigarettes After Sex,1.0,0.35071492195129395,57,21,150
106,where in the bible does it talk about manna from heaven,Exodus 16:1–36,Exodus 16:4-36,0.5,0.3261852264404297,64,31,162
107,winds that blow predominantly from the northeast and the southeast are the,The trade winds,trade winds,1.0,0.28224992752075195,59,12,165
108,what is the use of symbolic link in linux,to reorder the file system hierarchy,Redirecting to another file or directory,0.3636363636363636,0.4021799564361572,60,50,153
109,time after time song was in what movie,John Tucker Must Die,Strictly Ballroom,0.0,0.3107028007507324,56,46,150
110,who sings i'm the one your mother warned you about,Mickey Gilley,Palamino Road,0.0,0.28981637954711914,59,18,159
111,who is considered a foreign official under fcpa,"any officer or employee of a foreign government or any department, agency, or instrumentality thereof, or of a public international organization, or any person acting in an official capacity for or on behalf of any such government or department, agency, or instrumentality, or for or on behalf of any such public international organization","Government employees, officers, or individuals acting on behalf of a foreign government are considered foreign officials under the FCPA.",0.23880597014925375,0.805870771408081,78,68,156
112,who made the song london bridge is falling down,Unknown,Anonymous,0.0,0.33191466331481934,54,11,153
113,when does love simon come out in canada,"March 16, 2018","March 16, 2018",1.0,0.4073820114135742,60,27,153
114,what were the major components of clays american system,a tariff to protect and promote American industry,"protective tariffs, a national bank, and internal improvements",0.14285714285714285,0.42604637145996094,65,38,156
115,where was pirates of the carribean on stranger tides filmed,"Principal photography began on June 14, 2010, in Hawaii.[17][47] Filming was moved to California in August 2010,[48] primarily at the Long Beach shore[33] and a recreation of Whitecap Bay done in the Universal Studios backlot,[17] as the original Hawaiian location on Halona Cove was plagued with strong tides.[22] After a brief shoot in Puerto Rico,[33] with locations in both Palomino Island and the Fort of San Cristóbal in San Juan,[49] production moved to the United Kingdom in September, where principal photography wrapped on November 18 after 106 days of shooting.[17] Locations included Hampton Court Palace in London,[23] Knole House in Kent,[33] and Old Royal Naval College at Greenwich.[50] Interiors were shot at London's Pinewood Studios, and a replica of an 18th-century London street was built on the backlot alongside the soundstages","Hawaii, Puerto Rico, Los Angeles",0.016,0.4020864963531494,65,36,165
116,who sings i wanna be like you jungle book,Louis Prima,Louis Prima,1.0,0.33626651763916016,56,15,153
117,who wrote the book of philippians in the bible,Paul of Tarsus,Paul,0.5,0.34195756912231445,56,9,159
118,who sold more albums carrie underwood vs kelly clarkson,Carrie Underwood,Carrie Underwood,1.0,0.3285706043243408,62,16,168
119,who is the oldest child in queen sugar,Nova Bordelon,Ralph Angel,0.0,0.28239941596984863,55,12,150
120,when did second world war start and end,1 September 1939 – 2 September 1945,"1939, 1945",0.4444444444444445,0.3953719139099121,58,23,150
121,a spider with a skull on its back,Steatoda nobilis,Halloween costume,0.0,0.3699367046356201,55,17,150
122,when did the waltz become popular in england,the Regency period,1812,0.0,0.33406543731689453,57,15,159
123,what is expelled out of the body as faeces through the anus,"solid, semisolid, or liquid waste material",Waste,0.2857142857142857,0.2717878818511963,60,12,168
124,who was the chief guest of the official ceremony in the republic day,Crown Prince Mohammed bin Zayed Al Nahyan,Brazil President Jair Bolsonaro,0.0,0.4170854091644287,64,29,165
125,who wrote the practice of the presence of god,"Brother Lawrence (born Nicholas Herman), a 17th-century Carmelite monk",Brother Lawrence,0.4,0.3290841579437256,56,15,153
126,what cities have been capital of the united states,New York City,"New York City, Philadelphia, and Washington D.C.",0.6,0.4184553623199463,64,39,153
127,when did india conduct the nuclear test at pokhran,May 1998,May 1998,1.0,0.33244872093200684,59,12,159
128,nhl record for shots on goal in a game,"Ray Bourque (March 21, 1991), 19",36,0.0,0.3309926986694336,55,9,156
129,where does the sagging pants trend come from,1990s,Hip-hop culture,0.0,0.29796767234802246,56,40,153
130,who has played in the most nba finals games,Bill Russell,LeBron James,0.0,0.39337754249572754,57,14,156
131,moment of inertia of a rod about a point,radius of gyration,(1/3) * mass * length^2,0.0,0.4120299816131592,64,33,153
132,list of hum tv dramas based on novels,Dayar-e-Dil, I am not sure. ,0.0,0.42145609855651855,57,51,150
133,when does mark show up in grey anatomy,season two,Season 2,0.5,0.3472931385040283,55,27,150
134,where is the iguazu falls located on a map,on the border of the Argentine province of Misiones and the Brazilian state of Paraná,South America,0.0,0.4242892265319824,57,13,159
135,in the 1st century bc egypt became a colony of,the Roman Empire,Roman Empire,1.0,0.3279738426208496,59,12,165
136,who is the cheif minister of uttar pradesh up,Yogi Adityanath,Yogi Adityanath,1.0,0.33975768089294434,62,24,162
137,who played jono on star trek next generation,Chad Allen,Mark Adair Rios,0.0,0.3670341968536377,58,19,153
138,this bear lives in the hundred acre wood,Winnie-the-Pooh,Winnie the Pooh,0.0,0.416365385055542,57,21,150
139,what is the holy book of lslam called,Quran,Quran,1.0,0.28018879890441895,56,12,156
140,who won the women's championship at wimbledon this year,Garbiñe Muguruza,Ashleigh Barty,0.0,0.3595919609069824,59,18,159
141,who won second place in miss universe 2017,Laura González,Miss Colombia,0.0,0.35208821296691895,56,27,156
142,when does the new wheel of fortune season start,"September 10, 2018",Check local listings for exact date.,0.0,0.39588403701782227,60,20,153
143,who has been elected next president of united nations 2018,María Fernanda Espinosa,António Guterres,0.0,0.6546833515167236,84,53,162
144,when was the myers briggs type indicator developed,during World War II,1943,0.0,0.32908105850219727,56,14,156
145,when was the last time australia won the rugby world cup,1999,Never,0.0,0.2861464023590088,56,11,159
146,where was the movie it's complicated filmed,New York City,"Multiple locations, including New York and California.",0.4,0.4371914863586426,61,41,150
147,who wrote the story for the shape of water,Guillermo del Toro,Guillermo del Toro,1.0,0.27687597274780273,58,21,153
148,when do fifty shades of freed come out,"February 9, 2018","February 9, 2018",1.0,0.4168524742126465,59,22,150
149,where is the lighthouse in lighthouse point fl,Hillsboro Beach,"Lighthouse Point, FL",0.0,0.3697831630706787,59,25,156
150,who founded the first university in the world,Fatima bint Muhammad Al-Fihriya Al-Qurashiya,There is no definitive answer to this question as the concept of a university has evolved over time.,0.0,0.6178882122039795,71,24,150
151,when did tiger win his last pga tournament,2007,2019,0.0,0.2861185073852539,55,17,153
152,who wrote aerosmith i don't want to miss a thing,Diane Warren,Diane Warren,1.0,0.3180556297302246,59,15,162
153,what was the capital of brazil before brasilia,Rio de Janeiro,Rio de Janeiro,1.0,0.3544607162475586,56,15,153
154,where was the kath and kim movie filmed,Positano,Australia,0.0,0.619692325592041,54,9,153
155,what is red's real name on that 70's show,"Reginald Albert ""Red"" Forman",Eric,0.0,0.26639389991760254,57,9,162
156,when did nhl start 3 on 3 overtime,2015–16 NHL season,The NHL started using 3 on 3 overtime in the 2015-2016 season.,0.30769230769230765,0.5607852935791016,73,50,159
157,who is the founder of red cross society,Henry Dunant,Henry Dunant,1.0,0.3529183864593506,55,16,150
158,what are the three rivers of pittsburgh pennsylvania,Allegheny,"Allegheny, Monongahela, Ohio",0.5,0.43726539611816406,65,39,159
159,what were the two super powers during the cold war,Soviet Union,"United States, Soviet Union",0.6666666666666666,0.3684103488922119,59,19,156
160,at present who is the speaker of lok sabha,Sumitra Mahajan,Om Birla,0.0,0.4550013542175293,58,18,156
161,who voices the faceless old woman who secretly lives in your home,Mara Wilson,Mara Wilson,1.0,0.3226771354675293,60,14,165
162,when did sweet dreams are made of this come out,1983,1983,1.0,0.2576115131378174,56,12,156
163,when were catholic churches allowed back in england,Dioceses (replacing districts) were re-established by Pope Pius IX in 1850,19th century,0.0,0.3325626850128174,56,12,153
164,who plays wendy the waitress in how i met your mother,Charlene Amoia,Charlene Amoia,1.0,0.329221248626709,62,21,165
165,where did the night at the museum take place,New York City's American Museum of Natural History,American Museum of Natural History,0.7692307692307693,0.3931088447570801,58,19,153
166,what are freshmen called at the air force academy,Fourth class cadets,cadets,0.5,0.36581850051879883,55,12,153
167,how many gold medals did nz win in the 2018 commonwealth,46,15,0.0,0.2832612991333008,59,9,168
168,who is the actor playing terry on general hospital,Cassandra James,Unclear,0.0,0.37065768241882324,56,22,156
169,who is the leader of the state government in australia,the Queen of Australia,Prime Minister,0.0,0.3653090000152588,56,12,156
170,when was national food security act introduced in rajasthan,22 December 2011,2013,0.0,0.3751413822174072,56,12,156
171,good morning america what time does it start,7:00 to 9:00 a.m. in all U.S. time zones (live in the Eastern Time Zone and on tape delay elsewhere across the country),7 a.m.,0.08695652173913042,0.32724595069885254,56,16,150
172,what are the main sources of vitamin k,green leafy vegetables,"Green leafy vegetables, liver, egg yolks, and some vegetable oils.",0.4615384615384615,0.5131657123565674,68,68,150
173,when did the edwardian era start and end,1901 to 1910,1901 - 1910,0.8,0.36409950256347656,60,21,156
174,what was the copperheads position on fighting the war,opposed the American Civil War and wanted an immediate peace settlement with the Confederates,Opposed it,0.15384615384615385,0.3661518096923828,57,20,156
175,when was rudolph the red nosed reindeer written,1939,1939,1.0,0.2866513729095459,57,12,159
176,when does season 3 of lucifer come out,"October 2, 2017",Check release date for latest information.,0.0,0.3801748752593994,61,33,156
177,what kind of currency is used in new zealand,New Zealand dollar,New Zealand Dollar (NZD),0.8571428571428571,0.40555548667907715,61,19,156
178,when was the last time mount shasta was active,about two centuries ago,1786.,0.0,0.3471395969390869,57,14,156
179,which is first dawn of the planet of the apes or rise of the planet of the apes,Rise of the Planet of the Apes,"""Rise of the Planet of the Apes"" is the first movie in the series.",0.6666666666666666,0.47368907928466797,83,33,186
180,coriolosis component of acceleration can be found in,the Earth,rotating reference frames,0.0,0.5046110153198242,69,14,156
181,who sings i always feel like somebody's watching me,TRU,Rockwell,0.0,0.3503754138946533,56,12,156
182,where is lebron on the all time scoring list,7,3rd,0.0,0.28351831436157227,56,24,156
183,who wrote there's nothing holdin me back,Shawn Mendes,Shawn Mendes,1.0,0.29804039001464844,57,18,153
184,when was silicon added to the periodic table,1823,1824,0.0,0.35508251190185547,54,12,150
185,where do the golden knights hockey team play,"at T-Mobile Arena on the Las Vegas Strip in Paradise, Nevada",T-Mobile Arena,0.33333333333333337,0.4040181636810303,55,16,150
186,where is black sea located in the world,"between Eastern Europe, the Caucasus, and Western Asia",Europe,0.25,0.5596520900726318,53,11,150
187,when can a person be held for a capital crime without benefit of presentment,"in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger",during war or public danger,0.2962962962962963,0.37464332580566406,64,28,171
188,when was central statistical organisation of india established,2 May 1951,1951,0.5,0.28647446632385254,54,12,150
189,who plays red's voice in angry birds,Jason Sudeikis,Jason Sudeikis,1.0,0.3011186122894287,57,19,150
190,what was the first book that charles dickens published,The Pickwick Papers,The Pickwick Papers,1.0,0.2996821403503418,59,18,159
191,how many episodes is there in season 14 of greys anatomy,24,24,1.0,0.311387300491333,58,10,165
192,who is the highest paid nba player in 2016,LeBron James,LeBron James,1.0,0.3683040142059326,59,15,162
193,who has been on the throne the longest in england,Queen Elizabeth II,Queen Elizabeth II,1.0,0.3380856513977051,58,15,159
194,where is earth within the milky way galaxy,Orion Arm,Spiral arm of the Milky Way galaxy,0.25,0.4456980228424072,62,22,153
195,who plays shiv's ex boyfriend on succession,Ashley Zukerman,Martin Green,0.0,0.32515788078308105,55,15,153
196,what is the population of yukon in 2017,"35,874 people","37,884",0.0,0.3928494453430176,59,15,162
197,when was a whiter shade of pale recorded,1967,1967,1.0,0.3312251567840576,55,12,153
198,when did the song all by myself come out,in 1975,1975,0.6666666666666666,0.33741044998168945,55,12,153
199,what is the meaning of region in english,"areas that are broadly divided by physical characteristics (physical geography), human impact characteristics (human geography), and the interaction of humanity and the environment (environmental geography)",area; district; location,0.0,0.36052894592285156,57,16,150
200,when does arrow season 6 episode 21 air,"May 3, 2018",Check your local listings for accurate air times.,0.0,0.44651031494140625,63,32,156
201,who starred in the original movie cape fear,Robert Mitchum,Robert Mitchum and Gregory Peck,0.5714285714285715,0.3741433620452881,59,23,150
202,who is the bloke in the go compare advert,Wynne Evans,Gio Compario,0.0,0.3068113327026367,58,18,156
203,where does a jury of her peers take place,"fictional Dickson County (representing Dickinson County, Iowa)",In a rural farmhouse.,0.0,0.36669135093688965,58,21,153
204,what language do they speak in the czech republic,Czech,Czech,1.0,0.38063716888427734,56,12,156
205,who is el senor de los cielos based on,Amado Carrillo Fuentes,Amado Carrillo Fuentes,1.0,0.34470057487487793,62,24,162
206,what year did the drummer lose his arm,1985,1984,0.0,0.26914238929748535,54,12,150
207,where is redding california located on a map,"along the Sacramento River, 162 miles (261 kilometers) north of Sacramento, and 120 miles (190 km) south of California's northern border, shared with the state of Oregon","California, USA",0.0,0.3413987159729004,56,12,153
208,when does celebs go dating series 3 start,4 September 2017,Thursday 4th September,0.3333333333333333,0.3691234588623047,59,23,156
209,what is the newest jurassic park movie called,Jurassic World: Fallen Kingdom,Jurassic World: Dominion,0.5714285714285715,0.38559722900390625,58,21,153
210,who wrote the song one wing from sparkle,R. Kelly,Charlene Soraia,0.0,0.38695788383483887,57,16,150
211,who sang wish you were here pink floyd,David Gilmour,Pink Floyd,0.0,0.27788209915161133,55,12,153
212,who won the women's 400 meter dash in the olympics,Shaunae Miller,Shaunae Miller-Uibo,0.5,0.34581518173217773,64,28,168
213,who has the most points in nba history career,LeBron James,Kareem Abdul-Jabbar,0.0,0.4021165370941162,61,27,156
214,who is paige on days of our lives,True O'Brien,Character on TV show,0.0,0.3211984634399414,57,36,153
215,bible verse if your hand causes you sin cut off,Matthew 5:30,Matthew 5:30,1.0,0.3439054489135742,60,21,159
216,when did the first slender game come out,2012,2012,1.0,0.3410611152648926,54,12,150
217,when do the red sox play sweet caroline,in the middle of the eighth inning,During the 8th inning,0.25,0.36344337463378906,60,16,156
218,who plays the black knight in monty python,John Cleese,John Cleese,1.0,0.39240193367004395,56,15,153
219,secreted by cells in the walls of the hearts atria,Atrial natriuretic peptide (ANP),Atrial natriuretic peptide,0.8571428571428571,0.4024178981781006,63,34,162
220,which nba player has scored the most points,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,1.0,0.35898518562316895,60,27,153
221,who did the soviet union support in china civil war,the CCP,Communists,0.0,0.3831014633178711,59,19,162
222,when was the last time a total eclipse happened,"August 21, 2017","December 14, 2020",0.0,0.36469316482543945,60,27,153
223,who played the scare crow in wizard of oz,Raymond Wallace Bolger,Ray Bolger,0.4,0.39121007919311523,56,15,153
224,where is the femur located on the human body,proximal (closest to the hip joint) bone of the leg,Thigh,0.0,0.32271361351013184,56,12,156
225,who said truth justice and the american way,the comic-book character Superman,Superman,0.5,0.2738621234893799,54,12,150
226,who won the first stage of the 2018 tour de france,Fernando Gaviria of Quick-Step Floors,Fernando Gaviria,0.5714285714285715,0.4459960460662842,64,27,165
227,where is kuala lumpur located on a map,3°8′N 101°41′E﻿ / ﻿3.133°N 101.683°E,Malaysia,0.0,0.34473729133605957,56,12,156
228,when did falcon first appear in the mcu,in the 2014 film Captain America: The Winter Soldier,2012,0.0,0.3679647445678711,56,12,156
229,when did the battle of bannockburn take place,24 June 1314,1314,0.5,0.31587982177734375,57,29,159
230,who does danny end up with in just go with it,Katherine,Katherine,1.0,0.3448042869567871,58,15,162
231,who played tj on head of the class,Rain Pryor,Dennis Haskins,0.0,0.31497812271118164,57,15,150
232,what is free trade area of the americas,agreement to eliminate or reduce the trade barriers,Trade agreement,0.4444444444444445,0.4729435443878174,66,58,153
233,who was the first to suggest an atom existed,the ancient Greek philosophers Leucippus and his pupil Democritus,Democritus,0.2222222222222222,0.33741235733032227,57,18,153
234,what percentage of the us population is east of the mississippi,58.28%,Approximately 60%,0.0,0.31798362731933594,61,15,162
235,who is gertrude bell queen of the desert,"an English writer, traveller, political officer, administrator, and archaeologist",Archaeologist and explorer,0.36363636363636365,0.395235538482666,59,29,156
