,question,answer,model_output,f1,latency,num_tokens,completion_tokens,prompt_tokens
17,what is andy's sisters name in toy story,Molly,Molly,1.0,0.2757258415222168,56,4,52
18,who sings with shaggy on it wasn me,English-Jamaican singer Rikrok,"Ricardo ""RikRok"" Ducent",0.3333333333333333,0.40426063537597656,65,5,52
19,what is the largest catholic high school in america,St. Francis Preparatory School,Strake Jesuit College Preparatory,0.25,0.4256923198699951,61,16,51
20,who established the peoples republic of china in 1949,Mao Zedong,Mao Zedong,1.0,0.37575316429138184,60,7,53
21,who sang take that look off your face,Marti Webb,Marti Webb,1.0,0.3691284656524658,55,5,50
22,who plays percy in the lost city of z,Charlie Hunnam,Robert Pattinson,0.0,0.3232414722442627,57,5,52
23,who plays the first lady on house of cards,Joanna C. Going,Robin Wright,0.0,0.3879404067993164,55,4,51
24,who owns st andrews golf course in scotland,The St Andrews Links Trust,The Royal and Ancient Golf Club of St. Andrews,0.3333333333333333,0.3926858901977539,65,12,53
25,which city and state hosts the annual college world series,"Omaha, Nebraska","Omaha, Nebraska",1.0,0.30193495750427246,58,6,52
26,who is ted talking about in how i met your mother,Tracy McConnell,The mother,0.0,0.40357160568237305,57,4,53
27,when does grey's anatomy season 14 premiere,"September 28, 2017","September 28, 2017",1.0,0.38297176361083984,60,9,51
28,the partial pressure of carbon dioxide in arterial blood is approximately,at sea level (765 mmHg) in arterial blood is between 35 mmHg and 45 mmHg,40 mmHg,0.11764705882352941,0.3524463176727295,59,6,53
29,what was uncle jesse's original last name on full house,Cochran,Katsopolis,0.0,0.3844623565673828,60,6,54
30,who pays the judgements on the judge mathis show,Greg Mathis,Production company,0.0,0.41490769386291504,62,11,53
31,who made up the elf on the shelf,Chanda Bell,Carol Aebersold and Chanda Bell,0.5714285714285715,0.4262685775756836,60,10,50
32,who warned concord that the british were coming,Samuel Prescott,Paul Revere,0.0,0.3516824245452881,56,5,51
33,who lasted the longest on alone season 2,David McIntyre,Dave Whiteman,0.0,0.4253699779510498,57,3,51
34,where is the us military base in japan,"Yokota Air Base, Fussa, Western Tokyo",Okinawa,0.0,0.29346680641174316,55,5,50
35,who determines the size of the supreme court,Congress,Congress,1.0,0.35897064208984375,53,6,50
36,who is the actor that plays lucifer on tv,Thomas John Ellis,Tom Ellis,0.4,0.30927038192749023,56,4,52
37,who designed the national coat of arms of south africa,Iaan Bekker,Frederick Brownell,0.0,0.3497273921966553,59,7,52
38,when does model code of conduct come into force,immediately on announcement of the election schedule by the commission,During the time of elections,0.16666666666666666,0.4494607448577881,58,4,51
39,when did now thats what i call music come out,28 November 1983,1983,0.5,0.3952465057373047,56,4,52
40,where is the 2018 grey cup being played,"The Brick Field at Commonwealth Stadium in Edmonton, Alberta","Edmonton, Alberta",0.4,0.34505629539489746,58,4,52
41,where did the band bastille get their name,Bastille Day,Bastille Day in France,0.6666666666666666,0.38607025146484375,59,6,51
42,where is arkansas river located on a map,"The Arkansas River flows through Colorado, Kansas, Oklahoma, and Arkansas, and its watershed also drains parts of Texas, New Mexico and Missouri.",United States,0.0,0.3334791660308838,55,4,51
43,who plays nicholas in the princess diaries 2,Chris Pine,Chris Pine,1.0,0.3433403968811035,57,4,53
44,the p-wave phase of an electrocardiogram (ecg) represents,atrial depolarization,atrial depolarization,1.0,0.3490922451019287,64,7,57
45,when did star trek the next generation first air,"September 28, 1987",1987,0.5,0.3369638919830322,55,4,51
46,who sang the most wonderful summer of my life,Jackie Ward,Dean Martin,0.0,0.3769526481628418,55,7,51
47,how many oscars did on golden pond win,three,3,0.0,0.304736852645874,54,3,51
48,who won season 4 of america's got talent,Kevin Skinner,Kevin Skinner,1.0,0.5614335536956787,56,4,52
49,how many episodes on queen of the south season 1,13,13,1.0,0.2680089473724365,56,3,53
50,who is the existing prime minister of pakistan,Imran Khan,Imran Khan,1.0,0.2925541400909424,55,5,50
51,who is known as the father of texas,Stephen Fuller Austin,Stephen F. Austin,0.6666666666666666,0.3715336322784424,56,6,50
52,what is the orange stuff on my sushi,tobiko,Tobiko,1.0,0.29554080963134766,55,13,50
53,when did nsw last won a state of origin series,2018,2021,0.0,0.3421018123626709,57,4,53
54,when does life is strange before the storm part 2,October 2017,Life is Strange: Before the Storm - Part 2,0.0,0.5603241920471191,77,22,53
55,where is sodom and gomorrah located in the bible,on the Jordan River plain in the southern region of the land of Canaan,Near the Dead Sea,0.0,0.38970422744750977,60,5,54
56,when did the xbox 360 slim come out,in 2010,June 2010,0.5,0.31354260444641113,57,4,51
57,who spread the theory that one is a product of the mind and body,René Descartes,Descartes,0.6666666666666666,0.38050079345703125,61,5,56
58,how many goals scored ronaldo in his career,over 670,800+,0.0,0.3167414665222168,56,4,52
59,who played tess on touched by an angel,"Delloreese Patricia Early (July 6, 1931 – November 19, 2017), known professionally as Della Reese",Della Reese,0.23529411764705882,0.39545297622680664,55,5,50
60,when did the hornets move to new orleans,2002–03 season,2002,0.0,0.2797567844390869,56,11,52
61,fish appeared in the fossil record during the,the Cambrian explosion,Cambrian period,0.5,0.30404210090637207,55,6,50
62,who died from the band faith no more,singer Chuck Mosley,Chuck Mosley,0.8,0.3313865661621094,55,5,50
63,who signed the gun control act of 1968,President Lyndon B. Johnson,Lyndon B. Johnson,0.8571428571428571,0.36634325981140137,59,7,52
64,where do frankenstein and the monster first meet,the mountains,Laboratory,0.0,0.26665210723876953,55,5,51
65,the human tendency to mimic other people’s behavior is an example of,Mirroring,social mimicry,0.0,0.3879716396331787,60,4,55
66,when does season five of the killing come out,a fourth season consisting of six episodes to conclude the series,UNKNOWN,0.0,0.5653402805328369,54,8,51
67,how is the head of the church of england,the monarch is the supreme governor,Queen Elizabeth II,0.0,0.4061877727508545,57,18,52
68,how to remove a methyl group from benzene,replacement of a methyl group by a hydrogen atom,Not possible,0.0,0.30090928077697754,55,10,51
69,what does a nose ring mean in india,"a mark of beauty and social standing as well as a Hindu's honor to Parvati, the goddess of marriage",Cultural or religious significance,0.0,0.44466543197631836,57,5,50
70,the cuban missile crisis began in 1962 when which country placed nuclear missiles in cuba,Soviet Union,Soviet Union,1.0,0.3703789710998535,67,6,61
71,when did fasb codification become authoritative u.s. gaap,"after September 15, 2009","July 1, 2009",0.28571428571428575,0.4346747398376465,64,4,55
72,who plays frank in f is for family,Bill Burr,Bill Burr,1.0,0.36371779441833496,54,4,50
73,android operating system was acquired by google in,July 2005,2005,0.6666666666666666,0.3383772373199463,54,4,50
74,where does the flexor digitorum superficialis distally attach,The tendons attach to the anterior margins on the bases of the intermediate phalanges of the four fingers. These tendons have a split (Camper's Chiasm) at the end of them through which the tendons of flexor digitorum profundus pass.,Middle phalanges of the four medial digits,0.16216216216216214,0.4197535514831543,66,9,55
75,who played daniel in the bible mini series,Jake Canuso,Diogo Morgado,0.0,0.39479970932006836,57,6,51
76,what does the star on the ghana flag mean,"adopted from the flag of the Black Star Line, a shipping line incorporated by Marcus Garvey that operated from 1919 to 1922",Freedom,0.0,0.30969810485839844,55,3,52
77,when is the last movie of divergent coming out,TBA,UNKNOWN,0.0,0.4109971523284912,55,3,52
78,the former peterlee campus of east durham college,East Durham & Houghall Community College,Closed,0.0,0.3276338577270508,55,3,52
79,the amount of light reflected from the front surface of common window glass is about,about 4% per surface,4%,0.4,0.31870031356811523,61,4,57
80,how many cm is a 24 inch tv,61,60.96 cm,0.0,0.341785192489624,57,4,51
81,where was the walking dead season 7 filmed,Georgia,"Georgia, USA",0.6666666666666666,0.38270115852355957,56,5,51
82,who plays male lead in far from the madding crowd,Carey Mulligan,Matthias Schoenaerts,0.0,0.37734270095825195,61,8,53
83,who is in the cast of the handmaid's tale,Elisabeth Moss,"Elisabeth Moss, Ann Dowd, Yvonne Strahovski, Joseph Fiennes, Alexis Bledel",0.33333333333333337,0.5486259460449219,80,27,53
84,who owned the first casino in las vegas,local Las Vegas business owners,Bugsy Siegel,0.0,0.43518567085266113,57,7,50
85,who is the lead singer of portugal the man,John Baldwin Gourley,John Gourley,0.8,0.34375476837158203,58,6,52
86,who does billy russo become on the punisher,Jigsaw,Jigsaw,1.0,0.35698437690734863,57,4,53
87,who was the founder of chick fil a,S. Truett Cathy,S. Truett Cathy,1.0,0.49073338508605957,58,6,50
88,when was asbestos first found to be dangerous,began with the 20th century and escalated during the 1920s and 1930s,1924,0.0,0.27962589263916016,54,7,50
89,where is the black box located on an airplane,usually mounted in the aircraft's tail section,Tail section,0.5,0.3038027286529541,55,4,51
90,when did the brewers go to national league,1998,1998,1.0,0.28333616256713867,54,4,50
91,who are the songwriters for the greatest showman,Benj Pasek,"Various songwriters, including Benj Pasek and Justin Paul.",0.4,0.4738938808441162,68,10,52
92,who plays dylan in now you see me,Mark Ruffalo,Jesse Eisenberg,0.0,0.3590526580810547,57,6,51
93,where was the ark of the covenant taken,Kiriath-Jearim,Israel,0.0,0.3348720073699951,53,4,50
94,harrow on the hill height above sea level,124 metres (408 ft),180 feet,0.0,0.29802560806274414,55,4,51
95,who plays hitler in man in the high castle,Wolf Muser,Wolf Muser,1.0,0.4009861946105957,57,5,52
96,lowest city below sea level in the world,"Jericho, West Bank","Jericho, West Bank",1.0,0.3901078701019287,57,17,50
97,who voiced jack in rise of the guardians,Chris Pine,Chris Pine,1.0,0.33574438095092773,54,4,50
98,what type of hybrid is the ford fusion,gasoline-electric,Plug-in hybrid or hybrid electric vehicle,0.0,0.3426172733306885,59,5,50
99,how many states is there in united states,50,50,1.0,0.36307573318481445,53,3,50
100,what is the first harry potter book called in england,Harry Potter and the Philosopher's Stone,Philosopher's Stone,0.5714285714285715,0.3892674446105957,61,6,55
101,when did montgomery ward's go out of business,2001,2001,1.0,0.3263266086578369,56,4,52
102,who won series 7 of great british bake off,Candice Brown,Candice Brown,1.0,0.3814053535461426,58,6,52
103,who does the voice of special ed on crank yankers,Jim Florentine,Jim Florentine,1.0,0.3744349479675293,60,6,54
104,what does the ministry of trade and industry do,directs the formulation of policies related to the development of trade and industry in Singapore,Regulate trade and industry within a country.,0.3157894736842105,0.40372228622436523,62,7,51
105,who sings nothings gonna hurt you baby,Cigarettes After Sex,Cigarettes After Sex,1.0,0.4120018482208252,57,7,50
106,where in the bible does it talk about manna from heaven,Exodus 16:1–36,Exodus 16:14-36,0.5,0.3407430648803711,64,8,54
107,winds that blow predominantly from the northeast and the southeast are the,The trade winds,trade winds,1.0,0.2661597728729248,59,4,55
108,what is the use of symbolic link in linux,to reorder the file system hierarchy,linking files or directories,0.0,0.4292311668395996,58,9,51
109,time after time song was in what movie,John Tucker Must Die,Romy and Michele's High School Reunion,0.0,0.44244980812072754,61,6,50
110,who sings i'm the one your mother warned you about,Mickey Gilley,Robbie Williams,0.0,0.37754178047180176,58,6,53
111,who is considered a foreign official under fcpa,"any officer or employee of a foreign government or any department, agency, or instrumentality thereof, or of a public international organization, or any person acting in an official capacity for or on behalf of any such government or department, agency, or instrumentality, or for or on behalf of any such public international organization","Government officials, employees, and individuals working for state-owned enterprises are considered foreign officials under the Foreign Corrupt Practices Act (FCPA).",0.08695652173913043,0.6969621181488037,81,13,52
112,who made the song london bridge is falling down,Unknown,Unknown,1.0,0.2996511459350586,54,3,51
113,when does love simon come out in canada,"March 16, 2018","March 16, 2018",1.0,0.3772249221801758,60,9,51
114,what were the major components of clays american system,a tariff to protect and promote American industry,"protective tariffs, a national bank, and internal improvements",0.14285714285714285,0.529306173324585,74,13,52
115,where was pirates of the carribean on stranger tides filmed,"Principal photography began on June 14, 2010, in Hawaii.[17][47] Filming was moved to California in August 2010,[48] primarily at the Long Beach shore[33] and a recreation of Whitecap Bay done in the Universal Studios backlot,[17] as the original Hawaiian location on Halona Cove was plagued with strong tides.[22] After a brief shoot in Puerto Rico,[33] with locations in both Palomino Island and the Fort of San Cristóbal in San Juan,[49] production moved to the United Kingdom in September, where principal photography wrapped on November 18 after 106 days of shooting.[17] Locations included Hampton Court Palace in London,[23] Knole House in Kent,[33] and Old Royal Naval College at Greenwich.[50] Interiors were shot at London's Pinewood Studios, and a replica of an 18th-century London street was built on the backlot alongside the soundstages","Various locations including Hawaii, Puerto Rico, and the UK.",0.04687500000000001,0.4390230178833008,69,13,55
116,who sings i wanna be like you jungle book,Louis Prima,Louis Prima,1.0,0.3250234127044678,56,5,51
117,who wrote the book of philippians in the bible,Paul of Tarsus,Paul,0.5,0.320298433303833,56,3,53
118,who sold more albums carrie underwood vs kelly clarkson,Carrie Underwood,Carrie Underwood,1.0,0.33658337593078613,62,4,56
119,who is the oldest child in queen sugar,Nova Bordelon,Ralph Angel,0.0,0.2774949073791504,55,6,50
120,when did second world war start and end,1 September 1939 – 2 September 1945,"1939, 1945",0.4444444444444445,0.3958735466003418,58,8,50
121,a spider with a skull on its back,Steatoda nobilis,No such species exists,0.0,0.3556525707244873,56,5,50
122,when did the waltz become popular in england,the Regency period,Early 19th century,0.0,0.32358837127685547,60,7,53
123,what is expelled out of the body as faeces through the anus,"solid, semisolid, or liquid waste material",waste,0.2857142857142857,0.3459656238555908,60,4,56
124,who was the chief guest of the official ceremony in the republic day,Crown Prince Mohammed bin Zayed Al Nahyan,Indian President Ram Nath Kovind,0.0,0.49783992767333984,63,9,55
125,who wrote the practice of the presence of god,"Brother Lawrence (born Nicholas Herman), a 17th-century Carmelite monk",Brother Lawrence,0.4,0.3713672161102295,56,5,51
126,what cities have been capital of the united states,New York City,"New York City, Philadelphia, and Washington D.C.",0.6,0.4577620029449463,64,12,51
127,when did india conduct the nuclear test at pokhran,May 1998,"May 11, 1998",0.8,0.38381528854370117,62,4,53
128,nhl record for shots on goal in a game,"Ray Bourque (March 21, 1991), 19",33,0.0,0.26677989959716797,55,3,52
129,where does the sagging pants trend come from,1990s,Hip hop culture,0.0,0.34351325035095215,56,30,51
130,who has played in the most nba finals games,Bill Russell,Bill Russell,1.0,0.338336706161499,56,4,52
131,moment of inertia of a rod about a point,radius of gyration,(1/12)*mass*length^2,0.0,0.40764570236206055,63,11,51
132,list of hum tv dramas based on novels,Dayar-e-Dil,"Sorry, I am unable to provide a list at the moment.",0.0,0.45116186141967773,65,47,50
133,when does mark show up in grey anatomy,season two,"Season 5, Episode 2",0.3333333333333333,0.5034027099609375,59,9,50
134,where is the iguazu falls located on a map,on the border of the Argentine province of Misiones and the Brazilian state of Paraná,South America,0.0,0.3033730983734131,57,5,53
135,in the 1st century bc egypt became a colony of,the Roman Empire,Rome,0.0,0.38671302795410156,59,4,55
136,who is the cheif minister of uttar pradesh up,Yogi Adityanath,Yogi Adityanath,1.0,0.3512406349182129,62,8,54
137,who played jono on star trek next generation,Chad Allen,Mark Rolston,0.0,0.35436058044433594,56,5,51
138,this bear lives in the hundred acre wood,Winnie-the-Pooh,Winnie the Pooh,0.0,0.37311887741088867,57,7,50
139,what is the holy book of lslam called,Quran,Quran,1.0,0.2799723148345947,56,4,52
140,who won the women's championship at wimbledon this year,Garbiñe Muguruza,Ashleigh Barty,0.0,0.3069157600402832,59,6,53
141,who won second place in miss universe 2017,Laura González,Miss Colombia,0.0,1.5492238998413086,56,5,52
142,when does the new wheel of fortune season start,"September 10, 2018",Check your local listings.,0.0,0.43176698684692383,58,19,51
143,who has been elected next president of united nations 2018,María Fernanda Espinosa,N/A,0.0,0.5546722412109375,78,8,54
144,when was the myers briggs type indicator developed,during World War II,1943,0.0,0.30732107162475586,56,4,52
145,when was the last time australia won the rugby world cup,1999,Never,0.0,0.25931262969970703,56,5,53
146,where was the movie it's complicated filmed,New York City,Various locations in California,0.0,0.29642271995544434,56,5,50
147,who wrote the story for the shape of water,Guillermo del Toro,Guillermo del Toro,1.0,0.39322590827941895,58,7,51
148,when do fifty shades of freed come out,"February 9, 2018","February 9, 2018",1.0,0.32294487953186035,59,4,50
149,where is the lighthouse in lighthouse point fl,Hillsboro Beach,"Lighthouse Point, FL",0.0,0.35657238960266113,59,7,52
150,who founded the first university in the world,Fatima bint Muhammad Al-Fihriya Al-Qurashiya,Fatima al-Fihri,0.28571428571428575,0.37900471687316895,58,24,50
151,when did tiger win his last pga tournament,2007,2019,0.0,0.3572206497192383,55,4,51
152,who wrote aerosmith i don't want to miss a thing,Diane Warren,Diane Warren,1.0,0.2967534065246582,59,5,54
153,what was the capital of brazil before brasilia,Rio de Janeiro,Rio de Janeiro,1.0,0.31452322006225586,56,5,51
154,where was the kath and kim movie filmed,Positano,Australia,0.0,0.28126978874206543,54,3,51
155,what is red's real name on that 70's show,"Reginald Albert ""Red"" Forman",Eric,0.0,0.33904123306274414,57,3,54
156,when did nhl start 3 on 3 overtime,2015–16 NHL season,2015,0.0,0.37889528274536133,57,23,53
157,who is the founder of red cross society,Henry Dunant,Henry Dunant,1.0,0.3739640712738037,55,5,50
158,what are the three rivers of pittsburgh pennsylvania,Allegheny,"Ohio River, Allegheny River, Monongahela River",0.2857142857142857,0.5713691711425781,68,15,53
159,what were the two super powers during the cold war,Soviet Union,"United States, Soviet Union",0.6666666666666666,0.3342397212982178,59,7,52
160,at present who is the speaker of lok sabha,Sumitra Mahajan,Om Birla,0.0,0.2962629795074463,58,6,52
161,who voices the faceless old woman who secretly lives in your home,Mara Wilson,Mara Wilson,1.0,0.3303651809692383,60,5,55
162,when did sweet dreams are made of this come out,1983,1983,1.0,0.2905995845794678,56,4,52
163,when were catholic churches allowed back in england,Dioceses (replacing districts) were re-established by Pope Pius IX in 1850,1829,0.0,0.27048206329345703,55,4,51
164,who plays wendy the waitress in how i met your mother,Charlene Amoia,Charlene Amoia,1.0,0.3859899044036865,62,7,55
165,where did the night at the museum take place,New York City's American Museum of Natural History,Museum,0.2222222222222222,0.44168996810913086,55,7,51
166,what are freshmen called at the air force academy,Fourth class cadets,Cadets,0.5,0.35564136505126953,55,4,51
167,how many gold medals did nz win in the 2018 commonwealth,46,15,0.0,0.3161165714263916,59,3,56
168,who is the actor playing terry on general hospital,Cassandra James,James Patrick Stuart,0.4,0.372927188873291,57,5,52
169,who is the leader of the state government in australia,the Queen of Australia,Prime Minister,0.0,0.3085184097290039,56,4,52
170,when was national food security act introduced in rajasthan,22 December 2011,2014,0.0,0.38295555114746094,56,4,52
171,good morning america what time does it start,7:00 to 9:00 a.m. in all U.S. time zones (live in the Eastern Time Zone and on tape delay elsewhere across the country),Varies by location and the specific program. Check your local listings for accurate information.,0.058823529411764705,0.5114157199859619,69,11,50
172,what are the main sources of vitamin k,green leafy vegetables,"Green leafy vegetables, vegetable oils, and some fruits.",0.5454545454545454,0.4459538459777832,64,26,50
173,when did the edwardian era start and end,1901 to 1910,1910,0.5,0.6178507804870605,61,8,52
174,what was the copperheads position on fighting the war,opposed the American Civil War and wanted an immediate peace settlement with the Confederates,Opposed,0.16666666666666669,0.36586475372314453,56,8,52
175,when was rudolph the red nosed reindeer written,1939,1939,1.0,0.283646821975708,57,4,53
176,when does season 3 of lucifer come out,"October 2, 2017","Season 3 of Lucifer came out on October 2, 2017.",0.4615384615384615,0.5014162063598633,70,9,52
177,what kind of currency is used in new zealand,New Zealand dollar,New Zealand Dollar (NZD),0.8571428571428571,0.33719611167907715,61,5,52
178,when was the last time mount shasta was active,about two centuries ago,1250 CE,0.0,0.3656141757965088,57,8,52
179,which is first dawn of the planet of the apes or rise of the planet of the apes,Rise of the Planet of the Apes,Rise of the Planet of the Apes,1.0,0.42975711822509766,73,11,62
180,coriolosis component of acceleration can be found in,the Earth,ocean currents,0.0,0.3746769428253174,57,7,52
181,who sings i always feel like somebody's watching me,TRU,Rockwell feat. Michael Jackson,0.0,0.4234464168548584,60,7,52
182,where is lebron on the all time scoring list,7,3rd,0.0,0.3512303829193115,56,18,52
183,who wrote there's nothing holdin me back,Shawn Mendes,Shawn Mendes,1.0,0.29543471336364746,57,6,51
184,when was silicon added to the periodic table,1823,1817,0.0,0.36308884620666504,54,4,50
185,where do the golden knights hockey team play,"at T-Mobile Arena on the Las Vegas Strip in Paradise, Nevada","Las Vegas, Nevada",0.4615384615384615,0.3898501396179199,56,5,50
186,where is black sea located in the world,"between Eastern Europe, the Caucasus, and Western Asia",Europe,0.25,0.3241844177246094,53,3,50
187,when can a person be held for a capital crime without benefit of presentment,"in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger",During a state of emergency,0.07692307692307693,0.39246511459350586,64,10,57
188,when was central statistical organisation of india established,2 May 1951,1951,0.5,0.2729527950286865,54,4,50
189,who plays red's voice in angry birds,Jason Sudeikis,Jason Sudeikis,1.0,0.3910346031188965,57,6,50
190,what was the first book that charles dickens published,The Pickwick Papers,The Pickwick Papers,1.0,0.29540371894836426,59,6,53
191,how many episodes is there in season 14 of greys anatomy,24,24,1.0,0.3671989440917969,58,3,55
192,who is the highest paid nba player in 2016,LeBron James,LeBron James,1.0,0.31330370903015137,59,5,54
193,who has been on the throne the longest in england,Queen Elizabeth II,Queen Elizabeth II,1.0,0.3511538505554199,58,5,53
194,where is earth within the milky way galaxy,Orion Arm,In the Milky Way galaxy,0.0,0.3701021671295166,58,5,51
195,who plays shiv's ex boyfriend on succession,Ashley Zukerman,Adrien Brody,0.0,0.36618661880493164,57,4,51
196,what is the population of yukon in 2017,"35,874 people","37,885",0.0,0.25504446029663086,59,5,54
197,when was a whiter shade of pale recorded,1967,1967,1.0,0.3342452049255371,55,4,51
198,when did the song all by myself come out,in 1975,1975,0.6666666666666666,0.33427953720092773,55,4,51
199,what is the meaning of region in english,"areas that are broadly divided by physical characteristics (physical geography), human impact characteristics (human geography), and the interaction of humanity and the environment (environmental geography)"," an area or division, especially part of a country or the world ",0.0625,0.5226967334747314,65,3,50
200,when does arrow season 6 episode 21 air,"May 3, 2018",CHECK LOCAL LISTINGS,0.0,0.33971524238586426,58,9,52
201,who starred in the original movie cape fear,Robert Mitchum,Robert Mitchum,1.0,0.2752659320831299,55,9,50
202,who is the bloke in the go compare advert,Wynne Evans,Wynne Evans,1.0,0.3823390007019043,58,6,52
203,where does a jury of her peers take place,"fictional Dickson County (representing Dickinson County, Iowa)",Farmhouse,0.0,0.3121306896209717,55,4,51
204,what language do they speak in the czech republic,Czech,Czech,1.0,0.3353548049926758,56,4,52
205,who is el senor de los cielos based on,Amado Carrillo Fuentes,Amado Carrillo Fuentes,1.0,0.4135918617248535,62,8,54
206,what year did the drummer lose his arm,1985,1984,0.0,0.27125024795532227,54,18,50
207,where is redding california located on a map,"along the Sacramento River, 162 miles (261 kilometers) north of Sacramento, and 120 miles (190 km) south of California's northern border, shared with the state of Oregon",United States,0.0,0.33610081672668457,55,6,51
208,when does celebs go dating series 3 start,4 September 2017,3rd September 2017,0.6666666666666666,0.9354972839355469,60,4,52
209,what is the newest jurassic park movie called,Jurassic World: Fallen Kingdom,Jurassic World: Dominion,0.5714285714285715,0.32245421409606934,58,7,51
210,who wrote the song one wing from sparkle,R. Kelly,Charlie Smalls,0.0,0.4017772674560547,55,10,50
211,who sang wish you were here pink floyd,David Gilmour,Pink Floyd,0.0,1.0969836711883545,55,4,51
212,who won the women's 400 meter dash in the olympics,Shaunae Miller,Shaunae Miller-Uibo,0.5,0.6892702579498291,64,8,56
213,who has the most points in nba history career,LeBron James,Kareem Abdul-Jabbar,0.0,0.4508857727050781,61,9,52
214,who is paige on days of our lives,True O'Brien,Character on soap opera,0.0,0.3536245822906494,57,6,51
215,bible verse if your hand causes you sin cut off,Matthew 5:30,Matthew 5:30,1.0,0.3346703052520752,60,7,53
216,when did the first slender game come out,2012,2012,1.0,0.34122729301452637,54,4,50
217,when do the red sox play sweet caroline,in the middle of the eighth inning,Between the top of the 8th and bottom of the 8th inning,0.2857142857142857,0.49259161949157715,70,12,52
218,who plays the black knight in monty python,John Cleese,John Cleese,1.0,0.46874284744262695,56,5,51
219,secreted by cells in the walls of the hearts atria,Atrial natriuretic peptide (ANP),Atrial natriuretic peptide,0.8571428571428571,0.41846299171447754,63,9,54
220,which nba player has scored the most points,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,1.0,0.40016794204711914,60,9,51
221,who did the soviet union support in china civil war,the CCP,Communist Party of China,0.0,0.4220621585845947,61,7,54
222,when was the last time a total eclipse happened,"August 21, 2017","December 14, 2020",0.0,0.44558215141296387,60,9,51
223,who played the scare crow in wizard of oz,Raymond Wallace Bolger,Ray Bolger,0.4,0.37017083168029785,56,5,51
224,where is the femur located on the human body,proximal (closest to the hip joint) bone of the leg,Thigh,0.0,0.4283883571624756,56,4,52
225,who said truth justice and the american way,the comic-book character Superman,Superman,0.5,0.37056422233581543,54,4,50
226,who won the first stage of the 2018 tour de france,Fernando Gaviria of Quick-Step Floors,Fernando Gaviria,0.5714285714285715,0.403733491897583,64,9,55
227,where is kuala lumpur located on a map,3°8′N 101°41′E﻿ / ﻿3.133°N 101.683°E,Malaysia,0.0,0.28075194358825684,56,4,52
228,when did falcon first appear in the mcu,in the 2014 film Captain America: The Winter Soldier,2012,0.0,0.30586838722229004,56,4,52
229,when did the battle of bannockburn take place,24 June 1314,1314,0.5,0.3492865562438965,57,4,53
230,who does danny end up with in just go with it,Katherine,Katherine,1.0,0.3495304584503174,58,4,54
231,who played tj on head of the class,Rain Pryor,Danees Williams,0.0,0.6107475757598877,56,7,50
232,what is free trade area of the americas,agreement to eliminate or reduce the trade barriers,Trade agreement proposed to eliminate trade barriers among countries in the Western Hemisphere,0.5263157894736842,0.4754931926727295,66,11,51
233,who was the first to suggest an atom existed,the ancient Greek philosophers Leucippus and his pupil Democritus,Democritus,0.2222222222222222,0.31333494186401367,57,6,51
234,what percentage of the us population is east of the mississippi,58.28%,Roughly 50%,0.0,0.36278414726257324,62,7,54
235,who is gertrude bell queen of the desert,"an English writer, traveller, political officer, administrator, and archaeologist","British explorer, archaeologist, and diplomat.",0.3076923076923077,0.3944737911224365,63,11,52
